Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
012024-BEL-CBC-T2-597-PAST_S54_R1_16S	80.71355690973253	11.936843747089014
012024-BEL-CBC-T3-640-MCAV_S56_R1_16S	92.23344103392569	2.103786090054271
022024-BEL-CBC-T1-773-SSID_S63_R1_16S	51.556940612831085	30.953873051553643
022024-BEL-CBC-T3-845-SSID_S70_R1_16S	48.18632478632479	29.861965811965803
022024-BEL-CBC-T3-846-OFAV_S94_R1_16S	86.24767873723306	5.154286598576292
022024-BEL-CBC-T3-849-PSTR_S23_R1_16S	71.66279333097341	18.38929332327804
022024-BEL-CBC-T3-850-MCAV_S43_R1_16S	88.81710411624861	5.120449360811477
022024-BEL-CBC-T3-853-SSID_S75_R1_16S	32.94890446589957	40.29735925583038
022024-BEL-CBC-T4-871-PSTR_S91_R1_16S	80.67119524272466	12.099526845676806
042024-BEL-CBC-T1-932-SSID_S18_R1_16S	6.978579151933137	66.11733922000151
042024-BEL-CBC-T1-938-SSID_S17_R1_16S	14.431943152017595	62.14364266982487
042024-BEL-CBC-T1-940-SSID_S35_R1_16S	35.33274877577646	44.08804939021497
042024-BEL-CBC-T2-1030-SSID_S48_R1_16S	40.45355905531796	50.13388494777852
042024-BEL-CBC-T3-1011-SSID_S10_R1_16S	12.516038194538234	67.52603252208208
042024-BEL-CBC-T3-1012-SSID_S27_R1_16S	36.940175205519175	44.91052019898887
042024-BEL-CBC-T3-1057-SSID_S5_R1_16S	20.366229617798908	63.15120900345431
042024-BEL-CBC-T3-942-PAST_S34_R1_16S	39.37353139848391	43.43288551210774
042024-BEL-CBC-T3-953-MCAV_S41_R1_16S	93.49292665436259	1.0900573016304804
052022-BEL-CBC-T1-10-PSTR_S38_R1_16S	62.86364259945758	28.397628304762506
052022-BEL-CBC-T1-17-SSID_S69_R1_16S	49.7938719743466	40.18526739535204
052022-BEL-CBC-T1-34-PAST_S40_R1_16S	35.83103952152785	48.82681437681948
052022-BEL-CBC-T1-4-PSTR_S52_R1_16S	85.97682067762454	8.045737215196652
052022-BEL-CBC-T1-61-PAST_S89_R1_16S	52.40586909771099	32.75033477019437
052022-BEL-CBC-T2-4-MCAV_S83_R1_16S	73.00517644369926	16.36784712438643
052022-BEL-CBC-T2-60-PAST_S20_R1_16S	12.041192836068072	76.99748175008136
052022-BEL-CBC-T2-62-PAST_S12_R1_16S	52.65861966424266	35.257359898353634
052022-BEL-CBC-T2-72-OFAV_S13_R1_16S	25.794515623061237	63.59736057599
052022-BEL-CBC-T3-40-MCAV_S1_R1_16S	28.372864606971426	59.62131357552153
052022-BEL-CBC-T3-48-MCAV_S7_R1_16S	52.89676911593985	36.77702687142977
052022-BEL-CBC-T3-49-MCAV_S2_R1_16S	81.12974171510757	12.982800982800981
052022-BEL-CBC-T3-51-MCAV_S33_R1_16S	82.36788281428183	10.191765805136797
052022-BEL-CBC-T3-55-PAST_S88_R1_16S	79.3391916931149	13.98519597899518
062019-BEL-CBC-T1-16-MCAV_S78_R1_16S	80.60956596763805	13.441094406705844
062019-BEL-CBC-T1-17-MCAV_S65_R1_16S	77.07256307227955	12.160082093381234
062019-BEL-CBC-T2-25-PAST_S79_R1_16S	64.67368927147507	28.970418619876583
062019-BEL-CBC-T2-26-SSID_S44_R1_16S	61.70536262755609	29.715869673511428
062019-BEL-CBC-T3-12-PAST_S36_R1_16S	60.055631297697964	30.330653628571007
062019-BEL-CBC-T3-15-MCAV_S60_R1_16S	80.74125289293151	12.86386764760681
062019-BEL-CBC-T3-23-PAST_S26_R1_16S	50.65111116570227	40.812197251732464
062019-BEL-CBC-T3-28-SSID_S95_R1_16S	65.34618127012222	25.432457885801114
062019-BEL-CBC-T3-31-PAST_S42_R1_16S	56.47694685128663	34.04566587185043
062019-BEL-CBC-T3-4-PAST_S22_R1_16S	64.77089870622741	27.822651185734955
062019-BEL-CBC-T3-7-PAST_S58_R1_16S	73.29141352144013	16.319898872739643
062019-BEL-CBC-T3-8-MCAV_S77_R1_16S	70.3413026586544	22.998199971105834
062019-BEL-CBC-T3-9-MCAV_S80_R1_16S	86.88187976291279	7.3788859320188465
062024-BEL-CBC-T1-1344-SSID_S39_R1_16S	29.779297087100474	50.207833197396525
062024-BEL-CBC-T2-1381-SSID_S30_R1_16S	43.016342250442385	45.98251275111898
062024-BEL-CBC-T3-1430-PSTR_S62_R1_16S	78.3644307081807	15.60003942816445
062024-BEL-CBC-T4-1461-OFAV_S72_R1_16S	80.74438307304071	10.89394470274675
082024-BEL-CBC-T2-1513-PAST_S53_R1_16S	83.21960377451707	8.541574032903526
082024-BEL-CBC-T2-1514-MCAV_S71_R1_16S	89.97510478797112	2.960744317350489
082024-BEL-CBC-T2-1515-MCAV_S25_R1_16S	66.59666571465372	20.95436497936376
092023-BEL-CBC-T1-177-PSTR_S50_R1_16S	12.204929868316999	65.91465737767378
092023-BEL-CBC-T1-190-OANN_S81_R1_16S	76.0346780296297	15.592416339507494
092023-BEL-CBC-T1-196-SSID_S82_R1_16S	23.190596494439013	67.41962473567759
092023-BEL-CBC-T2-194-OANN_S4_R1_16S	72.6945428819708	20.166591829021286
092023-BEL-CBC-T3-184-PAST_S37_R1_16S	71.56033574825264	13.882750942907435
092023-BEL-CBC-T3-198-SSID_S76_R1_16S	30.097270104444135	50.998717974266526
092023-BEL-CBC-T3-220-SSID_S19_R1_16S	36.97184666631041	46.729768966315746
092023-BEL-CBC-T3-264-SSID_S59_R1_16S	35.4480122532232	41.062510489478754
092023-BEL-CBC-T3-90-SSID_S67_R1_16S	9.644680050078357	65.61008921301686
102019-BEL-CBC-T2-35-PSTR_S46_R1_16S	82.58081579352253	11.922324270232409
112023-BEL-CBC-T2-309-PAST_S3_R1_16S	71.98063252076756	18.50297739269979
112023-BEL-CBC-T3-349-PAST_S73_R1_16S	65.70990207544632	23.785315799554198
112023-BEL-CBC-T3-351-OFAV_S61_R1_16S	90.26561038014722	2.2095902094080913
122022-BEL-CBC-T1-122-PSTR_S45_R1_16S	64.545108331439	21.385975219127957
122022-BEL-CBC-T1-132-PSTR_S11_R1_16S	77.2793090765998	16.211134915756432
122022-BEL-CBC-T1-133-PSTR_S32_R1_16S	59.27576537294116	25.429230287249176
122022-BEL-CBC-T1-134-PAST_S6_R1_16S	60.23580689958613	33.678312640074815
122022-BEL-CBC-T1-144-MCAV_S84_R1_16S	77.49365686284231	10.597536978612538
122022-BEL-CBC-T1-152-PAST_S15_R1_16S	10.82260457855507	66.40148558587147
122022-BEL-CBC-T1-155-PAST_S28_R1_16S	27.84267084906077	52.097280775293925
122022-BEL-CBC-T2-118-OANN_S24_R1_16S	76.69759528130672	17.555353901996384
122022-BEL-CBC-T2-85-MCAV_S47_R1_16S	26.433846036118762	61.48033363942453
122022-BEL-CBC-T2-86-MCAV_S8_R1_16S	55.07662976811552	37.5101606490992
122022-BEL-CBC-T2-96-SSID_S49_R1_16S	54.83235431129492	29.09342937975073
122022-BEL-CBC-T3-115-PAST_S90_R1_16S	71.132587960331	22.468574316215012
122022-BEL-CBC-T3-119-MCAV_S74_R1_16S	70.63847976446225	23.049683284262954
122022-BEL-CBC-T3-120-SSID_S85_R1_16S	37.87500555616892	39.95294104152001
122022-BEL-CBC-T3-122-PAST_S51_R1_16S	42.752029249004	40.00496756182131
122022-BEL-CBC-T3-128-MCAV_S68_R1_16S	79.79792448969593	12.648643559971816
122022-BEL-CBC-T3-129-PAST_S16_R1_16S	45.03742124199698	37.82853136467379
122022-BEL-CBC-T3-132-MCAV_S55_R1_16S	84.46349542584657	9.06716860431662
122022-BEL-CBC-T3-133-MCAV_S57_R1_16S	67.97507658540898	19.936824622447432
122022-BEL-CBC-T3-145-MCAV_S93_R1_16S	79.74702170098205	14.8784156430183
122022-BEL-CBC-T3-147-OFAV_S92_R1_16S	54.46841020672958	31.43253763442481
122022-BEL-CBC-T4-10-OFAV_S64_R1_16S	66.13478954535225	26.347785262598364
122022-BEL-CBC-T4-36-PSTR_S86_R1_16S	90.39806151569331	3.815624173287816
122022-BEL-CBC-T4-38-MCAV_S66_R1_16S	83.45690862313536	9.998916627938655
122022-BEL-CBC-T4-5-MCAV_S21_R1_16S	57.296972483354104	35.60749962695443
122022-BEL-CBC-T4-6-MCAV_S87_R1_16S	88.79532325705493	5.839243527039656
122022-BEL-CBC-T4-9-OFAV_S9_R1_16S	76.87096353100739	16.792153513594826
122023-BEL-CBC-T1-511-OANN_S14_R1_16S	80.42149261070767	10.92087354343569
122023-BEL-CBC-T3-479-PAST_S29_R1_16S	32.204293170624126	53.25112107623322
122023-BEL-CBC-T3-530-PSTR_S31_R1_16S	60.3973264017824	32.04715046062986
Negative_S96_R1_16S	30.823597288331168	59.64229049473535
Undetermined_S0_R1_16S	12.752345979579394	21.975882269937344
