Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
042024-BEL-CBC-T3-1011-SSID_S10_R1_16S	(1.0, 2.2203614164933416)	(2.0, 0.7191864077145403)	(3.0, 0.4745617352313552)	(4.0, 0.35587909564841574)	(5.0, 0.3005051187164042)	(6.0, 0.275519299856838)	(7.0, 0.26944166824234894)	(8.0, 0.2336511709570244)	(9.0, 0.18536776424191675)	('>10', 3.868581345722698)	('>50', 2.208037330163961)	('>100', 8.104015288619973)	('>500', 4.375219470030523)	('>1k', 19.75500391669593)	('>5k', 6.1539396558709925)	('>10k+', 50.500729315793734)
042024-BEL-CBC-T3-1012-SSID_S27_R1_16S	(1.0, 1.9545958291465195)	(2.0, 0.4325063111302936)	(3.0, 0.24615094110585842)	(4.0, 0.1906264822445369)	(5.0, 0.17084448880406608)	(6.0, 0.1524112676436274)	(7.0, 0.13060611578310843)	(8.0, 0.12408704976295326)	(9.0, 0.11936634678284093)	('>10', 3.5097302680235316)	('>50', 3.06261225719289)	('>100', 8.488048753622015)	('>500', 2.9789883758309)	('>1k', 8.56470397820384)	('>5k', 11.129394468684879)	('>10k+', 58.745327066038136)
042024-BEL-CBC-T3-1057-SSID_S5_R1_16S	(1.0, 1.691738166870953)	(2.0, 0.44769651722814446)	(3.0, 0.3097723136351818)	(4.0, 0.23870544392031595)	(5.0, 0.2005720016342904)	(6.0, 0.21097203134866097)	(7.0, 0.17853384343002884)	(8.0, 0.18422909779742228)	(9.0, 0.1716004902871151)	('>10', 3.8933254095011702)	('>50', 2.496007131448947)	('>100', 8.006041922024538)	('>500', 2.5903502581435944)	('>1k', 14.30425039309636)	('>5k', 5.675940026495314)	('>10k+', 59.40026495313796)
042024-BEL-CBC-T3-942-PAST_S34_R1_16S	(1.0, 2.2437248256922753)	(2.0, 0.7386067313669228)	(3.0, 0.44541565392098564)	(4.0, 0.3198448117592042)	(5.0, 0.24873611263463985)	(6.0, 0.21303742877102227)	(7.0, 0.17647273909939246)	(8.0, 0.17320116160245716)	(9.0, 0.16194308609829744)	('>10', 3.152549809767391)	('>50', 1.6307851593546911)	('>100', 5.463630642749511)	('>500', 2.2256349265915745)	('>1k', 8.028932291817014)	('>5k', 2.183104419131415)	('>10k+', 72.59438019964321)
042024-BEL-CBC-T3-953-MCAV_S41_R1_16S	(1.0, 1.1435598047833035)	(2.0, 0.37946313160491774)	(3.0, 0.23536605378575168)	(4.0, 0.1483682860540555)	(5.0, 0.12139223404422723)	(6.0, 0.10790420803931311)	(7.0, 0.08654816686486572)	(8.0, 0.07373454216019729)	(9.0, 0.06676572872432499)	('>10', 1.1714350585267927)	('>50', 0.7658950766457078)	('>100', 1.1165837527734752)	('>500', 0.4898401444117984)	('>1k', 0.6002171572186792)	('>5k', 0.0)	('>10k+', 93.49292665436259)
052022-BEL-CBC-T1-10-PSTR_S38_R1_16S	(1.0, 1.6482166305103245)	(2.0, 0.49960577275324386)	(3.0, 0.2785973047821348)	(4.0, 0.1887466588675502)	(5.0, 0.14095696968143726)	(6.0, 0.1338714321680388)	(7.0, 0.10975045339902278)	(8.0, 0.1013081108298672)	(9.0, 0.09090593873572905)	('>10', 1.7425899599440995)	('>50', 1.1918778634240033)	('>100', 1.9831967231650345)	('>500', 1.2968041210692227)	('>1k', 11.98903098490479)	('>5k', 7.136794593282608)	('>10k+', 71.4677464824829)
052022-BEL-CBC-T1-17-SSID_S69_R1_16S	(1.0, 1.3572339838631817)	(2.0, 0.3846717467760844)	(3.0, 0.22239845527894628)	(4.0, 0.1827460175160334)	(5.0, 0.15408420108958001)	(6.0, 0.11572477760154472)	(7.0, 0.12068133232190884)	(8.0, 0.10257913247362252)	(9.0, 0.11055272050203434)	('>10', 2.238530963381836)	('>50', 1.1378525618922835)	('>100', 3.0460183780428935)	('>500', 1.0518671126129233)	('>1k', 3.99584511413006)	('>5k', 4.191305772015723)	('>10k+', 81.58790773050134)
052022-BEL-CBC-T1-34-PAST_S40_R1_16S	(1.0, 2.6639933847600274)	(2.0, 0.8074217555306351)	(3.0, 0.45944200903931764)	(4.0, 0.30991946171882967)	(5.0, 0.21522184841585393)	(6.0, 0.23243959628912225)	(7.0, 0.17602881707275633)	(8.0, 0.18486424032351242)	(9.0, 0.17331022530329288)	('>10', 3.829136507289224)	('>50', 2.245783350890905)	('>100', 4.679149533874786)	('>500', 3.290402238307224)	('>1k', 18.703684824594195)	('>5k', 12.490343335485552)	('>10k+', 49.53885887110477)
052022-BEL-CBC-T1-4-PSTR_S52_R1_16S	(1.0, 1.083861918353034)	(2.0, 0.34764544780657564)	(3.0, 0.2205187161265408)	(4.0, 0.16370229973322917)	(5.0, 0.12073488483578725)	(6.0, 0.1102593580632704)	(7.0, 0.07581440562482522)	(8.0, 0.08238380377030188)	(9.0, 0.06631541100906843)	('>10', 1.1408558860475748)	('>50', 0.6175234256748059)	('>100', 1.582603523505573)	('>500', 0.1713370056860804)	('>1k', 5.930124685401288)	('>5k', 2.3094985507375037)	('>10k+', 85.97682067762454)
052022-BEL-CBC-T1-61-PAST_S89_R1_16S	(1.0, 2.226912285447068)	(2.0, 0.7002078146696965)	(3.0, 0.49258362588025983)	(4.0, 0.3672471889780128)	(5.0, 0.3238175421486627)	(6.0, 0.2777211626192648)	(7.0, 0.23600584395423127)	(8.0, 0.20876707423231433)	(9.0, 0.19886206706070816)	('>10', 3.00655063839676)	('>50', 1.6392786869008185)	('>100', 5.069268381883742)	('>500', 2.9410252063384426)	('>1k', 8.438494667487005)	('>5k', 3.837618836275946)	('>10k+', 70.03563897772706)
052022-BEL-CBC-T2-4-MCAV_S83_R1_16S	(1.0, 1.8471993814694387)	(2.0, 0.4146154629069151)	(3.0, 0.2399841439047777)	(4.0, 0.19070168578147517)	(5.0, 0.1357053194699636)	(6.0, 0.1489187321551969)	(7.0, 0.10249322812599883)	(8.0, 0.10427882443481414)	(9.0, 0.08356590725255653)	('>10', 1.7597051623374886)	('>50', 1.518828220278303)	('>100', 3.71100480861086)	('>500', 2.544653299692699)	('>1k', 3.872244155296882)	('>5k', 5.806402077005626)	('>10k+', 77.519699591277)
052022-BEL-CBC-T2-60-PAST_S20_R1_16S	(1.0, 2.177251126615422)	(2.0, 0.7334090097385979)	(3.0, 0.4865886699227236)	(4.0, 0.3812634926556731)	(5.0, 0.3366765925599023)	(6.0, 0.2415882035801461)	(7.0, 0.24682033981587428)	(8.0, 0.19290658816945752)	(9.0, 0.18016747385638013)	('>10', 2.174521316405477)	('>50', 0.729086810239518)	('>100', 3.190920651241722)	('>500', 4.9402740274482415)	('>1k', 25.66954282503509)	('>5k', 17.265822093718935)	('>10k+', 41.05316077899684)
052022-BEL-CBC-T2-62-PAST_S12_R1_16S	(1.0, 1.5765997134438108)	(2.0, 0.46984401611202725)	(3.0, 0.3142656321808007)	(4.0, 0.22491957503176446)	(5.0, 0.19666946013895273)	(6.0, 0.16301262469249278)	(7.0, 0.15044199940526076)	(8.0, 0.12759860506609716)	(9.0, 0.11678516395880079)	('>10', 2.3926090130031628)	('>50', 1.4742775269660189)	('>100', 3.519504744397286)	('>500', 3.20023789570436)	('>1k', 4.992836095266416)	('>5k', 2.73228623178611)	('>10k+', 78.34811170284664)
052022-BEL-CBC-T2-72-OFAV_S13_R1_16S	(1.0, 1.786765337516027)	(2.0, 0.5879526965330516)	(3.0, 0.3817874652812024)	(4.0, 0.30797522199350325)	(5.0, 0.23861716580075146)	(6.0, 0.2118920432310673)	(7.0, 0.17259974992921023)	(8.0, 0.1654412349551877)	(9.0, 0.15319222044408246)	('>10', 2.2398197963163873)	('>50', 0.649993159641247)	('>100', 2.886154159415356)	('>500', 3.0469821291650625)	('>1k', 21.58292264667797)	('>5k', 9.818619138369321)	('>10k+', 55.76928583473057)
052022-BEL-CBC-T3-40-MCAV_S1_R1_16S	(1.0, 1.8091454403587885)	(2.0, 0.5790517412913078)	(3.0, 0.41450267504018706)	(4.0, 0.29243230795715464)	(5.0, 0.2973508941766175)	(6.0, 0.2454821667713729)	(7.0, 0.1721505176811996)	(8.0, 0.16812621986527546)	(9.0, 0.13280182792549683)	('>10', 2.730038923902764)	('>50', 1.3622248106903236)	('>100', 3.9096053281703083)	('>500', 3.4302667438735654)	('>1k', 11.01025525226758)	('>5k', 2.9820046815997925)	('>10k+', 70.46456046842826)
052022-BEL-CBC-T3-48-MCAV_S7_R1_16S	(1.0, 1.2020823089083321)	(2.0, 0.2996400797053449)	(3.0, 0.18571724650815002)	(4.0, 0.14467251587943414)	(5.0, 0.12868809933095735)	(6.0, 0.10891077038114706)	(7.0, 0.10999445963867091)	(8.0, 0.11270368278248054)	(9.0, 0.08655967944471762)	('>10', 2.0358457314157454)	('>50', 1.2121064345404278)	('>100', 3.224923769233791)	('>500', 2.4610583038366665)	('>1k', 6.645588910607827)	('>5k', 0.0)	('>10k+', 82.04150800778632)
052022-BEL-CBC-T3-49-MCAV_S2_R1_16S	(1.0, 1.0930664589201176)	(2.0, 0.2579253310960628)	(3.0, 0.16252172349733324)	(4.0, 0.13040091088871575)	(5.0, 0.11865524060646013)	(6.0, 0.1035536645292743)	(7.0, 0.06208425720620843)	(8.0, 0.07862407862407862)	(9.0, 0.05824893629771679)	('>10', 1.241205729010607)	('>50', 0.8214777970875532)	('>100', 1.8759513393659735)	('>500', 0.1402289207167256)	('>1k', 2.389404925990292)	('>5k', 0.0)	('>10k+', 91.46665068616288)
052022-BEL-CBC-T3-51-MCAV_S33_R1_16S	(1.0, 1.7407170341595484)	(2.0, 0.5039692174130561)	(3.0, 0.3084512327013486)	(4.0, 0.18466609280390817)	(5.0, 0.13610847477578888)	(6.0, 0.1258083739819454)	(7.0, 0.07853826855305655)	(8.0, 0.061800604763060894)	(9.0, 0.0645595603328404)	('>10', 1.6539018988971537)	('>50', 0.8475511510362638)	('>100', 1.634957070651334)	('>500', 0.33714437062705543)	('>1k', 9.953943835021814)	('>5k', 0.0)	('>10k+', 82.36788281428183)
052022-BEL-CBC-T3-55-PAST_S88_R1_16S	(1.0, 1.0606374307781414)	(2.0, 0.25177144185014444)	(3.0, 0.1527925925731793)	(4.0, 0.11950844290457932)	(5.0, 0.08998077206996835)	(6.0, 0.08176893461892269)	(7.0, 0.07032477817118885)	(8.0, 0.06499581982529753)	(9.0, 0.05110558413682669)	('>10', 1.1214399719050328)	('>50', 0.6740695507688115)	('>100', 1.918861804385296)	('>500', 1.0183552039025445)	('>1k', 1.0820406241345903)	('>5k', 1.9189491643581795)	('>10k+', 90.32339788361729)
062019-BEL-CBC-T1-16-MCAV_S78_R1_16S	(1.0, 1.0265949305988862)	(2.0, 0.2761580727462928)	(3.0, 0.18517054695107696)	(4.0, 0.1318562296182056)	(5.0, 0.12529705493056525)	(6.0, 0.09788306841555566)	(7.0, 0.09771488444920591)	(8.0, 0.07803736038628493)	(9.0, 0.07871009625168394)	('>10', 1.2620524834885392)	('>50', 0.7558187447757855)	('>100', 1.6497165259247173)	('>500', 0.5297794940017188)	('>1k', 1.451932181497409)	('>5k', 1.2943438050276914)	('>10k+', 90.95893452093638)
062019-BEL-CBC-T1-17-MCAV_S65_R1_16S	(1.0, 1.356974487574971)	(2.0, 0.301577763532424)	(3.0, 0.17274233793017796)	(4.0, 0.11390707541074915)	(5.0, 0.10412210637766718)	(6.0, 0.09107548100022456)	(7.0, 0.07639802745060158)	(8.0, 0.06924747315719552)	(9.0, 0.06774209330595214)	('>10', 1.5908101578014429)	('>50', 1.8602731511740083)	('>100', 4.1202246528531346)	('>500', 1.1826013214726128)	('>1k', 4.529311627428523)	('>5k', 0.0)	('>10k+', 84.36299224353033)
062019-BEL-CBC-T2-25-PAST_S79_R1_16S	(1.0, 1.3403303641985254)	(2.0, 0.3488285855307744)	(3.0, 0.25855256596159304)	(4.0, 0.17083394071448482)	(5.0, 0.1623945394516435)	(6.0, 0.13809929339194882)	(7.0, 0.12710249780703436)	(8.0, 0.10024985742526654)	(9.0, 0.07825626625543766)	('>10', 1.4664099042767305)	('>50', 0.6411387565437328)	('>100', 1.8436255667825165)	('>500', 0.7659395994609013)	('>1k', 0.7250212903077312)	('>5k', 0.0)	('>10k+', 91.83321697189167)
062019-BEL-CBC-T2-26-SSID_S44_R1_16S	(1.0, 1.8081715356240202)	(2.0, 0.6335400309893676)	(3.0, 0.3740728402947352)	(4.0, 0.2347123703810103)	(5.0, 0.1925374913281725)	(6.0, 0.13844362471692406)	(7.0, 0.12942798028171598)	(8.0, 0.11246634414090077)	(9.0, 0.08801713889287886)	('>10', 2.1263168189139052)	('>50', 1.174325889569052)	('>100', 1.566735633799804)	('>500', 0.20705420694418553)	('>1k', 8.21554419346656)	('>5k', 5.00047370335168)	('>10k+', 77.99816019730508)
062019-BEL-CBC-T3-12-PAST_S36_R1_16S	(1.0, 1.7946186513719775)	(2.0, 0.5199567486248884)	(3.0, 0.2750223308730196)	(4.0, 0.17927381568019055)	(5.0, 0.13006754109664173)	(6.0, 0.12505288890978328)	(7.0, 0.11408333725103036)	(8.0, 0.09402472850359644)	(9.0, 0.0846222556532368)	('>10', 2.201275602150032)	('>50', 1.2149562001473053)	('>100', 2.5178255214454737)	('>500', 0.9855358625985302)	('>1k', 8.981555482425211)	('>5k', 3.6483161738203815)	('>10k+', 77.1338128594487)
062019-BEL-CBC-T3-15-MCAV_S60_R1_16S	(1.0, 1.2765125011902938)	(2.0, 0.39517755043740715)	(3.0, 0.23070999474200637)	(4.0, 0.15318564029527568)	(5.0, 0.1319673590381598)	(6.0, 0.11302616162327096)	(7.0, 0.07535077441551398)	(8.0, 0.06789850002277084)	(9.0, 0.056823592244666446)	('>10', 1.2477384417294246)	('>50', 0.8274094652165092)	('>100', 1.4087903716614847)	('>500', 0.41028910684491404)	('>1k', 6.3414714929803715)	('>5k', 5.135031071844065)	('>10k+', 82.12861797571387)
062019-BEL-CBC-T3-23-PAST_S26_R1_16S	(1.0, 1.7287777512266262)	(2.0, 0.3684902841395082)	(3.0, 0.21975420581410668)	(4.0, 0.14292956475714255)	(5.0, 0.1462794764311381)	(6.0, 0.07905791550629448)	(7.0, 0.09223423475734356)	(8.0, 0.08218449973535698)	(9.0, 0.07436803916270074)	('>10', 1.8073890118430544)	('>50', 1.3341581560299527)	('>100', 2.570722218624169)	('>500', 1.5226465195534344)	('>1k', 2.266326911180442)	('>5k', 1.1474564120659352)	('>10k+', 86.4172247991728)
062019-BEL-CBC-T3-28-SSID_S95_R1_16S	(1.0, 1.6609627516367493)	(2.0, 0.5962139199321209)	(3.0, 0.314898290772312)	(4.0, 0.19597997694639507)	(5.0, 0.13100482730481294)	(6.0, 0.10950867917120587)	(7.0, 0.09198729050381292)	(8.0, 0.09085164494203747)	(9.0, 0.05913468675245117)	('>10', 1.3665060809763956)	('>50', 1.0665334175874184)	('>100', 3.2588971745949595)	('>500', 0.2788821029560043)	('>1k', 1.3135363272735827)	('>5k', 2.1968252217145166)	('>10k+', 87.26827760693523)
062019-BEL-CBC-T3-31-PAST_S42_R1_16S	(1.0, 1.7695003640924651)	(2.0, 0.4913875382626584)	(3.0, 0.26260786857085744)	(4.0, 0.18847139375474337)	(5.0, 0.1339948137417173)	(6.0, 0.11927735059303689)	(7.0, 0.10071577393537276)	(8.0, 0.08786545163391299)	(9.0, 0.06622858416906192)	('>10', 1.9335890950187977)	('>50', 1.240550345256309)	('>100', 2.5242645936277777)	('>500', 0.6622858416906191)	('>1k', 8.492415564046775)	('>5k', 3.475957266637598)	('>10k+', 78.4508881549683)
062019-BEL-CBC-T3-4-PAST_S22_R1_16S	(1.0, 1.148934359441514)	(2.0, 0.31741478736834144)	(3.0, 0.22127624700355084)	(4.0, 0.20614624720843625)	(5.0, 0.17572864345367462)	(6.0, 0.14657187301517255)	(7.0, 0.1445230188762508)	(8.0, 0.09582333203572571)	(9.0, 0.11063812350177542)	('>10', 1.8691853913547811)	('>50', 0.8513776968042603)	('>100', 1.8296267460571378)	('>500', 0.4228519734405462)	('>1k', 2.4654019457810152)	('>5k', 1.2127640460771536)	('>10k+', 88.78173556858067)
062019-BEL-CBC-T3-7-PAST_S58_R1_16S	(1.0, 1.6607770503917465)	(2.0, 0.49074872339014525)	(3.0, 0.2927439295898743)	(4.0, 0.2187120620514271)	(5.0, 0.17459069309798328)	(6.0, 0.12992795765431314)	(7.0, 0.12126609381069225)	(8.0, 0.11260422996707138)	(9.0, 0.09744596824073486)	('>10', 2.5659418220501276)	('>50', 1.4263653601237565)	('>100', 2.580964742153908)	('>500', 0.9599781287937947)	('>1k', 7.825452616221234)	('>5k', 4.15810066980569)	('>10k+', 77.1843799526575)
062019-BEL-CBC-T3-8-MCAV_S77_R1_16S	(1.0, 1.414252636593299)	(2.0, 0.43341259707856483)	(3.0, 0.3151026719300917)	(4.0, 0.18898351079822104)	(5.0, 0.1522801016762525)	(6.0, 0.1522801016762525)	(7.0, 0.12572869933270078)	(8.0, 0.09371083180077078)	(9.0, 0.10191052958333821)	('>10', 1.8859304899905116)	('>50', 0.6485570484211677)	('>100', 1.6114358451740873)	('>500', 0.2182681457359619)	('>1k', 3.5129848071313945)	('>5k', 3.3431339244924976)	('>10k+', 85.8020280585849)
062019-BEL-CBC-T3-9-MCAV_S80_R1_16S	(1.0, 1.0206241683803072)	(2.0, 0.26339663723236967)	(3.0, 0.16556792064836096)	(4.0, 0.12459175033264788)	(5.0, 0.10584250635055038)	(6.0, 0.0988871416475142)	(7.0, 0.09314140558848434)	(8.0, 0.08709326236845288)	(9.0, 0.08164993347042458)	('>10', 1.1607898875045362)	('>50', 0.7377222692633362)	('>100', 1.723267206967461)	('>500', 0.4363735333252692)	('>1k', 1.1966251360832225)	('>5k', 2.279242772468852)	('>10k+', 90.42518446836822)
062024-BEL-CBC-T1-1344-SSID_S39_R1_16S	(1.0, 2.3832079094452623)	(2.0, 0.7858151243417846)	(3.0, 0.45852693744671313)	(4.0, 0.32024103567706946)	(5.0, 0.25127137539596905)	(6.0, 0.23983419555035942)	(7.0, 0.1876159602956569)	(8.0, 0.19131282650837916)	(9.0, 0.19755128824234808)	('>10', 4.5655142456428965)	('>50', 2.5005834116991954)	('>100', 6.2889470631863755)	('>500', 2.1845013505114386)	('>1k', 10.86971088195675)	('>5k', 6.399390941291454)	('>10k+', 62.17597545280835)
062024-BEL-CBC-T2-1381-SSID_S30_R1_16S	(1.0, 1.4610180077027168)	(2.0, 0.34391589466014366)	(3.0, 0.22983241386489017)	(4.0, 0.17320703653585925)	(5.0, 0.1394816279795982)	(6.0, 0.10617258249193295)	(7.0, 0.14281253252836473)	(8.0, 0.08327261371916311)	(9.0, 0.10117622566878318)	('>10', 3.151660247736026)	('>50', 1.4308316852295202)	('>100', 3.6377641303216404)	('>500', 0.9828250234204225)	('>1k', 6.34141771624857)	('>5k', 3.9464973456854375)	('>10k+', 77.72811491620693)
062024-BEL-CBC-T3-1430-PSTR_S62_R1_16S	(1.0, 1.3876170126170126)	(2.0, 0.43943325193325194)	(3.0, 0.2556471306471306)	(4.0, 0.17615486365486366)	(5.0, 0.12480285917785919)	(6.0, 0.10874542124542125)	(7.0, 0.08235398860398861)	(8.0, 0.0724969474969475)	(9.0, 0.05723443223443224)	('>10', 1.4275221306471306)	('>50', 0.7887222730972732)	('>100', 0.855654761904762)	('>500', 0.25914479039479044)	('>1k', 8.050658831908832)	('>5k', 4.326923076923077)	('>10k+', 81.58688822751323)
062024-BEL-CBC-T4-1461-OFAV_S72_R1_16S	(1.0, 0.9981536087303993)	(2.0, 0.2895960379356637)	(3.0, 0.1873161974575704)	(4.0, 0.14708140262746594)	(5.0, 0.12834190914495155)	(6.0, 0.10629544622434639)	(7.0, 0.09149282112051148)	(8.0, 0.09196524532595302)	(9.0, 0.08149317543866555)	('>10', 1.6169505804912425)	('>50', 0.7749331716592719)	('>100', 2.361254916164388)	('>500', 1.1213775889830675)	('>1k', 4.117570637260885)	('>5k', 1.3618415095528111)	('>10k+', 86.5243357518828)
082024-BEL-CBC-T2-1513-PAST_S53_R1_16S	(1.0, 1.2412430215898425)	(2.0, 0.43930635838150295)	(3.0, 0.30206017489254483)	(4.0, 0.22330912504322908)	(5.0, 0.19020799367620175)	(6.0, 0.17726396917148363)	(7.0, 0.1632330418457586)	(8.0, 0.11857121683711278)	(9.0, 0.08981769675411294)	('>10', 1.496566375179092)	('>50', 0.7807914628723878)	('>100', 1.4692949953065562)	('>500', 1.4474581295390543)	('>1k', 3.1728669532137737)	('>5k', 0.0)	('>10k+', 88.68800948569735)
