Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
092023-BEL-CBC-T1-171-PAST_S42_R2_16S	96.2024038383871	48.0	229.5104521736321	229	36.36363636363637	0.495208
092023-BEL-CBC-T1-175-PAST_S7_R2_16S	95.08251849552485	47.0	228.78758385500197	228	36.36363636363637	0.463896
092023-BEL-CBC-T2-174-SSID_S46_R2_16S	96.50589207645675	51.0	229.56752233603723	229	36.36363636363637	0.534786
092023-BEL-CBC-T2-181-PAST_S63_R2_16S	96.30765677329946	51.0	231.44663356045731	230	45.45454545454545	0.8659
092023-BEL-CBC-T2-184-MCAV_S37_R2_16S	98.08317086369776	55.0	231.4494124395103	230	45.45454545454545	11.712326
092023-BEL-CBC-T3-171-OFAV_S78_R2_16S	97.44558196945523	52.0	230.25153877378978	230	36.36363636363637	2.054558
092023-BEL-CBC-T3-173-OFAV_S84_R2_16S	97.24639946939548	46.0	228.81421735834755	228	45.45454545454545	2.1108
092023-BEL-CBC-T3-178-PAST_S74_R2_16S	98.26266415087663	51.0	230.49800889457316	230	45.45454545454545	0.791269
092023-BEL-CBC-T3-195-PSTR_S66_R2_16S	95.99689149136124	51.0	233.2831815224463	230	45.45454545454545	0.055332
092023-BEL-CBC-T4-92-PSTR_S43_R2_16S	95.259750200362	45.0	231.66114057758287	229	45.45454545454545	0.111049
092023-BEL-CBC-T4-94-MCAV_S85_R2_16S	96.56229664113731	48.0	228.5790381160557	228	45.45454545454545	0.7191719999999999
102019-BEL-CBC-T1-29-PSTR_S22_R2_16S	98.09957061268655	56.0	228.34747415865613	228	36.36363636363637	0.524934
112023-BEL-CBC-T1-276-MCAV_S26_R2_16S	97.8317437924923	41.0	231.97493879921996	230	45.45454545454545	0.168707
112023-BEL-CBC-T2-304-OFAV_S72_R2_16S	97.88610745132485	49.0	230.52138901088176	230	45.45454545454545	0.81972
112023-BEL-CBC-T2-307-SSID_S62_R2_16S	97.67523883646727	52.0	231.89512592554274	231	36.36363636363637	0.850582
112023-BEL-CBC-T2-310-MCAV_S55_R2_16S	97.30001091812902	46.0	232.07558984656816	231	45.45454545454545	0.467113
112023-BEL-CBC-T3-352-PAST_S30_R2_16S	96.32619987487254	46.0	231.42025307530366	230	45.45454545454545	0.893489
112023-BEL-CBC-T3-355-PSTR_S10_R2_16S	96.68844022169438	52.0	233.72490102929532	231	45.45454545454545	0.10103999999999999
112023-BEL-CBC-T4-399-MCAV_S9_R2_16S	96.82990628952297	42.0	232.53813156996011	231	45.45454545454545	0.266459
112023-BEL-CBC-T4-401-MCAV_S53_R2_16S	97.96464897001616	41.0	232.4998153749753	231	45.45454545454545	0.268111
122022-BEL-CBC-T3-123-PAST_S20_R2_16S	92.24151702511611	47.0	230.73493476910335	228	45.45454545454545	0.169015
122022-BEL-CBC-T3-124-PAST_S64_R2_16S	95.19144243576473	46.0	234.26804571097932	231	54.54545454545454	0.532301
122022-BEL-CBC-T3-126-SSID_S77_R2_16S	95.20939473892905	51.0	230.84471202998978	230	36.36363636363637	0.466559
122022-BEL-CBC-T3-127-OFAV_S32_R2_16S	95.99461335196725	49.0	231.9100687577806	231	45.45454545454545	0.884409
122022-BEL-CBC-T3-141-PSTR_S80_R2_16S	97.32800218883693	55.0	231.5726389165257	231	36.36363636363637	0.643264
122022-BEL-CBC-T3-142-MCAV_S24_R2_16S	95.7928719669989	73.0	246.90478874682927	251	45.45454545454545	0.039029
122023-BEL-CBC-T1-507-PAST_S51_R2_16S	97.0771660237563	50.0	232.32332207851772	231	45.45454545454545	0.5363629999999999
122023-BEL-CBC-T1-508-SSID_S75_R2_16S	95.62359681587633	54.0	231.08856933525882	230	36.36363636363637	0.424481
122023-BEL-CBC-T2-513-SSID_S45_R2_16S	89.4593812800682	50.0	232.03301412825041	229	45.45454545454545	0.13136799999999998
122023-BEL-CBC-T2-515-PAST_S73_R2_16S	96.97907928802138	47.0	231.02879071206223	230	45.45454545454545	0.358831
122023-BEL-CBC-T2-518-MCAV_S27_R2_16S	97.53799454019476	42.0	232.31110703662958	230	45.45454545454545	0.196344
122023-BEL-CBC-T2-522-MCAV_S88_R2_16S	96.34685848956498	44.0	228.85522628752736	228	45.45454545454545	0.763343
122023-BEL-CBC-T3-524-OFAV_S39_R2_16S	95.30136798507803	48.0	233.48362405958815	232	45.45454545454545	0.481438
122023-BEL-CBC-T3-525-PAST_S29_R2_16S	97.20110216962279	49.0	231.9227214582167	230	45.45454545454545	0.639466
122023-BEL-CBC-T3-526-SSID_S11_R2_16S	95.57464679020778	55.0	232.39860917470548	231	36.36363636363637	0.17716099999999999
122023-BEL-CBC-T3-531-PSTR_S28_R2_16S	96.7798436416057	48.0	233.09384947675534	230	45.45454545454545	0.203251
122023-BEL-CBC-T3-532-MCAV_S52_R2_16S	97.29267644009748	45.0	231.93025801350768	231	45.45454545454545	0.552723
122023-BEL-CBC-T4-539-MCAV_S44_R2_16S	96.34162901047836	40.0	230.3340437088391	229	45.45454545454545	0.26511799999999996
Negative_S96_R2_16S	72.37033446437226	46.0	231.329132331556	228	45.45454545454545	0.0020629999999999997
Undetermined_S0_R2_16S	86.27156636388992	48.0	241.00420387844656	247	36.36363636363637	3.2615119999999997
