Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
042024-BEL-CBC-T3-950-PSTR_S84_R2_16S	(1.0, 4.337165266273892)	(2.0, 1.7961348930634353)	(3.0, 1.1970527721855546)	(4.0, 0.8552828480858201)	(5.0, 0.6695131358507092)	(6.0, 0.5212149636373153)	(7.0, 0.4465070367998275)	(8.0, 0.39106193406081075)	(9.0, 0.34306241963608225)	('>10', 6.270050664644312)	('>50', 4.659853473104915)	('>100', 1.465876932028374)	('>500', 5.733737418242961)	('>1k', 70.98332793869085)	('>5k', 0.3301583036951473)	('>10k+', 0.0)
042024-BEL-CBC-T3-956-MCAV_S94_R2_16S	(1.0, 3.5841158024043)	(2.0, 1.2024519879392617)	(3.0, 0.747910649124872)	(4.0, 0.5022289427537479)	(5.0, 0.40293007125976765)	(6.0, 0.3585624903794786)	(7.0, 0.33592596952218834)	(8.0, 0.2921620291980937)	(9.0, 0.20644507021848768)	('>10', 1.0705565264107835)	('>50', 3.904950758021628)	('>100', 85.29169420776704)	('>500', 2.1000654950003472)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
042024-BEL-CBC-T3-959-SSID_S7_R2_16S	(1.0, 9.724738703526414)	(2.0, 4.093710686847748)	(3.0, 2.789008537135352)	(4.0, 2.022327892458996)	(5.0, 1.4953833007619333)	(6.0, 1.338724097824969)	(7.0, 1.1741528139315922)	(8.0, 0.8671640728227931)	(9.0, 0.8687464890140755)	('>10', 17.05290808535553)	('>50', 8.672431936323573)	('>100', 18.839455965313437)	('>500', 5.416610622759892)	('>1k', 25.6446367959237)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T1-53-PAST_S53_R2_16S	(1.0, 6.635380524301604)	(2.0, 2.695652564518392)	(3.0, 1.9992554665881745)	(4.0, 1.6144348844349028)	(5.0, 1.3357307488013503)	(6.0, 1.144442576562034)	(7.0, 1.0737241928058074)	(8.0, 0.8964302166282252)	(9.0, 0.831887241030993)	('>10', 14.170669261101581)	('>50', 9.062212266609535)	('>100', 18.738479231609404)	('>500', 13.637791298994802)	('>1k', 26.163909526013203)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T1-54-MCAV_S19_R2_16S	(1.0, 8.968992910224651)	(2.0, 2.8359101392329373)	(3.0, 1.6784829589134707)	(4.0, 1.2983684974801402)	(5.0, 0.9823182711198428)	(6.0, 1.0378406081831384)	(7.0, 0.6577261467498079)	(8.0, 0.5295976766037414)	(9.0, 0.595797386179209)	('>10', 7.909797557017169)	('>50', 6.036986418382165)	('>100', 7.768856239856496)	('>500', 29.168446228752025)	('>1k', 30.530878961305202)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T1-55-PSTR_S67_R2_16S	(1.0, 8.610836710765623)	(2.0, 5.075842203901511)	(3.0, 3.363737917409086)	(4.0, 2.0643112346169117)	(5.0, 1.260189997876603)	(6.0, 0.675794196663497)	(7.0, 0.458838409483276)	(8.0, 0.2843505636234386)	(9.0, 0.12878864813464186)	('>10', 3.1167776064698987)	('>50', 22.719886998347445)	('>100', 52.24064551270807)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T1-62-MCAV_S92_R2_16S	(1.0, 5.101062721400291)	(2.0, 2.192679030353546)	(3.0, 1.3902896436757657)	(4.0, 0.9890949503368758)	(5.0, 0.7182051816350629)	(6.0, 0.558449677016045)	(7.0, 0.40063902201847607)	(8.0, 0.4089740918246857)	(9.0, 0.26255469889560323)	('>10', 1.118566367993332)	('>50', 3.3581996249218586)	('>100', 80.85156629853442)	('>500', 2.6497186913940407)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T1-63-OFAV_S60_R2_16S	(1.0, 2.4072342173022907)	(2.0, 1.0248524470263092)	(3.0, 0.7337931530624173)	(4.0, 0.5632342053122068)	(5.0, 0.475481776570776)	(6.0, 0.40016906018722515)	(7.0, 0.3619506667985576)	(8.0, 0.3381203744503296)	(9.0, 0.3264300423549724)	('>10', 4.460985764772533)	('>50', 1.9662239328075684)	('>100', 1.00686732072576)	('>500', 0.31871142565098665)	('>1k', 74.52886462895185)	('>5k', 11.08708098402621)	('>10k+', 0.0)
052022-BEL-CBC-T2-10-MCAV_S3_R2_16S	(1.0, 5.2036980280029015)	(2.0, 1.7962515372887078)	(3.0, 1.1382725724416995)	(4.0, 0.8667010657241841)	(5.0, 0.6653501914579123)	(6.0, 0.5726279198786463)	(7.0, 0.47117656415488884)	(8.0, 0.42209971329808077)	(9.0, 0.44518329136906953)	('>10', 8.569438894471192)	('>50', 5.965262124697877)	('>100', 30.07790222649839)	('>500', 4.919711823835443)	('>1k', 35.398957941332796)	('>5k', 1.1091756252933942)	('>10k+', 2.378190480254812)
052022-BEL-CBC-T2-11-PAST_S86_R2_16S	(1.0, 4.938070014735752)	(2.0, 1.9640766259110278)	(3.0, 1.3740093193675573)	(4.0, 1.083595523517464)	(5.0, 0.9080409414950814)	(6.0, 0.7503285674459358)	(7.0, 0.6367437970448843)	(8.0, 0.5308056872037914)	(9.0, 0.4365765263451353)	('>10', 4.668684535425545)	('>50', 4.265004580031065)	('>100', 27.351228643116016)	('>500', 41.791867457883626)	('>1k', 9.30096778047712)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T2-59-OFAV_S61_R2_16S	(1.0, 6.0655768099070615)	(2.0, 2.5335897668034435)	(3.0, 1.8541759693481823)	(4.0, 1.3933209712770218)	(5.0, 1.2089110363569608)	(6.0, 1.0213435204474004)	(7.0, 0.840822911759459)	(8.0, 0.7573747271693094)	(9.0, 0.7106968593687913)	('>10', 17.046634484255012)	('>50', 11.296131748078398)	('>100', 8.643828616984672)	('>500', 7.364311049061822)	('>1k', 39.26328152918245)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T3-16-SSID_S12_R2_16S	(1.0, 5.2229471327230215)	(2.0, 1.7734712479689294)	(3.0, 1.260997503269528)	(4.0, 0.996215273649586)	(5.0, 0.8124281694606269)	(6.0, 0.7059208179764593)	(7.0, 0.6276502992113502)	(8.0, 0.5627551222605318)	(9.0, 0.5216383307573416)	('>10', 9.212885903380494)	('>50', 3.4574020132366345)	('>100', 14.997721238061267)	('>500', 9.37004616969841)	('>1k', 26.40292474141006)	('>5k', 16.34404846827567)	('>10k+', 7.7309475686600875)
052022-BEL-CBC-T3-25-PAST_S69_R2_16S	(1.0, 9.62631335740528)	(2.0, 4.500259570349191)	(3.0, 3.8877606722166598)	(4.0, 3.4542761886693385)	(5.0, 3.0698330717718676)	(6.0, 2.7935989844111795)	(7.0, 2.3374930897953834)	(8.0, 2.198791265906601)	(9.0, 2.007389821047529)	('>10', 38.4759412421122)	('>50', 9.87338243528272)	('>100', 17.549011576239888)	('>500', 0.0)	('>1k', 0.22594872479216732)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T3-6-SSID_S77_R2_16S	(1.0, 12.704682127320172)	(2.0, 6.1385710568072955)	(3.0, 4.4387361102628375)	(4.0, 3.456290495492783)	(5.0, 2.644416711499175)	(6.0, 2.284605428065601)	(7.0, 2.1357744460572103)	(8.0, 1.728856754874492)	(9.0, 1.6459204025115386)	('>10', 36.90426704895658)	('>50', 17.622522130118824)	('>100', 8.085341877827675)	('>500', 0.0)	('>1k', 0.2100154102058102)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T3-65-OFAV_S5_R2_16S	(1.0, 2.989289161405997)	(2.0, 1.0217309139978072)	(3.0, 0.6779782784568147)	(4.0, 0.5235160537634744)	(5.0, 0.3717088925886245)	(6.0, 0.3036143223497)	(7.0, 0.27659514654388817)	(8.0, 0.21115563982345387)	(9.0, 0.1658633798021509)	('>10', 3.9547952008946)	('>50', 1.9205480051102164)	('>100', 6.3281096260108765)	('>500', 3.538106408698613)	('>1k', 9.005038373476852)	('>5k', 2.9867902780944764)	('>10k+', 65.72516031898246)
062019-BEL-CBC-T1-12-PAST_S36_R2_16S	(1.0, 6.368073869199488)	(2.0, 2.489940896064264)	(3.0, 1.6903582684762335)	(4.0, 1.3224416286100211)	(5.0, 1.0105558056931312)	(6.0, 0.7932934542569843)	(7.0, 0.7284006203411877)	(8.0, 0.5980432094794995)	(9.0, 0.5248601016273235)	('>10', 11.34738391829792)	('>50', 4.843521079450841)	('>100', 29.055837853676664)	('>500', 24.64841377043088)	('>1k', 14.57887552439556)	('>5k', 0.0)	('>10k+', 0.0)
062019-BEL-CBC-T2-16-MCAV_S33_R2_16S	(1.0, 4.736371088432816)	(2.0, 2.220032939513127)	(3.0, 1.4473080596521046)	(4.0, 1.0934715088252325)	(5.0, 0.7858856442382174)	(6.0, 0.6204360349249084)	(7.0, 0.47378751757902093)	(8.0, 0.3970790623519414)	(9.0, 0.3654932278466733)	('>10', 6.694316805920088)	('>50', 0.3357875025381474)	('>100', 24.715539478532914)	('>500', 47.18134029224417)	('>1k', 8.933150837400635)	('>5k', 0.0)	('>10k+', 0.0)
062019-BEL-CBC-T2-2-PAST_S76_R2_16S	(1.0, 9.335174237250627)	(2.0, 4.143477928059705)	(3.0, 3.8866162594044824)	(4.0, 3.7910815332443524)	(5.0, 3.5597296208613525)	(6.0, 3.527172255992591)	(7.0, 3.262387826121243)	(8.0, 2.9210942283777666)	(9.0, 2.866958380264565)	('>10', 46.44609039571842)	('>50', 13.691107761030683)	('>100', 2.361822975066666)	('>500', 0.0)	('>1k', 0.20728659860754353)	('>5k', 0.0)	('>10k+', 0.0)
062019-BEL-CBC-T3-16-MCAV_S47_R2_16S	(1.0, 2.101360842991776)	(2.0, 0.8406784434289623)	(3.0, 0.5604802344176939)	(4.0, 0.41204139859389616)	(5.0, 0.3495143678064579)	(6.0, 0.3334216199362325)	(7.0, 0.26988879240690516)	(8.0, 0.2494375919884937)	(9.0, 0.2270586144814615)	('>10', 3.803671828639056)	('>50', 1.491680384616674)	('>100', 0.9127605432643469)	('>500', 0.5908217694646815)	('>1k', 78.84356843273399)	('>5k', 9.013615135229372)	('>10k+', 0.0)
062019-BEL-CBC-T3-27-SSID_S17_R2_16S	(1.0, 7.683729509914896)	(2.0, 2.6143462038318033)	(3.0, 1.58219091938121)	(4.0, 1.1570871588479437)	(5.0, 0.6749675093279671)	(6.0, 0.6992831090428877)	(7.0, 0.5341047247725653)	(8.0, 0.5634511382216073)	(9.0, 0.43768079486857003)	('>10', 8.49536745901983)	('>50', 6.404225883536661)	('>100', 20.918961975432858)	('>500', 16.747578920890454)	('>1k', 31.487024692910744)	('>5k', 0.0)	('>10k+', 0.0)
062024-BEL-CBC-T1-1341-SSID_S56_R2_16S	(1.0, 5.199516572015577)	(2.0, 2.020413001393207)	(3.0, 1.3629434858005902)	(4.0, 1.0301051137048243)	(5.0, 0.7852543326567729)	(6.0, 0.6704610707291692)	(7.0, 0.5772936187306845)	(8.0, 0.5541962389982164)	(9.0, 0.5173480848095051)	('>10', 7.928529603084537)	('>50', 5.618395989813604)	('>100', 33.31213512580211)	('>500', 17.553828972858774)	('>1k', 22.869578789602432)	('>5k', 0.0)	('>10k+', 0.0)
062024-BEL-CBC-T2-1369-SSID_S10_R2_16S	(1.0, 3.0729440645274417)	(2.0, 1.0608451692091883)	(3.0, 0.7419340697878309)	(4.0, 0.5562374578681786)	(5.0, 0.4474983926588345)	(6.0, 0.3755333450230873)	(7.0, 0.3554415804547314)	(8.0, 0.2951662867496639)	(9.0, 0.2904173242153253)	('>10', 4.577269273481793)	('>50', 2.036330781070392)	('>100', 6.830591111890429)	('>500', 5.1393516083153115)	('>1k', 40.4349806144914)	('>5k', 6.935068287645878)	('>10k+', 26.850390632610516)
062024-BEL-CBC-T2-1378-PAST_S54_R2_16S	(1.0, 4.271786320274844)	(2.0, 1.81640186224569)	(3.0, 1.2224411929623333)	(4.0, 0.9439079762781022)	(5.0, 0.7438206720960857)	(6.0, 0.6301243262692439)	(7.0, 0.5670205712761935)	(8.0, 0.5114052503054733)	(9.0, 0.43560768642091213)	('>10', 8.618274336040738)	('>50', 5.2104889216837655)	('>100', 10.378421620752826)	('>500', 10.77740903835722)	('>1k', 53.87289022503657)	('>5k', 0.0)	('>10k+', 0.0)
062024-BEL-CBC-T2-1387-OFAV_S44_R2_16S	(1.0, 6.696211913155034)	(2.0, 3.056352917718495)	(3.0, 2.154570797608791)	(4.0, 1.545482248398274)	(5.0, 1.2132863318121796)	(6.0, 1.0180318802740336)	(7.0, 0.8716850948244403)	(8.0, 0.7915517650024265)	(9.0, 0.7956901059791502)	('>10', 9.528341992498317)	('>50', 0.17794866199911966)	('>100', 30.6278615687322)	('>500', 36.399718592813585)	('>1k', 5.123266129183957)	('>5k', 0.0)	('>10k+', 0.0)
062024-BEL-CBC-T3-1412-MCAV_S13_R2_16S	(1.0, 2.5346869627918234)	(2.0, 0.8732556717955883)	(3.0, 0.6459596955082223)	(4.0, 0.5079852993645194)	(5.0, 0.4129251819490568)	(6.0, 0.37125841132338155)	(7.0, 0.32659762125155)	(8.0, 0.3133740353643597)	(9.0, 0.24027006055404332)	('>10', 3.301155941007837)	('>50', 1.908687396924643)	('>100', 5.5354429527019775)	('>500', 0.9643237632828425)	('>1k', 0.0)	('>5k', 8.82137929485852)	('>10k+', 73.24269771132164)
062024-BEL-CBC-T3-1421-OFAV_S55_R2_16S	(1.0, 2.2271396837246566)	(2.0, 0.9225835525896522)	(3.0, 0.6071844757422092)	(4.0, 0.4542930235522255)	(5.0, 0.3653007529064739)	(6.0, 0.3004342640726141)	(7.0, 0.2875747671634453)	(8.0, 0.25127229358800446)	(9.0, 0.24068881383090104)	('>10', 5.202406205333164)	('>50', 2.608429457124389)	('>100', 2.3961908576943034)	('>500', 0.044211633178867636)	('>1k', 57.69293797398058)	('>5k', 25.173830809988985)	('>10k+', 1.2255214355295383)
062024-BEL-CBC-T3-1445-SSID_S58_R2_16S	(1.0, 6.045729635072478)	(2.0, 2.698572759405584)	(3.0, 1.9140722212554795)	(4.0, 1.4369281260096947)	(5.0, 1.1362484234538828)	(6.0, 0.914396970724326)	(7.0, 0.7864598178952014)	(8.0, 0.6802463727282562)	(9.0, 0.6323525204315001)	('>10', 12.072665670211867)	('>50', 7.433450291142318)	('>100', 13.410022526234474)	('>500', 5.423359823536044)	('>1k', 45.4154948418989)	('>5k', 0.0)	('>10k+', 0.0)
062024-BEL-CBC-T3-1448-PAST_S40_R2_16S	(1.0, 5.579020480186218)	(2.0, 2.0750502149387096)	(3.0, 1.3741059863715717)	(4.0, 1.0039233353982466)	(5.0, 0.8362899138367968)	(6.0, 0.7208424846539393)	(7.0, 0.6386213887480994)	(8.0, 0.6217266430140226)	(9.0, 0.5609055583713466)	('>10', 7.9512305006476325)	('>50', 1.6269640141915862)	('>100', 11.971241388372661)	('>500', 29.890747310919636)	('>1k', 35.14933078034954)	('>5k', 0.0)	('>10k+', 0.0)
062024-BEL-CBC-T4-1464-MCAV_S43_R2_16S	(1.0, 3.831624558485517)	(2.0, 1.7264712290597082)	(3.0, 1.1783948666173623)	(4.0, 0.7733216312176441)	(5.0, 0.5953349065723132)	(6.0, 0.3995495094624494)	(7.0, 0.31577299941387127)	(8.0, 0.257773877072548)	(9.0, 0.19333040780441102)	('>10', 3.09021778823876)	('>50', 0.1043370454817456)	('>100', 9.247024092651296)	('>500', 51.08065560489402)	('>1k', 27.206191483028352)	('>5k', 0.0)	('>10k+', 0.0)
062024-BEL-CBC-T4-1467-MCAV_S57_R2_16S	(1.0, 2.3297958874827387)	(2.0, 1.0439563904179987)	(3.0, 0.7078675065735959)	(4.0, 0.5387511113633354)	(5.0, 0.4767039328074456)	(6.0, 0.39649660443031987)	(7.0, 0.39813606240029253)	(8.0, 0.37127417412304764)	(9.0, 0.3087225469610124)	('>10', 6.203330621922076)	('>50', 1.538316024440535)	('>100', 0.23923475146447737)	('>500', 4.750518636223193)	('>1k', 80.03808586976399)	('>5k', 0.6588098796259514)	('>10k+', 0.0)
062024-BEL-CBC-T4-1470-PSTR_S11_R2_16S	(1.0, 3.009342606454547)	(2.0, 1.010874891372911)	(3.0, 0.6659754238825285)	(4.0, 0.44506650278978727)	(5.0, 0.389839272516602)	(6.0, 0.3264903907326542)	(7.0, 0.24256665845477457)	(8.0, 0.22090892109274113)	(9.0, 0.2485225362293338)	('>10', 3.3956624966498183)	('>50', 1.1034617185956042)	('>100', 5.573077266685257)	('>500', 2.980104661015802)	('>1k', 5.313996583491932)	('>5k', 13.130815440883852)	('>10k+', 61.94329462915186)
082024-BEL-CBC-T1-1480-SSID_S70_R2_16S	(1.0, 15.370264150943397)	(2.0, 8.352)	(3.0, 5.4276226415094335)	(4.0, 3.7083773584905657)	(5.0, 2.6958490566037736)	(6.0, 2.3492830188679243)	(7.0, 1.9885283018867925)	(8.0, 1.7292075471698112)	(9.0, 1.4834716981132077)	('>10', 13.405283018867925)	('>50', 15.417056603773585)	('>100', 27.898264150943398)	('>500', 0.17479245283018868)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
082024-BEL-CBC-T1-1483-MCAV_S91_R2_16S	(1.0, 5.12373990357523)	(2.0, 2.3190470227286957)	(3.0, 1.7011301734393587)	(4.0, 1.3900194101809529)	(5.0, 1.3246665831820175)	(6.0, 1.2045269551061297)	(7.0, 1.2053096236929435)	(8.0, 1.114520067622566)	(9.0, 1.1728288773401792)	('>10', 10.121078830380064)	('>50', 16.40708158537349)	('>100', 56.916050967378375)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
082024-BEL-CBC-T2-1507-OFAV_S28_R2_16S	(1.0, 1.6894089267846677)	(2.0, 0.4628239535078452)	(3.0, 0.2824139584727148)	(4.0, 0.20502289168549287)	(5.0, 0.1793104498239459)	(6.0, 0.1375277317989321)	(7.0, 0.12670144048880705)	(8.0, 0.10758626989436754)	(9.0, 0.10124273982984117)	('>10', 2.9386614474920645)	('>50', 1.6800205022891688)	('>100', 2.851966536610204)	('>500', 1.2102609559107744)	('>1k', 3.489279857092955)	('>5k', 0.0)	('>10k+', 84.53777233831822)
