Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
012024-BEL-CBC-T1-561-OANN_S95_R2_16S	35.61113067981684	38.0	251.0	251	27.27272727272727	0.005678
012024-BEL-CBC-T2-587-SSID_S63_R2_16S	92.9261389364017	42.0	251.0	251	36.36363636363637	0.783999
012024-BEL-CBC-T2-589-SSID_S52_R2_16S	87.37844338851546	45.0	251.0	251	36.36363636363637	0.727953
012024-BEL-CBC-T2-603-MCAV_S39_R2_16S	94.19663978291243	41.0	251.0	251	36.36363636363637	0.991305
012024-BEL-CBC-T3-629-OFAV_S35_R2_16S	92.34834199512487	37.0	251.0	251	36.36363636363637	0.21742999999999998
012024-BEL-CBC-T3-635-OFAV_S82_R2_16S	94.78060007178902	35.0	251.0	251	36.36363636363637	1.1840249999999999
012024-BEL-CBC-T3-639-OFAV_S1_R2_16S	95.17366879598622	35.0	251.0	251	36.36363636363637	1.1424619999999999
012024-BEL-CBC-T4-667-OFAV_S24_R2_16S	98.2006232799729	37.0	251.0	251	45.45454545454545	1.9102169999999998
022024-BEL-CBC-T1-774-MCAV_S80_R2_16S	94.14523803151722	36.0	251.0	251	36.36363636363637	0.8594029999999999
022024-BEL-CBC-T2-807-SSID_S31_R2_16S	94.00688177144565	46.0	251.0	251	45.45454545454545	0.859953
022024-BEL-CBC-T3-842-MCAV_S22_R2_16S	97.02041911470222	38.0	251.0	251	45.45454545454545	1.2709169999999999
022024-BEL-CBC-T3-843-MCAV_S73_R2_16S	93.00983168299418	35.0	251.0	251	36.36363636363637	0.284285
022024-BEL-CBC-T3-852-OFAV_S18_R2_16S	97.22927421803826	36.0	251.0	251	45.45454545454545	0.49395
042024-BEL-CBC-T1-924-MCAV_S38_R2_16S	85.15678538805618	49.0	251.0	251	36.36363636363637	0.8719549999999999
042024-BEL-CBC-T1-931-SSID_S45_R2_16S	85.4918357257913	46.0	251.0	251	36.36363636363637	0.548181
042024-BEL-CBC-T2-1016-MCAV_S68_R2_16S	93.2902444791786	36.0	251.0	251	36.36363636363637	1.3448179999999998
042024-BEL-CBC-T2-1025-SSID_S59_R2_16S	89.60745838287806	44.0	251.0	251	36.36363636363637	0.963565
042024-BEL-CBC-T2-1035-SSID_S4_R2_16S	89.18546054616108	49.0	251.0	251	45.45454545454545	0.225428
042024-BEL-CBC-T3-950-PSTR_S84_R2_16S	93.36339504063805	38.0	251.0	251	36.36363636363637	3.5275909999999997
042024-BEL-CBC-T3-956-MCAV_S94_R2_16S	94.6553665154547	34.0	251.0	251	36.36363636363637	0.331323
042024-BEL-CBC-T3-959-SSID_S7_R2_16S	84.83333201465317	50.0	251.0	251	45.45454545454545	0.126389
052022-BEL-CBC-T1-53-PAST_S53_R2_16S	89.15220234793038	47.0	251.0	251	36.36363636363637	1.003356
052022-BEL-CBC-T1-54-MCAV_S19_R2_16S	87.56940292132911	45.0	251.0	251	45.45454545454545	0.046827999999999995
052022-BEL-CBC-T1-55-PSTR_S67_R2_16S	85.99434991737216	39.0	251.0	251	36.36363636363637	0.216634
052022-BEL-CBC-T1-62-MCAV_S92_R2_16S	92.20893241647565	35.0	251.0	251	36.36363636363637	0.359925
052022-BEL-CBC-T1-63-OFAV_S60_R2_16S	96.10352238698596	36.0	251.0	251	36.36363636363637	1.334436
052022-BEL-CBC-T2-10-MCAV_S3_R2_16S	92.24818532039619	52.0	251.0	251	45.45454545454545	0.515518
052022-BEL-CBC-T2-11-PAST_S86_R2_16S	92.33302799792904	43.0	251.0	251	36.36363636363637	1.25545
052022-BEL-CBC-T2-59-OFAV_S61_R2_16S	90.03296589014685	42.0	251.0	251	36.36363636363637	1.14005
052022-BEL-CBC-T3-16-SSID_S12_R2_16S	92.12861134228986	49.0	251.0	251	45.45454545454545	0.807456
052022-BEL-CBC-T3-25-PAST_S69_R2_16S	81.95175711741783	51.0	251.0	251	36.36363636363637	0.84826
052022-BEL-CBC-T3-6-SSID_S77_R2_16S	78.21808572948586	49.0	251.0	251	36.36363636363637	0.6226659999999999
052022-BEL-CBC-T3-65-OFAV_S5_R2_16S	95.67943075438164	40.0	251.0	251	45.45454545454545	0.640286
062019-BEL-CBC-T1-12-PAST_S36_R2_16S	90.14686649085569	46.0	251.0	251	36.36363636363637	0.699615
062019-BEL-CBC-T2-16-MCAV_S33_R2_16S	92.47730708199532	38.0	251.0	251	36.36363636363637	0.265942
062019-BEL-CBC-T2-2-PAST_S76_R2_16S	81.3389043235133	54.0	251.0	251	27.27272727272727	0.787392
062019-BEL-CBC-T3-16-MCAV_S47_R2_16S	96.7009866866038	35.0	251.0	251	36.36363636363637	1.193084
