Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
042024-BEL-CBC-T1-931-SSID_S45_R2_16S	042024-BEL-CBC-T1-931-SSID_S45_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	548181.0	137.5 Mbp	0.0	251.0	46.0	14.508164274208701	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
042024-BEL-CBC-T2-1016-MCAV_S68_R2_16S	042024-BEL-CBC-T2-1016-MCAV_S68_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1344818.0	337.5 Mbp	0.0	251.0	36.0	6.709755520821405	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
042024-BEL-CBC-T2-1025-SSID_S59_R2_16S	042024-BEL-CBC-T2-1025-SSID_S59_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	963565.0	241.8 Mbp	0.0	251.0	44.0	10.392541617121939	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
042024-BEL-CBC-T2-1035-SSID_S4_R2_16S	042024-BEL-CBC-T2-1035-SSID_S4_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	225428.0	56.5 Mbp	0.0	251.0	49.0	10.81453945383892	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
042024-BEL-CBC-T3-950-PSTR_S84_R2_16S	042024-BEL-CBC-T3-950-PSTR_S84_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3527591.0	885.4 Mbp	0.0	251.0	38.0	6.636604959361943	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
042024-BEL-CBC-T3-956-MCAV_S94_R2_16S	042024-BEL-CBC-T3-956-MCAV_S94_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	331323.0	83.1 Mbp	0.0	251.0	34.0	5.344633484545293	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
042024-BEL-CBC-T3-959-SSID_S7_R2_16S	042024-BEL-CBC-T3-959-SSID_S7_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126389.0	31.7 Mbp	0.0	251.0	50.0	15.166667985346827	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
052022-BEL-CBC-T1-53-PAST_S53_R2_16S	052022-BEL-CBC-T1-53-PAST_S53_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1003356.0	251.8 Mbp	0.0	251.0	47.0	10.847797652069614	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T1-54-MCAV_S19_R2_16S	052022-BEL-CBC-T1-54-MCAV_S19_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46828.0	11.7 Mbp	0.0	251.0	45.0	12.430597078670882	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
052022-BEL-CBC-T1-55-PSTR_S67_R2_16S	052022-BEL-CBC-T1-55-PSTR_S67_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	216634.0	54.3 Mbp	0.0	251.0	39.0	14.005650082627843	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T1-62-MCAV_S92_R2_16S	052022-BEL-CBC-T1-62-MCAV_S92_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	359925.0	90.3 Mbp	0.0	251.0	35.0	7.791067583524345	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T1-63-OFAV_S60_R2_16S	052022-BEL-CBC-T1-63-OFAV_S60_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1334436.0	334.9 Mbp	0.0	251.0	36.0	3.8964776130140377	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T2-10-MCAV_S3_R2_16S	052022-BEL-CBC-T2-10-MCAV_S3_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	515518.0	129.3 Mbp	0.0	251.0	52.0	7.751814679603816	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
052022-BEL-CBC-T2-11-PAST_S86_R2_16S	052022-BEL-CBC-T2-11-PAST_S86_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1255450.0	315.1 Mbp	0.0	251.0	43.0	7.66697200207097	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T2-59-OFAV_S61_R2_16S	052022-BEL-CBC-T2-59-OFAV_S61_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1140050.0	286.1 Mbp	0.0	251.0	42.0	9.967034109853147	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T3-16-SSID_S12_R2_16S	052022-BEL-CBC-T3-16-SSID_S12_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	807456.0	202.6 Mbp	0.0	251.0	49.0	7.871388657710142	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
052022-BEL-CBC-T3-25-PAST_S69_R2_16S	052022-BEL-CBC-T3-25-PAST_S69_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	848260.0	212.9 Mbp	0.0	251.0	51.0	18.04824288258217	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T3-6-SSID_S77_R2_16S	052022-BEL-CBC-T3-6-SSID_S77_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	622666.0	156.2 Mbp	0.0	251.0	49.0	21.781914270514132	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
052022-BEL-CBC-T3-65-OFAV_S5_R2_16S	052022-BEL-CBC-T3-65-OFAV_S5_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	640286.0	160.7 Mbp	0.0	251.0	40.0	4.320569245618365	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
062019-BEL-CBC-T1-12-PAST_S36_R2_16S	062019-BEL-CBC-T1-12-PAST_S36_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	699615.0	175.6 Mbp	0.0	251.0	46.0	9.853133509144316	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062019-BEL-CBC-T2-16-MCAV_S33_R2_16S	062019-BEL-CBC-T2-16-MCAV_S33_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	265942.0	66.7 Mbp	0.0	251.0	38.0	7.522692918004678	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062019-BEL-CBC-T2-2-PAST_S76_R2_16S	062019-BEL-CBC-T2-2-PAST_S76_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	787392.0	197.6 Mbp	0.0	251.0	54.0	18.661095676486696	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	warn
062019-BEL-CBC-T3-16-MCAV_S47_R2_16S	062019-BEL-CBC-T3-16-MCAV_S47_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1193084.0	299.4 Mbp	0.0	251.0	35.0	3.2990133133962067	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062019-BEL-CBC-T3-27-SSID_S17_R2_16S	062019-BEL-CBC-T3-27-SSID_S17_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	119265.0	29.9 Mbp	0.0	251.0	45.0	10.88500398272754	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
062024-BEL-CBC-T1-1341-SSID_S56_R2_16S	062024-BEL-CBC-T1-1341-SSID_S56_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1426615.0	358 Mbp	0.0	251.0	48.0	8.066502889430986	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T2-1369-SSID_S10_R2_16S	062024-BEL-CBC-T2-1369-SSID_S10_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	821232.0	206.1 Mbp	0.0	251.0	53.0	4.574225066729012	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	warn
062024-BEL-CBC-T2-1378-PAST_S54_R2_16S	062024-BEL-CBC-T2-1378-PAST_S54_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1095022.0	274.8 Mbp	0.0	251.0	45.0	6.83675761765517	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T2-1387-OFAV_S44_R2_16S	062024-BEL-CBC-T2-1387-OFAV_S44_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	265807.0	66.7 Mbp	0.0	251.0	38.0	10.760438965113787	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T3-1412-MCAV_S13_R2_16S	062024-BEL-CBC-T3-1412-MCAV_S13_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	400799.0	100.6 Mbp	0.0	251.0	36.0	3.801656191756966	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
062024-BEL-CBC-T3-1421-OFAV_S55_R2_16S	062024-BEL-CBC-T3-1421-OFAV_S55_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1757456.0	441.1 Mbp	0.0	251.0	36.0	3.552464471372256	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T3-1445-SSID_S58_R2_16S	062024-BEL-CBC-T3-1445-SSID_S58_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1176675.0	295.3 Mbp	0.0	251.0	44.0	9.810903491753963	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T3-1448-PAST_S40_R2_16S	062024-BEL-CBC-T3-1448-PAST_S40_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	532710.0	133.7 Mbp	0.0	251.0	43.0	8.433669351054045	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T4-1464-MCAV_S43_R2_16S	062024-BEL-CBC-T4-1464-MCAV_S43_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	325867.0	81.7 Mbp	0.0	251.0	35.0	5.848705146578205	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T4-1467-MCAV_S57_R2_16S	062024-BEL-CBC-T4-1467-MCAV_S57_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	792945.0	199 Mbp	0.0	251.0	35.0	3.9006488470196548	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
062024-BEL-CBC-T4-1470-PSTR_S11_R2_16S	062024-BEL-CBC-T4-1470-PSTR_S11_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	369383.0	92.7 Mbp	0.0	251.0	38.0	4.313679839083012	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
082024-BEL-CBC-T1-1480-SSID_S70_R2_16S	082024-BEL-CBC-T1-1480-SSID_S70_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	331250.0	83.1 Mbp	0.0	251.0	45.0	25.104603773584905	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T1-1483-MCAV_S91_R2_16S	082024-BEL-CBC-T1-1483-MCAV_S91_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	255536.0	64.1 Mbp	0.0	251.0	36.0	9.327452883351075	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T2-1507-OFAV_S28_R2_16S	082024-BEL-CBC-T2-1507-OFAV_S28_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1182307.0	296.7 Mbp	0.0	251.0	36.0	2.3421158802240027	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
082024-BEL-CBC-T2-1509-SSID_S48_R2_16S	082024-BEL-CBC-T2-1509-SSID_S48_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	701574.0	176 Mbp	0.0	251.0	44.0	12.690036974004167	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T2-1516-OFAV_S41_R2_16S	082024-BEL-CBC-T2-1516-OFAV_S41_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	380943.0	95.6 Mbp	0.0	251.0	35.0	4.116888878388631	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T3-1555-SSID_S65_R2_16S	082024-BEL-CBC-T3-1555-SSID_S65_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	246238.0	61.8 Mbp	0.0	251.0	46.0	22.575313314760518	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T3-1563-SSID_S8_R2_16S	082024-BEL-CBC-T3-1563-SSID_S8_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	881782.0	221.3 Mbp	0.0	251.0	47.0	6.745544817199716	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
082024-BEL-CBC-T4-1605-MCAV_S42_R2_16S	082024-BEL-CBC-T4-1605-MCAV_S42_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	404413.0	101.5 Mbp	0.0	251.0	35.0	5.243896709551869	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T4-1610-MCAV_S72_R2_16S	082024-BEL-CBC-T4-1610-MCAV_S72_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1410657.0	354 Mbp	0.0	251.0	35.0	5.2033201550766774	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T1-172-PAST_S83_R2_16S	092023-BEL-CBC-T1-172-PAST_S83_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1449512.0	363.8 Mbp	0.0	251.0	45.0	12.063068865001265	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T1-178-OANN_S87_R2_16S	092023-BEL-CBC-T1-178-OANN_S87_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1178117.0	295.7 Mbp	0.0	251.0	54.0	17.58181116778076	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	warn
092023-BEL-CBC-T2-171-OFAV_S66_R2_16S	092023-BEL-CBC-T2-171-OFAV_S66_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	783972.0	196.7 Mbp	0.0	251.0	42.0	14.073361623965438	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T2-172-OFAV_S71_R2_16S	092023-BEL-CBC-T2-172-OFAV_S71_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	868674.0	218 Mbp	0.0	251.0	51.0	21.095589481745517	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T2-176-MCAV_S51_R2_16S	092023-BEL-CBC-T2-176-MCAV_S51_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	792219.0	198.8 Mbp	0.0	251.0	37.0	7.047672423913085	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T2-182-PAST_S32_R2_16S	092023-BEL-CBC-T2-182-PAST_S32_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	736320.0	184.8 Mbp	0.0	251.0	46.0	5.693720121686224	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
092023-BEL-CBC-T3-176-MCAV_S34_R2_16S	092023-BEL-CBC-T3-176-MCAV_S34_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	552065.0	138.5 Mbp	0.0	251.0	38.0	8.92068868702055	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T3-181-PAST_S37_R2_16S	092023-BEL-CBC-T3-181-PAST_S37_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	795926.0	199.7 Mbp	0.0	251.0	46.0	9.515708746793043	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T4-93-PSTR_S6_R2_16S	092023-BEL-CBC-T4-93-PSTR_S6_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31047.0	7.7 Mbp	0.0	251.0	52.0	31.10445453667021	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
102019-BEL-CBC-T3-35-PSTR_S21_R2_16S	102019-BEL-CBC-T3-35-PSTR_S21_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1206255.0	302.7 Mbp	0.0	251.0	37.0	1.9420437635491665	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T1-273-PAST_S29_R2_16S	112023-BEL-CBC-T1-273-PAST_S29_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	985997.0	247.4 Mbp	0.0	251.0	44.0	3.586724908899317	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T1-277-OFAV-OANN_S23_R2_16S	112023-BEL-CBC-T1-277-OFAV-OANN_S23_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	280088.0	70.3 Mbp	0.0	251.0	38.0	4.792422381537231	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T1-278-PSTR_S14_R2_16S	112023-BEL-CBC-T1-278-PSTR_S14_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	176916.0	44.4 Mbp	0.0	251.0	39.0	5.812928169300685	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T2-311-MCAV_S79_R2_16S	112023-BEL-CBC-T2-311-MCAV_S79_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	313903.0	78.7 Mbp	0.0	251.0	36.0	9.328996537146827	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T2-312-OFAV_S74_R2_16S	112023-BEL-CBC-T2-312-OFAV_S74_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	658946.0	165.3 Mbp	0.0	251.0	41.0	11.800511726302307	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T3-348-SSID_S85_R2_16S	112023-BEL-CBC-T3-348-SSID_S85_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1261169.0	316.5 Mbp	0.0	251.0	44.0	15.242638926285712	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T3-350-OFAV_S93_R2_16S	112023-BEL-CBC-T3-350-OFAV_S93_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1383075.0	347.1 Mbp	0.0	251.0	37.0	6.426549536359199	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T3-356-MCAV_S49_R2_16S	112023-BEL-CBC-T3-356-MCAV_S49_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	882619.0	221.5 Mbp	0.0	251.0	36.0	4.993547612276645	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T3-358-SSID_S46_R2_16S	112023-BEL-CBC-T3-358-SSID_S46_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	888061.0	222.9 Mbp	0.0	251.0	46.0	13.342620960273347	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T4-400-OFAV_S88_R2_16S	112023-BEL-CBC-T4-400-OFAV_S88_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	962882.0	241.6 Mbp	0.0	251.0	36.0	6.803845123286134	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T1-123-OANN_S30_R2_16S	122022-BEL-CBC-T1-123-OANN_S30_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1261269.0	316.5 Mbp	0.0	251.0	38.0	2.4426985837279753	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122022-BEL-CBC-T1-151-MCAV_S62_R2_16S	122022-BEL-CBC-T1-151-MCAV_S62_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	159054.0	39.9 Mbp	0.0	251.0	48.0	16.843964942723854	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T2-100-PAST_S15_R2_16S	122022-BEL-CBC-T2-100-PAST_S15_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	666092.0	167.1 Mbp	0.0	251.0	46.0	5.667385286116632	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	fail	fail
122022-BEL-CBC-T2-83-PAST_S75_R2_16S	122022-BEL-CBC-T2-83-PAST_S75_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	479208.0	120.2 Mbp	0.0	251.0	46.0	17.83985242316489	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T2-88-MCAV_S89_R2_16S	122022-BEL-CBC-T2-88-MCAV_S89_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	525180.0	131.8 Mbp	0.0	251.0	39.0	13.541642865303324	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T2-90-SSID_S64_R2_16S	122022-BEL-CBC-T2-90-SSID_S64_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	967856.0	242.9 Mbp	0.0	251.0	44.0	14.30201224446415	251.0	251	pass	pass	warn	pass	fail	fail	pass	pass	fail	warn	fail
