Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
022024-BEL-CBC-T2-811-PAST_S76_R1_16S	(1.0, 0.793210923908518)	(2.0, 0.4267347627664518)	(3.0, 0.3274378991684671)	(4.0, 0.25750926934878626)	(5.0, 0.2448845103160398)	(6.0, 0.1896399973855109)	(7.0, 0.16671844907073716)	(8.0, 0.14469227373700924)	(9.0, 0.14827376566119266)	('>10', 2.506507123139751)	('>50', 1.0883258584612299)	('>100', 2.21864470973351)	('>500', 0.650398933431705)	('>1k', 3.725646974131779)	('>5k', 2.8080687431559928)	('>10k+', 84.30330580658332)
022024-BEL-CBC-T2-812-PAST_S1_R1_16S	(1.0, 0.7493039428270828)	(2.0, 0.30665007249259035)	(3.0, 0.22389304456048958)	(4.0, 0.20443338166172692)	(5.0, 0.14968971460586697)	(6.0, 0.12189019617906312)	(7.0, 0.11077038880834156)	(8.0, 0.09409067775225925)	(9.0, 0.08468160997703332)	('>10', 1.5484331763729755)	('>50', 0.7478070456810241)	('>100', 2.0370631733364126)	('>500', 1.7265639367539571)	('>1k', 3.7604194733488154)	('>5k', 1.2411415765320744)	('>10k+', 86.89316858911029)
022024-BEL-CBC-T2-813-MCAV_S79_R1_16S	(1.0, 0.7646323519705276)	(2.0, 0.30768074720726407)	(3.0, 0.21720432946413792)	(4.0, 0.1645025777147749)	(5.0, 0.12033058925432606)	(6.0, 0.10357569707967307)	(7.0, 0.11799505882998049)	(8.0, 0.1177919692278635)	(9.0, 0.10144325625744449)	('>10', 1.2764181493053828)	('>50', 0.4067884730403631)	('>100', 2.435450508587136)	('>500', 3.1218933637426165)	('>1k', 13.63838068536648)	('>5k', 2.0158673906134017)	('>10k+', 75.09004485233862)
022024-BEL-CBC-T2-815-OFAV_S66_R1_16S	(1.0, 0.5995989721744768)	(2.0, 0.251128082479624)	(3.0, 0.16257884818509857)	(4.0, 0.1468322176061645)	(5.0, 0.11963349206073291)	(6.0, 0.12024699714822384)	(7.0, 0.09949007502144712)	(8.0, 0.11533895644829635)	(9.0, 0.11963349206073291)	('>10', 2.093688361910741)	('>50', 0.9958210078457076)	('>100', 2.178965569071982)	('>500', 0.7740389187177334)	('>1k', 0.506243948027939)	('>5k', 0.0)	('>10k+', 91.7167610612411)
022024-BEL-CBC-T3-844-OFAV_S48_R1_16S	(1.0, 0.7783534026796599)	(2.0, 0.3987381475214858)	(3.0, 0.28645575925312183)	(4.0, 0.23955298947013437)	(5.0, 0.18638359617619676)	(6.0, 0.15970199298008958)	(7.0, 0.14878385511049608)	(8.0, 0.14988212933406464)	(9.0, 0.13431247710582775)	('>10', 3.0432532691424354)	('>50', 1.1022150899002057)	('>100', 2.4154280394577627)	('>500', 1.3203194298277066)	('>1k', 6.342921267305086)	('>5k', 0.7504443165277995)	('>10k+', 82.54325423820794)
022024-BEL-CBC-T3-847-PAST_S17_R1_16S	(1.0, 2.86274643563681)	(2.0, 1.575823726038611)	(3.0, 1.1639607067330648)	(4.0, 0.8772767583054779)	(5.0, 0.6659731223139368)	(6.0, 0.5914455283443618)	(7.0, 0.4954294290197148)	(8.0, 0.41749096118425544)	(9.0, 0.3637696977965755)	('>10', 6.147929599563408)	('>50', 4.102257998499216)	('>100', 13.491882120199195)	('>500', 3.510300839074971)	('>1k', 27.66031107169657)	('>5k', 24.003683743775156)	('>10k+', 12.069718261818679)
022024-BEL-CBC-T3-848-MCAV_S7_R1_16S	(1.0, 0.3609696866412458)	(2.0, 0.1186545384828409)	(3.0, 0.08691391687791578)	(4.0, 0.06646358349487677)	(5.0, 0.05272351575314743)	(6.0, 0.05112583345759751)	(7.0, 0.05368212513047739)	(8.0, 0.03578808342031826)	(9.0, 0.04409603135717785)	('>10', 0.9341115821315212)	('>50', 0.622350510193213)	('>100', 1.184628166073749)	('>500', 0.6776303176192403)	('>1k', 1.4351447500159769)	('>5k', 0.0)	('>10k+', 94.2757173593507)
022024-BEL-CBC-T3-854-PAST_S62_R1_16S	(1.0, 1.9241066164602547)	(2.0, 1.0952368986200325)	(3.0, 0.7979417432939453)	(4.0, 0.608507899197999)	(5.0, 0.5180435736501389)	(6.0, 0.4581206229667273)	(7.0, 0.4045765670334853)	(8.0, 0.39742447291965877)	(9.0, 0.3305427279633349)	('>10', 6.220775480301779)	('>50', 2.922113695100429)	('>100', 12.82989034100025)	('>500', 7.056603992414915)	('>1k', 17.396985682280782)	('>5k', 3.5099385113206054)	('>10k+', 43.52919117547566)
022024-BEL-CBC-T4-870-MCAV_S5_R1_16S	(1.0, 0.4080248715441849)	(2.0, 0.14939242407053566)	(3.0, 0.09827778068121416)	(4.0, 0.06577345633139624)	(5.0, 0.05608589299576424)	(6.0, 0.04665326553738571)	(7.0, 0.035691022815486334)	(8.0, 0.05098717545069477)	(9.0, 0.02638586329573454)	('>10', 0.9349773298271153)	('>50', 0.5798516528130262)	('>100', 1.208396058181466)	('>500', 0.7442852936415169)	('>1k', 2.97000297000297)	('>5k', 0.8610459254236078)	('>10k+', 91.7641690173879)
022024-BEL-CBC-T4-873-MCAV_S51_R1_16S	(1.0, 0.8234580284062062)	(2.0, 0.38422144741101616)	(3.0, 0.27861361863367884)	(4.0, 0.21086186248339372)	(5.0, 0.2060856290211021)	(6.0, 0.16876024900097117)	(7.0, 0.14983221268744504)	(8.0, 0.1330269468016041)	(9.0, 0.11462960309499928)	('>10', 1.9393276832260449)	('>50', 0.6704416600772335)	('>100', 1.7054691411093952)	('>500', 1.0214063707878485)	('>1k', 2.1312615093959124)	('>5k', 1.6239193771791565)	('>10k+', 88.438684660684)
042024-BEL-CBC-T1-928-OANN_S21_R1_16S	(1.0, 1.4004959648311313)	(2.0, 0.7408303234244265)	(3.0, 0.6025636070532234)	(4.0, 0.4782607069431336)	(5.0, 0.3540824837639467)	(6.0, 0.31418586587505126)	(7.0, 0.2836400178038657)	(8.0, 0.1925011813139203)	(9.0, 0.21880801373441072)	('>10', 2.8708110109678295)	('>50', 1.257366848154719)	('>100', 4.171191400284014)	('>500', 1.6851333980822194)	('>1k', 5.33841682739601)	('>5k', 20.701980991755114)	('>10k+', 59.389731358616984)
042024-BEL-CBC-T2-1027-PAST_S73_R1_16S	(1.0, 0.827257914236131)	(2.0, 0.4004256841194212)	(3.0, 0.2834950255896211)	(4.0, 0.2179643997368177)	(5.0, 0.2031272769022207)	(6.0, 0.15102071456643368)	(7.0, 0.13291589205993137)	(8.0, 0.12364269028830827)	(9.0, 0.1136629588578948)	('>10', 1.6273144366088343)	('>50', 0.6418821950110174)	('>100', 1.6552223581310526)	('>500', 0.45111918713762755)	('>1k', 4.809877284629889)	('>5k', 6.496716844991808)	('>10k+', 81.86435513713299)
042024-BEL-CBC-T2-1034-SSID_S44_R1_16S	(1.0, 5.926488921432775)	(2.0, 3.081422023663319)	(3.0, 1.7956037946583743)	(4.0, 0.925955963795956)	(5.0, 0.6615626317911547)	(6.0, 0.49634576437711153)	(7.0, 0.30656650152703946)	(8.0, 0.27435732260620915)	(9.0, 0.2648567734281225)	('>10', 10.210773159326527)	('>50', 7.511458589191619)	('>100', 7.519337093388081)	('>500', 16.17989869170486)	('>1k', 44.84537276910885)	('>5k', 0.0)	('>10k+', 0.0)
042024-BEL-CBC-T3-944-SSID_S70_R1_16S	(1.0, 1.6563498588644125)	(2.0, 0.9646508680408145)	(3.0, 0.7561056932625619)	(4.0, 0.6357832041402534)	(5.0, 0.5544982179431689)	(6.0, 0.4926802093321377)	(7.0, 0.44577307716999853)	(8.0, 0.3893395517210672)	(9.0, 0.34295015832451453)	('>10', 6.713415025607359)	('>50', 3.487591872743953)	('>100', 9.539958042450438)	('>500', 4.77106627263295)	('>1k', 17.52742462241312)	('>5k', 8.628323624005683)	('>10k+', 43.09408970134757)
042024-BEL-CBC-T3-946-OFAV_S13_R1_16S	(1.0, 0.6229127205662446)	(2.0, 0.22866613498155716)	(3.0, 0.15607865616588576)	(4.0, 0.1140215332469345)	(5.0, 0.10358513607815771)	(6.0, 0.0841142458379025)	(7.0, 0.055608862526168874)	(8.0, 0.06106071179344033)	(9.0, 0.06588949257302364)	('>10', 1.5905380819459674)	('>50', 0.6624775695344433)	('>100', 1.8394539427773902)	('>500', 0.7922315820955039)	('>1k', 2.912066344332569)	('>5k', 2.2762249526467953)	('>10k+', 88.43507003289801)
042024-BEL-CBC-T3-955-OFAV_S30_R1_16S	(1.0, 1.4570873148145769)	(2.0, 0.6676818855336447)	(3.0, 0.35014778881735564)	(4.0, 0.2177670149740503)	(5.0, 0.12775836078961086)	(6.0, 0.063172978400491)	(7.0, 0.051231744678446975)	(8.0, 0.03287049282627174)	(9.0, 0.019645255478201472)	('>10', 0.5116754449714567)	('>50', 0.42051118752359357)	('>100', 0.3299889318887437)	('>500', 0.23792587190266226)	('>1k', 82.64669099425537)	('>5k', 12.865844733145526)	('>10k+', 0.0)
042024-BEL-CBC-T4-1041-MCAV_S39_R1_16S	(1.0, 1.8703791548674897)	(2.0, 0.7793446126276348)	(3.0, 0.45711328647203414)	(4.0, 0.26018083286615784)	(5.0, 0.18447443950915426)	(6.0, 0.13440280592809808)	(7.0, 0.10816910316673135)	(8.0, 0.09103933378373846)	(9.0, 0.0840915951528742)	('>10', 2.1055241709431196)	('>50', 2.318628085155318)	('>100', 2.2371718391382887)	('>500', 0.73334579134743)	('>1k', 73.08505948701732)	('>5k', 15.551075462024619)	('>10k+', 0.0)
042024-BEL-CBC-T4-1042-OFAV_S34_R1_16S	(1.0, 2.1289976150969685)	(2.0, 0.9147772074865638)	(3.0, 0.565991186017599)	(4.0, 0.3395947116105594)	(5.0, 0.29206596457959433)	(6.0, 0.2800930741061451)	(7.0, 0.20148318715925637)	(8.0, 0.19059874127430257)	(9.0, 0.1491169086238674)	('>10', 2.2662625715349973)	('>50', 0.413125190477803)	('>100', 7.852160199693301)	('>500', 2.0876367207341437)	('>1k', 70.68927567640785)	('>5k', 11.628821045197057)	('>10k+', 0.0)
042024-BEL-CBC-T4-1044-PSTR_S6_R1_16S	(1.0, 0.5268549272364526)	(2.0, 0.19443119703584136)	(3.0, 0.13206647345830735)	(4.0, 0.11400610101956446)	(5.0, 0.08818541229854925)	(6.0, 0.09820327513566443)	(7.0, 0.08889089559693764)	(8.0, 0.08352922252918585)	(9.0, 0.08254154591144208)	('>10', 2.12689104798133)	('>50', 1.1162156747101168)	('>100', 2.475681990704552)	('>500', 1.7392985238467464)	('>1k', 1.6688912906675846)	('>5k', 0.9713094052211407)	('>10k+', 88.49300301664658)
042024-BEL-CBC-T4-1045-MCAV_S54_R1_16S	(1.0, 0.6203688163850778)	(2.0, 0.3071658756098945)	(3.0, 0.23182330234709023)	(4.0, 0.18787346794378768)	(5.0, 0.14005991183470032)	(6.0, 0.1311250553900729)	(7.0, 0.0997323165305711)	(8.0, 0.11204792946776027)	(9.0, 0.1108405164347025)	('>10', 1.7296191698552434)	('>50', 0.5234135498305396)	('>100', 1.1886981310453661)	('>500', 0.5168935194520277)	('>1k', 0.1640874311925498)	('>5k', 0.0)	('>10k+', 93.93625100668062)
052022-BEL-CBC-T1-1-PAST_S74_R1_16S	(1.0, 0.5913410770855333)	(2.0, 0.2446387143120714)	(3.0, 0.17523543335832584)	(4.0, 0.14414527582700998)	(5.0, 0.134645505470219)	(6.0, 0.11541043326018773)	(7.0, 0.11101384532646628)	(8.0, 0.10551811040931448)	(9.0, 0.07631220484959352)	('>10', 1.3264348775039942)	('>50', 0.42262201512897307)	('>100', 1.9772084021935834)	('>500', 0.9844431446595195)	('>1k', 1.8417777917351996)	('>5k', 1.93167231288004)	('>10k+', 89.81758085599996)
052022-BEL-CBC-T2-12-MCAV_S18_R1_16S	(1.0, 1.5796787977637732)	(2.0, 0.8126930894666944)	(3.0, 0.6726646962881027)	(4.0, 0.5699772079571355)	(5.0, 0.5367755071846014)	(6.0, 0.47556812777634916)	(7.0, 0.3933124553054028)	(8.0, 0.3762272299741784)	(9.0, 0.34795734682302876)	('>10', 5.570928344212688)	('>50', 3.2553519028009203)	('>100', 13.499705852306153)	('>500', 6.065519197100092)	('>1k', 12.038038404768363)	('>5k', 12.38361791095251)	('>10k+', 41.42198392932001)
052022-BEL-CBC-T2-3-SSID_S25_R1_16S	(1.0, 3.6020235975768595)	(2.0, 1.6389879357346826)	(3.0, 1.0602483204438775)	(4.0, 0.7844842032955638)	(5.0, 0.664521834644402)	(6.0, 0.5833854608263964)	(7.0, 0.5075586247633522)	(8.0, 0.5163525466700072)	(9.0, 0.45545878554279234)	('>10', 14.873674482195625)	('>50', 14.632422360454564)	('>100', 38.498960492061414)	('>500', 11.221376199001474)	('>1k', 10.96054515678899)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T2-5-PAST_S40_R1_16S	(1.0, 4.121541482398226)	(2.0, 1.8790121992792583)	(3.0, 1.222710052574255)	(4.0, 0.9113239485856575)	(5.0, 0.7573146724065168)	(6.0, 0.654148594837928)	(7.0, 0.5876004519692817)	(8.0, 0.5789153708680481)	(9.0, 0.5728615971253824)	('>10', 21.248466122257494)	('>50', 16.877829090753885)	('>100', 37.110799630139546)	('>500', 8.158619959948073)	('>1k', 5.318856826856448)	('>5k', 0.0)	('>10k+', 0.0)
052022-BEL-CBC-T3-1-MCAV_S83_R1_16S	(1.0, 1.0319435226734543)	(2.0, 0.592872541115386)	(3.0, 0.4269537629111737)	(4.0, 0.3258185458387254)	(5.0, 0.2518480738374202)	(6.0, 0.19363790582782778)	(7.0, 0.1516236281011764)	(8.0, 0.12164737151392371)	(9.0, 0.10121441457994435)	('>10', 1.0281420423136445)	('>50', 1.0954995224390298)	('>100', 0.9924239664329284)	('>500', 0.023798851002561246)	('>1k', 7.885022642567393)	('>5k', 32.043945112959406)	('>10k+', 53.73360809588601)
052022-BEL-CBC-T3-15-PSTR_S94_R1_16S	(1.0, 3.536715430584821)	(2.0, 2.172138933987357)	(3.0, 1.3692182804241944)	(4.0, 0.9279249715016064)	(5.0, 0.6255613319976511)	(6.0, 0.4948357456216104)	(7.0, 0.42542488514283744)	(8.0, 0.3903416352896473)	(9.0, 0.2953469895333172)	('>10', 5.508178175411931)	('>50', 2.373354865453038)	('>100', 2.4159945075822997)	('>500', 1.8215223323776297)	('>1k', 56.87167518739853)	('>5k', 20.77176672769353)	('>10k+', 0.0)
062019-BEL-CBC-T1-5-SSID_S91_R1_16S	(1.0, 2.586002972398458)	(2.0, 1.2759126421555274)	(3.0, 0.7742592251208454)	(4.0, 0.5236772255874239)	(5.0, 0.3548280266830676)	(6.0, 0.28190474947509925)	(7.0, 0.2632252970359216)	(8.0, 0.23426806727213106)	(9.0, 0.20555554649225985)	('>10', 3.8151761986253883)	('>50', 3.055273233894478)	('>100', 12.090010489858443)	('>500', 6.513663733965444)	('>1k', 45.43674843753314)	('>5k', 21.703321353469075)	('>10k+', 0.8861728004332982)
062019-BEL-CBC-T2-17-SSID_S4_R1_16S	(1.0, 0.6892650801987799)	(2.0, 0.2922440844140977)	(3.0, 0.19352753424104077)	(4.0, 0.15676134297604138)	(5.0, 0.14881553607261658)	(6.0, 0.13979233162296473)	(7.0, 0.13292392226576705)	(8.0, 0.13575209082461315)	(9.0, 0.13575209082461315)	('>10', 2.8586050395270224)	('>50', 1.6323919572273173)	('>100', 3.674329656714207)	('>500', 1.580272850928582)	('>1k', 7.131025009090541)	('>5k', 4.108655542537002)	('>10k+', 76.9898859305348)
062019-BEL-CBC-T2-21-PAST_S29_R1_16S	(1.0, 1.2567871733461644)	(2.0, 0.6110933904239809)	(3.0, 0.46278024966345715)	(4.0, 0.3953815684430003)	(5.0, 0.3297849909984916)	(6.0, 0.2924814428363672)	(7.0, 0.25040231966798043)	(8.0, 0.22274002670717796)	(9.0, 0.197870994599095)	('>10', 3.413184551645591)	('>50', 1.775252429686416)	('>100', 8.901491601295353)	('>500', 4.12528585871146)	('>1k', 18.947499310695306)	('>5k', 20.319801336079742)	('>10k+', 38.49816275520042)
062019-BEL-CBC-T2-23-MCAV_S64_R1_16S	(1.0, 0.8261837747408638)	(2.0, 0.3902019962245809)	(3.0, 0.3543694258876191)	(4.0, 0.33232730848791076)	(5.0, 0.2995467236370624)	(6.0, 0.2773915697378683)	(7.0, 0.25636678083353115)	(8.0, 0.20436999107011655)	(9.0, 0.21363898402794262)	('>10', 3.47666361468118)	('>50', 1.1989781500446495)	('>100', 4.298665038941074)	('>500', 1.6811918568505768)	('>1k', 0.3668034408310443)	('>5k', 0.8307052347202911)	('>10k+', 84.9925961092837)
062019-BEL-CBC-T3-5-SSID_S37_R1_16S	(1.0, 5.9826615418102795)	(2.0, 3.613317302195608)	(3.0, 2.610375932039618)	(4.0, 1.993982062280159)	(5.0, 1.5469685812406462)	(6.0, 1.2619341899977403)	(7.0, 1.0739098247828354)	(8.0, 0.9080255624066719)	(9.0, 0.7914088131200295)	('>10', 11.081516035975273)	('>50', 5.291626524062572)	('>100', 10.315770455707966)	('>500', 2.692280696516457)	('>1k', 45.87878408161167)	('>5k', 4.957438396252469)	('>10k+', 0.0)
062024-BEL-CBC-T1-1350-PSTR_S41_R1_16S	(1.0, 2.4547215700948115)	(2.0, 1.2777539726126603)	(3.0, 0.7864958327549684)	(4.0, 0.4581857245454052)	(5.0, 0.3029626366198543)	(6.0, 0.22812724430738032)	(7.0, 0.1698280596510498)	(8.0, 0.1139429199080249)	(9.0, 0.09994145941085233)	('>10', 2.424183901941496)	('>50', 1.585544699059126)	('>100', 2.765529852682909)	('>500', 1.9536865483382317)	('>1k', 66.16112542773858)	('>5k', 19.217970150334647)	('>10k+', 0.0)
062024-BEL-CBC-T3-1424-PAST_S67_R1_16S	(1.0, 1.9275382050973617)	(2.0, 1.0598684219222771)	(3.0, 0.7360123937719182)	(4.0, 0.6069987270475302)	(5.0, 0.49635893294065236)	(6.0, 0.45445592848201405)	(7.0, 0.41916223072032194)	(8.0, 0.37435113131502734)	(9.0, 0.366419963278692)	('>10', 6.838517453196194)	('>50', 2.8882670265654475)	('>100', 11.566551091923559)	('>500', 8.135131241003082)	('>1k', 17.6122161137541)	('>5k', 3.625469095542816)	('>10k+', 42.89268204343901)
062024-BEL-CBC-T3-1427-MCAV_S84_R1_16S	(1.0, 1.3697181744780653)	(2.0, 0.7671794928129274)	(3.0, 0.5033971757029161)	(4.0, 0.3312040337685307)	(5.0, 0.22416690925668586)	(6.0, 0.17837232166887287)	(7.0, 0.13745242031604443)	(8.0, 0.10326095911854687)	(9.0, 0.09021602412351769)	('>10', 1.3860586719981545)	('>50', 1.1153419420749962)	('>100', 0.8229980830811313)	('>500', 0.06652916847464888)	('>1k', 31.226828075995673)	('>5k', 48.071340689761236)	('>10k+', 13.605935857368054)
062024-BEL-CBC-T3-1436-MCAV_S47_R1_16S	(1.0, 0.9302889123835478)	(2.0, 0.4325304024391661)	(3.0, 0.3191695947392618)	(4.0, 0.21842287398693117)	(5.0, 0.20746853532193307)	(6.0, 0.16929432482269738)	(7.0, 0.15103709371436727)	(8.0, 0.13145206397997677)	(9.0, 0.1239831967083872)	('>10', 2.491780096630545)	('>50', 0.5253103314351346)	('>100', 1.7966775158879404)	('>500', 0.6419906357001898)	('>1k', 5.318165447028304)	('>5k', 7.848119754158084)	('>10k+', 78.69430922106353)
062024-BEL-CBC-T4-1473-PSTR_S90_R1_16S	(1.0, 2.0981853658536584)	(2.0, 1.2350439024390245)	(3.0, 0.7490341463414634)	(4.0, 0.5095024390243902)	(5.0, 0.35004878048780486)	(6.0, 0.2964292682926829)	(7.0, 0.23765853658536587)	(8.0, 0.2154146341463415)	(9.0, 0.18193170731707317)	('>10', 2.330536585365854)	('>50', 1.2145170731707315)	('>100', 3.710439024390244)	('>500', 0.2877658536585366)	('>1k', 37.95824390243902)	('>5k', 39.43157073170732)	('>10k+', 9.193678048780487)
082024-BEL-CBC-T1-1481-PSTR_S15_R1_16S	(1.0, 2.314862160148432)	(2.0, 1.388625107744452)	(3.0, 1.051878040584961)	(4.0, 0.7954827681923768)	(5.0, 0.6601630410962906)	(6.0, 0.5303218454615846)	(7.0, 0.4052287104267411)	(8.0, 0.3666963724817017)	(9.0, 0.30570205554500435)	('>10', 4.176101915294598)	('>50', 2.196708498298003)	('>100', 6.7997706321494835)	('>500', 2.9622419611681687)	('>1k', 15.930839018831538)	('>5k', 36.67402007333928)	('>10k+', 23.441357799237387)
082024-BEL-CBC-T2-1508-SSID_S14_R1_16S	(1.0, 1.3357585848292168)	(2.0, 0.5856095075425931)	(3.0, 0.4290294253119532)	(4.0, 0.3977134088658252)	(5.0, 0.34578101492599633)	(6.0, 0.32412077021742447)	(7.0, 0.333385091749404)	(8.0, 0.3131601644612797)	(9.0, 0.3041568097330179)	('>10', 5.922119676766517)	('>50', 2.986765068549455)	('>100', 8.80893445949208)	('>500', 4.486932739720844)	('>1k', 14.134614506361718)	('>5k', 7.508536876566617)	('>10k+', 51.78338189490606)
082024-BEL-CBC-T2-1511-SSID_S80_R1_16S	(1.0, 1.9385352262009703)	(2.0, 1.1872545816561153)	(3.0, 0.9237284478773047)	(4.0, 0.7212294187630608)	(5.0, 0.6071888696424058)	(6.0, 0.47249773459990263)	(7.0, 0.4843641160624573)	(8.0, 0.4068473644304445)	(9.0, 0.3564537704271281)	('>10', 6.042762123743242)	('>50', 2.679182360084575)	('>100', 7.055103160464299)	('>500', 5.185454590286211)	('>1k', 15.546038477897708)	('>5k', 19.5571836299415)	('>10k+', 36.83617612792268)
082024-BEL-CBC-T2-1512-PAST_S63_R1_16S	(1.0, 0.858682354790181)	(2.0, 0.4621727580459016)	(3.0, 0.33564131131863745)	(4.0, 0.2573250053442887)	(5.0, 0.21343857197941135)	(6.0, 0.1818057102975953)	(7.0, 0.16968532961108895)	(8.0, 0.1395841643896556)	(9.0, 0.16002898236085036)	('>10', 2.8438275629444)	('>50', 1.1898617677242254)	('>100', 2.966762852764679)	('>500', 1.9652331541692443)	('>1k', 8.234067193525851)	('>5k', 7.13337679799521)	('>10k+', 72.88850648273878)
