Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
012024_BEL_CBC_T1_565_PAST_S53_R2_16S	59.33245534611902	23.70935879496254
012024_BEL_CBC_T2_585_OFAV_S43_R2_16S	88.94323932497716	5.7186511664255875
012024_BEL_CBC_T2_593_MCAV_S6_R2_16S	88.83908625439324	6.569726741227271
012024_BEL_CBC_T3_625_SSID_S54_R2_16S	25.205535835735972	55.01261262673874
012024_BEL_CBC_T3_642_PSTR_S40_R2_16S	80.26107268921118	14.732816698102766
012024_BEL_CBC_T3_644_PSTR_S16_R2_16S	79.51392470094635	15.227167907899087
022024_BEL_CBC_T1_771_PAST_S10_R2_16S	76.02965124988523	17.63666725805325
022024_BEL_CBC_T2_808_PAST_S15_R2_16S	72.45917241870063	21.213664342133356
022024_BEL_CBC_T4_872_PSTR_S89_R2_16S	85.45056850937665	5.841815354355504
042024_BEL_CBC_T1_1146_OANN_S52_R2_16S	87.04697741505541	8.012299696311345
042024_BEL_CBC_T1_929_PAST_S8_R2_16S	49.4801557043258	41.900944008732274
042024_BEL_CBC_T1_933_SSID_S82_R2_16S	13.601950323287285	49.11027099600747
042024_BEL_CBC_T2_1017_MCAV_S94_R2_16S	91.54111124123199	3.80643936793561
042024_BEL_CBC_T2_1028_PAST_S61_R2_16S	66.58493742223524	27.039848828621444
042024_BEL_CBC_T2_1040_SSID_S34_R2_16S	53.03370205472705	30.712185536139906
042024_BEL_CBC_T3_947_MCAV_S70_R2_16S	79.11881302146423	14.792413350039595
042024_BEL_CBC_T3_949_PSTR_S26_R2_16S	64.47322807031688	20.291482080160606
042024_BEL_CBC_T3_962_SSID_S51_R2_16S	21.865698192565247	67.33055519351282
052022_BEL_CBC_T1_11_PSTR_S85_R2_16S	76.94192540836272	13.803965612094075
052022_BEL_CBC_T1_12_MCAV_S24_R2_16S	80.30783108111964	7.268741329405543
052022_BEL_CBC_T1_13_MCAV_S75_R2_16S	81.81941374086561	8.30968624032458
