Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
102019_BEL_CBC_T1_31_PSTR_S22_R2_16S	96.53699149357205	37.0	229.3384615770961	228	45.45454545454545	0.597313
102019_BEL_CBC_T2_33_PSTR_S72_R2_16S	98.99227425927766	35.0	228.8092081793456	228	45.45454545454545	2.7667249999999997
102019_BEL_CBC_T3_36_PSTR_S83_R2_16S	98.9295644567383	35.0	228.7441548774401	228	45.45454545454545	1.741067
112023_BEL_CBC_T2_308_PAST_S62_R2_16S	97.36745359640983	43.0	232.11424328259346	231	45.45454545454545	0.617463
112023_BEL_CBC_T3_347_MCAV_S81_R2_16S	97.93501730815369	37.0	228.6955193017331	228	45.45454545454545	0.5251859999999999
112023_BEL_CBC_T4_396_MCAV_S1_R2_16S	96.70540986675289	39.0	228.75752599424808	228	54.54545454545454	0.11752599999999999
122022_BEL_CBC_T1_120_OANN_S35_R2_16S	98.17689498844572	39.0	231.51197959235674	230	45.45454545454545	1.020402
122022_BEL_CBC_T1_136_OANN_S66_R2_16S	97.60607519534463	37.0	228.88419121494937	228	45.45454545454545	0.668818
122022_BEL_CBC_T1_139_PAST_S18_R2_16S	94.96051106787387	46.0	229.91643628110873	228	45.45454545454545	0.373649
122022_BEL_CBC_T2_101_OFAV_S50_R2_16S	98.04047941220841	42.0	230.94734405470456	230	45.45454545454545	2.1675709999999997
122022_BEL_CBC_T2_102_OFAV_S27_R2_16S	97.67397451880683	36.0	228.97035971660534	228	45.45454545454545	0.822175
122022_BEL_CBC_T2_116_PSTR_S32_R2_16S	97.59226901152175	45.0	231.51828032447418	230	45.45454545454545	1.273938
122022_BEL_CBC_T2_117_PSTR_S56_R2_16S	98.0375073225705	40.0	231.24030946999915	230	45.45454545454545	1.1420169999999998
122022_BEL_CBC_T2_119_OANN_S5_R2_16S	96.80222616859095	36.0	229.34314225849178	228	45.45454545454545	0.5760569999999999
122022_BEL_CBC_T2_89_PAST_S17_R2_16S	97.3599677711141	44.0	228.97880570694517	228	45.45454545454545	0.657795
122022_BEL_CBC_T3_121_OFAV_S73_R2_16S	98.52550786992963	36.0	229.1953690968125	229	45.45454545454545	0.675419
122022_BEL_CBC_T4_12_PSTR_S86_R2_16S	97.14860006321446	45.0	228.86079979455303	228	45.45454545454545	0.607456
122022_BEL_CBC_T4_13_PSTR_S49_R2_16S	98.27208199678729	44.0	231.4297468712228	230	45.45454545454545	2.600297
122022_BEL_CBC_T4_14_MCAV_S38_R2_16S	97.82990039192397	42.0	232.19510078592975	231	45.45454545454545	0.912677
122022_BEL_CBC_T4_15_MCAV_S2_R2_16S	92.94576979659806	42.0	231.2640891919337	228	45.45454545454545	0.35550299999999996
122022_BEL_CBC_T4_35_PSTR_S87_R2_16S	97.31494113485928	45.0	228.77280834722853	228	45.45454545454545	0.79164
122022_BEL_CBC_T4_3_MCAV_S84_R2_16S	96.58101899407953	43.0	230.31294240143436	229	45.45454545454545	0.428344
122022_BEL_CBC_T4_4_PSTR_S41_R2_16S	98.30177414958924	37.0	231.16509844129214	230	45.45454545454545	0.616408
122023_BEL_CBC_T2_517_SSID_S59_R2_16S	98.16124497911552	44.0	232.22875650262108	230	45.45454545454545	2.49707
122023_BEL_CBC_T2_519_PAST_S90_R2_16S	98.14069693986147	42.0	229.2401884344179	229	45.45454545454545	0.7028439999999999
122023_BEL_CBC_T4_538_OFAV_S45_R2_16S	97.9121744102271	38.0	231.43740497355284	231	45.45454545454545	0.390023
Negative_S96_R2_16S	90.36228788878965	41.0	230.23713742088302	229	54.54545454545454	0.025752999999999998
Undetermined_S0_R2_16S	87.57767373167295	45.0	236.4266033075359	230	45.45454545454545	6.297014
