Sample	Unique Reads	Duplicate Reads
012024-BEL-CBC-T1-557-SSID_S56_R1_16S	5954.0	184138.0
012024-BEL-CBC-T1-563-PSTR_S68_R1_16S	2817.0	113244.0
012024-BEL-CBC-T2-601-OFAV_S58_R1_16S	5180.0	276260.0
012024-BEL-CBC-T2-605-SSID_S83_R1_16S	22253.0	614149.0
012024-BEL-CBC-T3-627-PAST_S81_R1_16S	34990.0	1660283.0
012024-BEL-CBC-T3-631-MCAV_S61_R1_16S	6264.0	531388.0
012024-BEL-CBC-T3-633-MCAV_S69_R1_16S	3754.0	177628.0
012024-BEL-CBC-T3-637-SSID_S70_R1_16S	2735.0	35015.0
012024-BEL-CBC-T4-661-PSTR_S71_R1_16S	9744.0	467997.0
012024-BEL-CBC-T4-663-PSTR_S82_R1_16S	3865.0	56254.0
022024-BEL-CBC-T1-775-OANN_S93_R1_16S	4938.0	224282.0
022024-BEL-CBC-T1-776-PSTR_S59_R1_16S	2564.0	113222.0
022024-BEL-CBC-T2-804-OFAV_S87_R1_16S	19945.0	1429996.0
022024-BEL-CBC-T2-814-MCAV_S1_R1_16S	13364.0	337733.0
022024-BEL-CBC-T3-851-PSTR_S13_R1_16S	6401.0	641704.0
022024-BEL-CBC-T4-874-OFAV_S89_R1_16S	9928.0	555363.0
022024-BEL-CBC-T4-875-MCAV_S76_R1_16S	3434.0	212765.0
042024-BEL-CBC-T1-927-PSTR_S67_R1_16S	2833.0	71779.0
042024-BEL-CBC-T2-1014-OFAV_S95_R1_16S	8459.0	469263.0
042024-BEL-CBC-T2-1018-PAST_S15_R1_16S	11050.0	2372470.0
042024-BEL-CBC-T2-1026-OFAV_S91_R1_16S	11799.0	640178.0
042024-BEL-CBC-T2-1144-MCAV_S3_R1_16S	9550.0	360485.0
042024-BEL-CBC-T3-960-OFAV_S4_R1_16S	3519.0	32671.0
042024-BEL-CBC-T4-1046-PSTR_S60_R1_16S	2796.0	203967.0
042024-BEL-CBC-T4-1047-MCAV_S92_R1_16S	4403.0	265743.0
052022-BEL-CBC-T1-2-SSID_S8_R1_16S	9482.0	281075.0
052022-BEL-CBC-T2-1-SSID_S57_R1_16S	10420.0	571149.0
052022-BEL-CBC-T2-71-OFAV_S21_R1_16S	13525.0	399064.0
052022-BEL-CBC-T2-9-PAST_S23_R1_16S	17815.0	766959.0
052022-BEL-CBC-T3-11-PAST_S19_R1_16S	5435.0	160285.0
052022-BEL-CBC-T3-13-MCAV_S5_R1_16S	9426.0	252023.0
052022-BEL-CBC-T3-19-MCAV_S6_R1_16S	5398.0	100109.0
052022-BEL-CBC-T3-66-OFAV_S40_R1_16S	4278.0	105149.0
052022-BEL-CBC-T3-8-PAST_S17_R1_16S	5124.0	119652.0
062019-BEL-CBC-T1-21-PAST_S16_R1_16S	1848.0	45188.0
062019-BEL-CBC-T1-22-MCAV_S18_R1_16S	5979.0	250140.0
062019-BEL-CBC-T2-18-MCAV_S79_R1_16S	2905.0	76115.0
062019-BEL-CBC-T3-1-MCAV_S48_R1_16S	1919.0	87407.0
062024-BEL-CBC-T1-1347-OANN_S65_R1_16S	4877.0	129555.0
