Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
012024-BEL-CBC-T1-557-SSID_S56_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0006829971279969666)	(24.0, 0.0006829971279969666)	(25.0, 0.0003414985639984833)	(26.0, 0.0030734870759863498)	(27.0, 0.1973861699911245)	(28.0, 0.287200292322726)	(29.0, 0.10825504478751877)	(30.0, 0.037564842039833145)	(31.0, 0.02322190235189685)	(32.0, 0.015025936815933274)	(33.0, 0.02288040378789837)	(34.0, 0.048834294651783176)	(35.0, 0.07103170131168463)	(36.0, 5.0774006495294115)	(37.0, 4.986562031505898)	(38.0, 0.19055619871115462)	(39.0, 0.243488476130921)	(40.0, 1.2140273950146183)	(41.0, 1.629631147400678)	(42.0, 0.8322320004643268)	(43.0, 3.180376126518176)	(44.0, 0.8394034703082958)	(45.0, 1.6501210612405823)	(46.0, 1.526157082509161)	(47.0, 1.1419711980109546)	(48.0, 1.885755070399482)	(49.0, 2.6025605562324796)	(50.0, 2.362145567177438)	(51.0, 10.25827536395078)	(52.0, 12.643301334920526)	(53.0, 12.346197584241304)	(54.0, 13.352935350910663)	(55.0, 4.32268882309345)	(56.0, 3.5608055268126595)	(57.0, 1.3659942559939087)	(58.0, 1.3550663019459597)	(59.0, 0.5925000085373643)	(60.0, 0.2796873239147598)	(61.0, 0.08981412233160094)	(62.0, 0.04268732049981043)	(63.0, 0.062152738647724116)	(64.0, 0.03961383342382406)	(65.0, 0.030051873631866496)	(66.0, 0.037906340603831634)	(67.0, 0.07410518838767093)	(68.0, 0.03893083629582709)	(69.0, 0.025953890863884707)	(70.0, 0.020489913839908995)	(71.0, 0.020148415275910513)	(72.0, 0.020489913839908995)	(73.0, 0.018099423891919618)	(74.0, 0.022197406659901404)	(75.0, 0.01468443825193479)	(76.0, 0.017074928199924174)	(77.0, 0.018099423891919618)	(78.0, 0.029368876503869528)	(79.0, 0.05634726305974986)	(80.0, 0.1140605203754929)	(81.0, 0.21992507521502502)	(82.0, 0.4582910728859564)	(83.0, 1.2314438217785368)	(84.0, 2.56226372568064)	(85.0, 2.4888415344209327)	(86.0, 1.400827109521746)	(87.0, 0.5142968373817045)	(88.0, 0.07205619700368006)	(89.0, 0.0023904899479893827)	(90.0, 0.0003414985639984833)	(91.0, 0.0006829971279969666)	(92.0, 0.0003414985639984833)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
012024-BEL-CBC-T1-563-PSTR_S68_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0005917755040446908)	(26.0, 0.0035506530242681443)	(27.0, 0.5266801985997759)	(28.0, 22.26969576821857)	(29.0, 33.1157572063474)	(30.0, 5.093411763312986)	(31.0, 0.9083753987085796)	(32.0, 0.3402709148256991)	(33.0, 0.1290070598817427)	(34.0, 0.07811436653389925)	(35.0, 0.07752259102985455)	(36.0, 0.06923773397322883)	(37.0, 0.034914754738636755)	(38.0, 0.08521567258243559)	(39.0, 0.08699099909456968)	(40.0, 0.11362089677658094)	(41.0, 1.4924578212007558)	(42.0, 1.362267210310909)	(43.0, 8.165910180313197)	(44.0, 0.4728286277317121)	(45.0, 0.32784362924076027)	(46.0, 0.35861595545108504)	(47.0, 0.43022079144049463)	(48.0, 0.4065497712787064)	(49.0, 0.6740322991068955)	(50.0, 1.2125480077875852)	(51.0, 1.9398401022585512)	(52.0, 1.8859885313904965)	(53.0, 1.1728990490165865)	(54.0, 1.5190877188827698)	(55.0, 1.1687566204882731)	(56.0, 0.6207725037428764)	(57.0, 0.3882047306533204)	(58.0, 0.20179544687923862)	(59.0, 0.11953865181702776)	(60.0, 0.1082949172401787)	(61.0, 0.06391175443682656)	(62.0, 0.014794387601117266)	(63.0, 0.015386163105161959)	(64.0, 0.012427285584938502)	(65.0, 0.01656971411325134)	(66.0, 0.017753265121340726)	(67.0, 0.01656971411325134)	(68.0, 0.017161489617296032)	(69.0, 0.008876632560670361)	(70.0, 0.017161489617296032)	(71.0, 0.01597793860920665)	(72.0, 0.013019061088983194)	(73.0, 0.013610836593027883)	(74.0, 0.01597793860920665)	(75.0, 0.017161489617296032)	(76.0, 0.0195285916334748)	(77.0, 0.024854571169877025)	(78.0, 0.04734204032357522)	(79.0, 0.08639922359052499)	(80.0, 0.18167507974171943)	(81.0, 0.43199611795262877)	(82.0, 1.3172922720035074)	(83.0, 3.366610842509976)	(84.0, 4.22054289484667)	(85.0, 2.3156175473268443)	(86.0, 0.6556872584815111)	(87.0, 0.09172520312692724)	(88.0, 0.002367102016178763)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0005917755040446908)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
012024-BEL-CBC-T2-601-OFAV_S58_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.00047197250288206967)	(22.0, 0.003539793771615522)	(23.0, 0.003539793771615522)	(24.0, 0.0030678212687334527)	(25.0, 0.0073155737946720804)	(26.0, 0.014867133840785189)	(27.0, 0.6161601025125625)	(28.0, 26.355888505929748)	(29.0, 26.83163678883834)	(30.0, 0.960936015867873)	(31.0, 0.576278426019023)	(32.0, 0.24235788022994137)	(33.0, 0.11398135944601995)	(34.0, 0.06725608166069473)	(35.0, 0.05474881033432007)	(36.0, 0.05781663160305347)	(37.0, 0.049793099054058404)	(38.0, 0.08519103677021313)	(39.0, 0.09345055557064935)	(40.0, 0.33580843580058584)	(41.0, 2.4273545823227964)	(42.0, 1.8529640463150567)	(43.0, 0.261000794093782)	(44.0, 0.4696126403676632)	(45.0, 0.9019394530076277)	(46.0, 3.6230969183740775)	(47.0, 0.9904342972979957)	(48.0, 1.0595782689702031)	(49.0, 1.9315474680449571)	(50.0, 4.387220400539453)	(51.0, 3.6787896737141104)	(52.0, 2.103817431596991)	(53.0, 2.9295333253895066)	(54.0, 2.716437740338196)	(55.0, 4.043152445938738)	(56.0, 3.596430471961264)	(57.0, 1.2370399300538208)	(58.0, 0.641174645165315)	(59.0, 0.4092001599987514)	(60.0, 0.2761039141860074)	(61.0, 0.12318482325222058)	(62.0, 0.14111977836173975)	(63.0, 0.08920280304471066)	(64.0, 0.033274061453185955)	(65.0, 0.033746033956068025)	(66.0, 0.026666446412836928)	(67.0, 0.020766790126811038)	(68.0, 0.0245425701498676)	(69.0, 0.02879032267580626)	(70.0, 0.024306583898426562)	(71.0, 0.017698968858077598)	(72.0, 0.014867133840785189)	(73.0, 0.013451216332138985)	(74.0, 0.009911422560523468)	(75.0, 0.0058996562860258684)	(76.0, 0.004955711280261729)	(77.0, 0.008023532548995186)	(78.0, 0.011091353817728643)	(79.0, 0.03115018519021662)	(80.0, 0.1477273934020889)	(81.0, 0.4816479391911574)	(82.0, 1.0647699665019046)	(83.0, 1.0812890041027734)	(84.0, 0.4604091765614618)	(85.0, 0.08637096802741828)	(86.0, 0.004011766274497591)	(87.0, 0.00023598625144103484)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.00035397937716155224)
012024-BEL-CBC-T2-605-SSID_S83_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.00010507965563298665)	(24.0, 0.0002101593112659733)	(25.0, 0.0013660355232288264)	(26.0, 0.004833664159117389)	(27.0, 0.07712846723461302)	(28.0, 0.07817926379094292)	(29.0, 0.09215485799012955)	(30.0, 0.05747857163124396)	(31.0, 0.03803883533914097)	(32.0, 0.06809161685017591)	(33.0, 0.06630526270441509)	(34.0, 0.06956273202903776)	(35.0, 0.15719916482694463)	(36.0, 7.761603683669237)	(37.0, 7.615332803028652)	(38.0, 0.45867269683797046)	(39.0, 0.47023145895759644)	(40.0, 1.022425049309073)	(41.0, 3.745984643661518)	(42.0, 2.8389370562359275)	(43.0, 6.850037671056394)	(44.0, 3.4216037467218983)	(45.0, 4.525150290181531)	(46.0, 4.077300797872928)	(47.0, 2.6956084059522727)	(48.0, 1.4550379915500522)	(49.0, 3.43389806643098)	(50.0, 3.8882624973888413)	(51.0, 8.350364994178719)	(52.0, 6.240785827698554)	(53.0, 10.510802713987042)	(54.0, 7.452459336798115)	(55.0, 3.6778930268112187)	(56.0, 2.6688130937658125)	(57.0, 2.077634951174932)	(58.0, 1.3434433972679218)	(59.0, 0.6975187540917303)	(60.0, 0.35096604981418367)	(61.0, 0.10854728426887454)	(62.0, 0.09394121213589024)	(63.0, 0.0816468924268315)	(64.0, 0.04339789777642335)	(65.0, 0.02332768355052305)	(66.0, 0.012399399364692427)	(67.0, 0.009352089351335802)	(68.0, 0.006935257271777117)	(69.0, 0.006199699682346212)	(70.0, 0.006304779337979198)	(71.0, 0.00767081486120802)	(72.0, 0.006935257271777117)	(73.0, 0.008301292795005938)	(74.0, 0.010192726596399691)	(75.0, 0.0142908331660862)	(76.0, 0.020175293881533492)	(77.0, 0.03152389668989589)	(78.0, 0.05075347367073262)	(79.0, 0.07376591825435735)	(80.0, 0.12105176328919927)	(81.0, 0.19881070845761134)	(82.0, 0.26669216599652845)	(83.0, 0.2391612962206828)	(84.0, 0.14385404856155606)	(85.0, 0.05485158024041922)	(86.0, 0.013765434887921263)	(87.0, 0.0029422303577236264)	(88.0, 0.00031523896689896)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.00010507965563298665)	(94.0, 0.00010507965563298665)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0002101593112659733)	(99.0, 0.0007355575894309066)	(100.0, 0.00031523896689896)
012024-BEL-CBC-T3-627-PAST_S81_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0017868724169033102)	(17.0, 0.001989926100642323)	(18.0, 0.00012183221024340745)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 4.061073674780248e-05)	(23.0, 0.0)	(24.0, 0.00016244294699120992)	(25.0, 0.0012589328391818771)	(26.0, 0.0011371006289384693)	(27.0, 0.025381710467376743)	(28.0, 0.0859323189583513)	(29.0, 0.09864347956041492)	(30.0, 0.04312860242616591)	(31.0, 0.010030851976707202)	(32.0, 0.009584133872481382)	(33.0, 0.03780859591220409)	(34.0, 0.01644734838285994)	(35.0, 0.012914214285801136)	(36.0, 0.026559421833063045)	(37.0, 0.06607366868867363)	(38.0, 6.240530083835113)	(39.0, 6.409186473549965)	(40.0, 0.27858965408991554)	(41.0, 1.2927615828929693)	(42.0, 3.9258399214044974)	(43.0, 5.93590894748763)	(44.0, 4.942123608524925)	(45.0, 2.7227874559919734)	(46.0, 2.1936295561700323)	(47.0, 3.2317618196503304)	(48.0, 1.8401537035175948)	(49.0, 8.250842774333643)	(50.0, 2.4980882495672)	(51.0, 4.699839953085773)	(52.0, 5.501049178388998)	(53.0, 9.907598390672884)	(54.0, 11.765052268016845)	(55.0, 9.9649001402232)	(56.0, 3.929494887711787)	(57.0, 1.9170704389180726)	(58.0, 0.8984313290713619)	(59.0, 0.38255314016433717)	(60.0, 0.15326492048620574)	(61.0, 0.043169213162913715)	(62.0, 0.014741697439452224)	(63.0, 0.012183221024340702)	(64.0, 0.004995120619979708)	(65.0, 0.004426570305510469)	(66.0, 0.0030458052560851834)	(67.0, 0.0016244294699121)	(68.0, 0.002396033468120346)	(69.0, 0.0023148119946247415)	(70.0, 0.00146198652292089)	(71.0, 0.00146198652292089)	(72.0, 0.0015838187331642976)	(73.0, 0.001989926100642323)	(74.0, 0.0026396978886071604)	(75.0, 0.0022742012578769394)	(76.0, 0.003898630727789033)	(77.0, 0.007269321877856662)	(78.0, 0.014173147124982997)	(79.0, 0.025544153414367957)	(80.0, 0.045524635894286125)	(81.0, 0.09015583558012324)	(82.0, 0.14481788724266476)	(83.0, 0.1403100954636597)	(84.0, 0.07541413814066926)	(85.0, 0.02485377088965529)	(86.0, 0.006010389038674777)	(87.0, 0.0005279395777214323)	(88.0, 8.122147349560496e-05)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 4.061073674780248e-05)	(93.0, 4.061073674780248e-05)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 4.061073674780248e-05)	(99.0, 0.0002842751572346173)	(100.0, 0.0002436644204868149)
012024-BEL-CBC-T3-631-MCAV_S61_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.00011000253005811999)	(24.0, 0.00011000253005811999)	(25.0, 0.00121002783063932)	(26.0, 0.1566436028027597)	(27.0, 11.467543753487913)	(28.0, 11.934834501178207)	(29.0, 0.45706051239147677)	(30.0, 0.261586016478216)	(31.0, 0.12617290197666223)	(32.0, 0.052911216957955774)	(33.0, 0.03388077925790083)	(34.0, 0.028600657815111147)	(35.0, 0.022880526252088987)	(36.0, 0.025740592033600067)	(37.0, 0.026400607213948782)	(38.0, 0.057971333340629434)	(39.0, 0.05852134599092006)	(40.0, 1.6381576776255082)	(41.0, 23.948760821512526)	(42.0, 20.56860307791269)	(43.0, 1.840342327872149)	(44.0, 0.4390200974619492)	(45.0, 1.52694511973685)	(46.0, 1.615717161493672)	(47.0, 0.5269121189783671)	(48.0, 0.4811510664741996)	(49.0, 0.4558504845608377)	(50.0, 2.458996556918453)	(51.0, 1.0428239849510827)	(52.0, 6.732704852206344)	(53.0, 6.336145731348264)	(54.0, 1.625617389198894)	(55.0, 1.3928520355961238)	(56.0, 0.6001738039970583)	(57.0, 0.35706821256866844)	(58.0, 0.11385261861015347)	(59.0, 0.083491920314114)	(60.0, 0.06853157622620926)	(61.0, 0.016940389628950506)	(62.0, 0.008140187224300873)	(63.0, 0.01155026565610259)	(64.0, 0.009790225175172668)	(65.0, 0.008580197344533351)	(66.0, 0.004400101202324801)	(67.0, 0.00913020999482395)	(68.0, 0.010340237825463266)	(69.0, 0.006270144213312839)	(70.0, 0.004620106262441042)	(71.0, 0.005280121442789763)	(72.0, 0.010780247945695744)	(73.0, 0.01617037191854366)	(74.0, 0.012100278306393193)	(75.0, 0.006270144213312839)	(76.0, 0.005500126502906003)	(77.0, 0.004730108792499162)	(78.0, 0.004730108792499162)	(79.0, 0.012210280836451315)	(80.0, 0.05280121442789765)	(81.0, 0.1908543896508368)	(82.0, 0.4023892549526036)	(83.0, 0.4107494472370188)	(84.0, 0.17501402532246574)	(85.0, 0.0319007337168547)	(86.0, 0.0022000506011623988)	(87.0, 0.0005500126502905999)	(88.0, 0.00011000253005811999)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
012024-BEL-CBC-T3-633-MCAV_S69_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0003643571282829623)	(24.0, 0.0003643571282829623)	(25.0, 0.002550499897980736)	(26.0, 0.44961669630116907)	(27.0, 27.82486081556194)	(28.0, 42.39550237561638)	(29.0, 6.647695805521487)	(30.0, 1.2052933803600707)	(31.0, 0.43176319701530497)	(32.0, 0.15813099367480538)	(33.0, 0.09655463899498483)	(34.0, 0.07141399714346079)	(35.0, 0.048459498061634035)	(36.0, 0.045544641035370315)	(37.0, 0.061211997551537806)	(38.0, 0.07104964001517783)	(39.0, 0.06667735447578228)	(40.0, 0.06485556883436745)	(41.0, 0.9353047483023944)	(42.0, 0.8646194654154915)	(43.0, 0.1887369924505751)	(44.0, 0.1712478502929924)	(45.0, 0.26962427492939506)	(46.0, 0.22881627656170206)	(47.0, 0.2787332031364693)	(48.0, 0.31079663042536826)	(49.0, 0.3475967003819454)	(50.0, 0.5909872620749557)	(51.0, 0.7032092575861209)	(52.0, 1.388200658758076)	(53.0, 1.70883493164701)	(54.0, 1.2956539481742249)	(55.0, 0.8391144664356812)	(56.0, 0.6277873320315391)	(57.0, 0.6434546885477083)	(58.0, 0.437228553939549)	(59.0, 0.28565598857384533)	(60.0, 0.202946920453611)	(61.0, 0.069592211502046)	(62.0, 0.037164427084862124)	(63.0, 0.032063427288900645)	(64.0, 0.028419856006071036)	(65.0, 0.02149707056869478)	(66.0, 0.01858221354243109)	(67.0, 0.02149707056869478)	(68.0, 0.028784213134353996)	(69.0, 0.027691141749505113)	(70.0, 0.023683213338392545)	(71.0, 0.023683213338392545)	(72.0, 0.020039642055562933)	(73.0, 0.016396070772733317)	(74.0, 0.018217856414148127)	(75.0, 0.017853499285865167)	(76.0, 0.015667356516167387)	(77.0, 0.015667356516167387)	(78.0, 0.02331885621010958)	(79.0, 0.04736642667678514)	(80.0, 0.11768735243539634)	(81.0, 0.2634302037485845)	(82.0, 0.7819103972952497)	(83.0, 1.9642492785733088)	(84.0, 2.529367184540253)	(85.0, 1.412976943481312)	(86.0, 0.40735126942034783)	(87.0, 0.052467426472746645)	(88.0, 0.0021861427696977737)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0003643571282829623)	(94.0, 0.0003643571282829623)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
012024-BEL-CBC-T3-637-SSID_S70_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.00853125853125856)	(24.0, 0.00853125853125856)	(25.0, 0.0)	(26.0, 0.030712530712530803)	(27.0, 0.6006006006005996)	(28.0, 1.719901719901717)	(29.0, 1.3189325689325877)	(30.0, 0.25252525252525376)	(31.0, 0.0682500682500685)	(32.0, 0.013650013650013695)	(33.0, 0.011943761943761982)	(34.0, 0.06313131313131337)	(35.0, 0.07507507507507537)	(36.0, 2.112339612339589)	(37.0, 2.1055146055145824)	(38.0, 0.4965192465192466)	(39.0, 0.5630630630630625)	(40.0, 0.16721266721266753)	(41.0, 0.5238192738192737)	(42.0, 0.5818318318318311)	(43.0, 0.8718946218946273)	(44.0, 4.780917280917483)	(45.0, 5.098280098280337)	(46.0, 2.1038083538083305)	(47.0, 3.9192601692602698)	(48.0, 9.688097188096446)	(49.0, 9.35879060878994)	(50.0, 3.393734643734683)	(51.0, 6.075962325962394)	(52.0, 5.192123942124192)	(53.0, 4.849167349167558)	(54.0, 6.316543816543831)	(55.0, 3.519997269997324)	(56.0, 2.2914960414960084)	(57.0, 2.0065520065519884)	(58.0, 1.3325825825826005)	(59.0, 0.6279006279006266)	(60.0, 0.34807534807534984)	(61.0, 0.1023751023751027)	(62.0, 0.11261261261261293)	(63.0, 0.08019383019383051)	(64.0, 0.0443625443625445)	(65.0, 0.054600054600054786)	(66.0, 0.04265629265629278)	(67.0, 0.06995631995632023)	(68.0, 0.0682500682500685)	(69.0, 0.030712530712530803)	(70.0, 0.025593775593775674)	(71.0, 0.034125034125034225)	(72.0, 0.04265629265629278)	(73.0, 0.04777504777504793)	(74.0, 0.03583128583128594)	(75.0, 0.020475020475020544)	(76.0, 0.023887523887523965)	(77.0, 0.0443625443625445)	(78.0, 0.07678132678132708)	(79.0, 0.1330876330876334)	(80.0, 0.2559377559377572)	(81.0, 0.6586131586131572)	(82.0, 1.6721266721266719)	(83.0, 4.1956729456730795)	(84.0, 5.495836745836944)	(85.0, 3.0951405951405992)	(86.0, 0.9145509145509212)	(87.0, 0.11431886431886465)	(88.0, 0.00853125853125856)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0017062517062517118)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
012024-BEL-CBC-T4-661-PSTR_S71_R1_16S	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.00013799536887549964)	(25.0, 0.000413986106626499)	(26.0, 0.0013799536887549968)	(27.0, 0.07879535562791073)	(28.0, 1.7844181149293137)	(29.0, 2.598314800556271)	(30.0, 0.40446442617410655)	(31.0, 0.07617344361927618)	(32.0, 0.029669004308232456)	(33.0, 0.010625643403413465)	(34.0, 0.005657810123895489)	(35.0, 0.004829837910642489)	(36.0, 0.0037258749596384903)	(37.0, 0.005381819386144489)	(38.0, 0.060027985460842245)	(39.0, 0.052024254066063085)	(40.0, 1.3566324714151914)	(41.0, 4.338022415970695)	(42.0, 0.6690015483083858)	(43.0, 1.4121066097031674)	(44.0, 0.40253249100984934)	(45.0, 1.1679928021622976)	(46.0, 1.7286679859036627)	(47.0, 0.81168875972562)	(48.0, 1.180136394623347)	(49.0, 0.8497754815352506)	(50.0, 3.1416025678186186)	(51.0, 2.199370189137564)	(52.0, 2.585895217357487)	(53.0, 6.868719485782616)	(54.0, 9.91938310550219)	(55.0, 13.292265911544881)	(56.0, 12.454358031735897)	(57.0, 13.679618911978247)	(58.0, 8.380458751808217)	(59.0, 2.525729236527824)	(60.0, 2.0508871722276614)	(61.0, 1.2125653063091042)	(62.0, 0.390664889286555)	(63.0, 0.028841032094979468)	(64.0, 0.009521680452409472)	(65.0, 0.006347786968272989)	(66.0, 0.005933800861646489)	(67.0, 0.00469184254176699)	(68.0, 0.00358787959076299)	(69.0, 0.0030358981152609917)	(70.0, 0.0027599073775099923)	(71.0, 0.0024839166397589933)	(72.0, 0.0024839166397589933)	(73.0, 0.0022079259020079942)	(74.0, 0.002621912008634493)	(75.0, 0.001931935164256995)	(76.0, 0.0024839166397589933)	(77.0, 0.005657810123895489)	(78.0, 0.0071757591815259855)	(79.0, 0.01352354614979895)	(80.0, 0.03187693021024042)	(81.0, 0.07838136952128422)	(82.0, 0.23721403909698194)	(83.0, 0.5798565400148333)	(84.0, 0.7203358255300601)	(85.0, 0.39370078740181635)	(86.0, 0.10639442940301141)	(87.0, 0.012557578567670452)	(88.0, 0.0002759907377509993)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
