Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
012024-BEL-CBC-T1-557-SSID_S56_R1_16S	12.00471350714391	67.035961534415
012024-BEL-CBC-T1-563-PSTR_S68_R1_16S	58.4416815295405	31.58942280352575
012024-BEL-CBC-T2-601-OFAV_S58_R1_16S	53.931921546333136	35.0667993177942
012024-BEL-CBC-T2-605-SSID_S83_R1_16S	11.688366787030839	64.36041998610935
012024-BEL-CBC-T3-627-PAST_S81_R1_16S	9.48968101302858	69.30517975570896
012024-BEL-CBC-T3-631-MCAV_S61_R1_16S	36.77062486515441	56.735583611704236
012024-BEL-CBC-T3-633-MCAV_S69_R1_16S	77.26014709287581	12.126341092280356
012024-BEL-CBC-T3-637-SSID_S70_R1_16S	9.213245033112582	65.8543046357615
012024-BEL-CBC-T4-661-PSTR_S71_R1_16S	5.633596446610192	85.52939772805766
012024-BEL-CBC-T4-663-PSTR_S82_R1_16S	21.499026929922323	61.685989454249054
022024-BEL-CBC-T1-775-OANN_S93_R1_16S	18.4242212721403	71.8938138033331
022024-BEL-CBC-T1-776-PSTR_S59_R1_16S	57.91460107439587	32.95562503238737
022024-BEL-CBC-T2-804-OFAV_S87_R1_16S	21.150446811284045	67.36998264067297
022024-BEL-CBC-T2-814-MCAV_S1_R1_16S	75.94738775893842	5.7086787981669005
022024-BEL-CBC-T3-851-PSTR_S13_R1_16S	23.802161686763718	70.02630746561132
022024-BEL-CBC-T4-874-OFAV_S89_R1_16S	26.120175272558736	64.8536771326626
022024-BEL-CBC-T4-875-MCAV_S76_R1_16S	74.10163784291323	18.790096161406865
042024-BEL-CBC-T1-927-PSTR_S67_R1_16S	60.84275987776765	25.427545166997305
042024-BEL-CBC-T2-1014-OFAV_S95_R1_16S	37.28967893461051	48.86544894310914
042024-BEL-CBC-T2-1018-PAST_S15_R1_16S	80.23112875075519	14.60314996307983
042024-BEL-CBC-T2-1026-OFAV_S91_R1_16S	19.12490778048919	65.66765392030698
042024-BEL-CBC-T2-1144-MCAV_S3_R1_16S	68.96942181145027	18.285297336738438
042024-BEL-CBC-T3-960-OFAV_S4_R1_16S	44.633876761536335	34.23873998342081
042024-BEL-CBC-T4-1046-PSTR_S60_R1_16S	35.17263727069157	59.111156251360256
042024-BEL-CBC-T4-1047-MCAV_S92_R1_16S	50.13992433721025	42.60918170174643
052022-BEL-CBC-T1-2-SSID_S8_R1_16S	21.14972277384472	62.80420020856491
052022-BEL-CBC-T2-1-SSID_S57_R1_16S	52.97840840897641	30.00366250608272
052022-BEL-CBC-T2-71-OFAV_S21_R1_16S	29.318280419497366	54.740189389440815
052022-BEL-CBC-T2-9-PAST_S23_R1_16S	11.77676630469409	66.05290185454663
052022-BEL-CBC-T3-11-PAST_S19_R1_16S	80.43627805937726	5.755491189958946
052022-BEL-CBC-T3-13-MCAV_S5_R1_16S	53.97152025825305	27.27530034538286
052022-BEL-CBC-T3-19-MCAV_S6_R1_16S	52.70550769143279	29.03788374231093
052022-BEL-CBC-T3-66-OFAV_S40_R1_16S	57.1394628382392	31.467553711606783
052022-BEL-CBC-T3-8-PAST_S17_R1_16S	64.3433031993332	22.42899275501705
062019-BEL-CBC-T1-21-PAST_S16_R1_16S	30.71689769538226	57.649459988094236
062019-BEL-CBC-T1-22-MCAV_S18_R1_16S	49.74328339560907	42.27995580179525
062019-BEL-CBC-T2-18-MCAV_S79_R1_16S	50.54416603391546	39.59377372817006
062019-BEL-CBC-T3-1-MCAV_S48_R1_16S	69.38741239952535	24.542686339923435
062024-BEL-CBC-T1-1347-OANN_S65_R1_16S	18.758182575577244	60.17614853606285
062024-BEL-CBC-T1-1353-MCAV_S86_R1_16S	20.075647714047605	65.66730058263973
