Sample	Top overrepresented sequence	Sum of remaining overrepresented sequences
062024-BEL-CBC-T2-1375-SSID_S33_R1_16S	37.75923562211052	44.31026234520776
062024-BEL-CBC-T2-1396-MCAV_S49_R1_16S	15.49424792752617	66.18398590859059
062024-BEL-CBC-T3-1415-MCAV_S50_R1_16S	75.87864468230285	15.906243953111797
062024-BEL-CBC-T3-1433-PSTR_S2_R1_16S	5.553051971342646	81.22424246140132
062024-BEL-CBC-T3-1439-OFAV_S41_R1_16S	69.63449187377987	13.961496954435788
062024-BEL-CBC-T3-1442-OFAV_S35_R1_16S	39.765937202664134	52.11037107516651
082024-BEL-CBC-T1-1479-PAST_S47_R1_16S	39.20205015026485	45.0273144527105
082024-BEL-CBC-T1-1482-OANN_S36_R1_16S	42.30878320884939	37.22227474709278
082024-BEL-CBC-T2-1510-PAST_S94_R1_16S	18.666235027516993	62.59364347875761
082024-BEL-CBC-T3-1554-OANN_S14_R1_16S	21.297068293874197	61.14733622584391
082024-BEL-CBC-T3-1558-MCAV_S34_R1_16S	55.14176042832748	27.53786730611663
082024-BEL-CBC-T3-1560-PSTR_S54_R1_16S	37.59597660275484	52.8046697727525
082024-BEL-CBC-T3-1561-MCAV_S38_R1_16S	51.77964137565687	29.973417715531717
082024-BEL-CBC-T3-1562-OFAV_S31_R1_16S	35.125123595186764	57.57204533280979
082024-BEL-CBC-T4-1606-PSTR_S25_R1_16S	68.86100573265739	23.936111988540915
082024-BEL-CBC-T4-1607-PSTR_S90_R1_16S	38.374957082506086	49.03790174506261
082024-BEL-CBC-T4-1609-OFAV_S12_R1_16S	47.40767536194185	44.26004129510556
092023-BEL-CBC-T1-171-PAST_S42_R1_16S	12.151055718001324	69.21334065685531
092023-BEL-CBC-T1-175-PAST_S7_R1_16S	29.866823598392745	52.22830117095211
092023-BEL-CBC-T2-174-SSID_S46_R1_16S	55.92610876126152	25.80658431596943
092023-BEL-CBC-T2-181-PAST_S63_R1_16S	10.836239750548563	73.4642568425915
092023-BEL-CBC-T2-184-MCAV_S37_R1_16S	13.965927860956057	74.30978270242821
092023-BEL-CBC-T3-171-OFAV_S78_R1_16S	36.73529781101337	43.80367942886012
092023-BEL-CBC-T3-173-OFAV_S84_R1_16S	18.539463710441538	63.23228159939359
092023-BEL-CBC-T3-178-PAST_S74_R1_16S	59.80494623193883	32.670811064252504
092023-BEL-CBC-T3-195-PSTR_S66_R1_16S	30.338682859827948	56.90739535892428
092023-BEL-CBC-T4-92-PSTR_S43_R1_16S	40.586587902637575	46.87030049797839
092023-BEL-CBC-T4-94-MCAV_S85_R1_16S	17.86026152297364	63.678369013254155
102019-BEL-CBC-T1-29-PSTR_S22_R1_16S	92.48476951388174	3.5172040675589926
112023-BEL-CBC-T1-276-MCAV_S26_R1_16S	65.11348076843284	22.029909843693503
112023-BEL-CBC-T2-304-OFAV_S72_R1_16S	24.77968086663739	68.64563509491043
112023-BEL-CBC-T2-307-SSID_S62_R1_16S	48.49326696309115	42.280932349849856
112023-BEL-CBC-T2-310-MCAV_S55_R1_16S	23.69084140240156	70.68182645312804
112023-BEL-CBC-T3-352-PAST_S30_R1_16S	33.65391179969759	48.570603555276016
112023-BEL-CBC-T3-355-PSTR_S10_R1_16S	27.31690419635788	60.410728424386406
112023-BEL-CBC-T4-399-MCAV_S9_R1_16S	49.50742891026387	40.57922607230381
112023-BEL-CBC-T4-401-MCAV_S53_R1_16S	56.438191644505444	36.34390233895662
122022-BEL-CBC-T3-123-PAST_S20_R1_16S	75.56015738248084	13.950832766322492
122022-BEL-CBC-T3-124-PAST_S64_R1_16S	41.38861283371626	51.68166131568416
122022-BEL-CBC-T3-126-SSID_S77_R1_16S	19.11912534106083	49.79070171189493
122022-BEL-CBC-T3-127-OFAV_S32_R1_16S	12.170726439916374	67.62436836350598
122022-BEL-CBC-T3-141-PSTR_S80_R1_16S	40.10437394289125	50.48673639438859
122022-BEL-CBC-T3-142-MCAV_S24_R1_16S	67.04758000461194	23.408234902252147
122023-BEL-CBC-T1-507-PAST_S51_R1_16S	27.48455803252648	51.72951900112422
122023-BEL-CBC-T1-508-SSID_S75_R1_16S	5.4596083216916655	58.83372871812872
122023-BEL-CBC-T2-513-SSID_S45_R1_16S	16.117319286279763	43.57377748005604
122023-BEL-CBC-T2-515-PAST_S73_R1_16S	45.681393190666356	36.1072482589297
122023-BEL-CBC-T2-518-MCAV_S27_R1_16S	65.36079533879314	26.75966670741151
122023-BEL-CBC-T2-522-MCAV_S88_R1_16S	50.778090583132354	22.875037827031875
122023-BEL-CBC-T3-524-OFAV_S39_R1_16S	34.39986041816392	43.0115611979113
122023-BEL-CBC-T3-525-PAST_S29_R1_16S	38.00327147964083	51.99541492432748
122023-BEL-CBC-T3-526-SSID_S11_R1_16S	6.671332855425291	65.45797325596486
122023-BEL-CBC-T3-531-PSTR_S28_R1_16S	45.3257302547097	45.0393848000748
122023-BEL-CBC-T3-532-MCAV_S52_R1_16S	28.500170971716393	58.531669570472026
122023-BEL-CBC-T4-539-MCAV_S44_R1_16S	58.44227853257795	25.033381362261373
Negative_S96_R1_16S	38.681531749878815	39.94183228308276
Undetermined_S0_R1_16S	4.645544765740552	34.7057131784277
