Sample	Unique Reads	Duplicate Reads
012024-BEL-CBC-T1-561-OANN_S95_R1_16S	1355.0	4323.0
012024-BEL-CBC-T2-587-SSID_S63_R1_16S	25305.0	758694.0
012024-BEL-CBC-T2-589-SSID_S52_R1_16S	47471.0	680482.0
012024-BEL-CBC-T2-603-MCAV_S39_R1_16S	25740.0	965565.0
012024-BEL-CBC-T3-629-OFAV_S35_R1_16S	9997.0	207433.0
012024-BEL-CBC-T3-635-OFAV_S82_R1_16S	33062.0	1150963.0
012024-BEL-CBC-T3-639-OFAV_S1_R1_16S	29027.0	1113435.0
012024-BEL-CBC-T4-667-OFAV_S24_R1_16S	10517.0	1899700.0
022024-BEL-CBC-T1-774-MCAV_S80_R1_16S	25130.0	834273.0
022024-BEL-CBC-T2-807-SSID_S31_R1_16S	16456.0	843497.0
022024-BEL-CBC-T3-842-MCAV_S22_R1_16S	13380.0	1257537.0
022024-BEL-CBC-T3-843-MCAV_S73_R1_16S	13759.0	270526.0
022024-BEL-CBC-T3-852-OFAV_S18_R1_16S	5424.0	488526.0
042024-BEL-CBC-T1-924-MCAV_S38_R1_16S	77239.0	794716.0
042024-BEL-CBC-T1-931-SSID_S45_R1_16S	41481.0	506700.0
042024-BEL-CBC-T2-1016-MCAV_S68_R1_16S	46730.0	1298088.0
042024-BEL-CBC-T2-1025-SSID_S59_R1_16S	55836.0	907729.0
042024-BEL-CBC-T2-1035-SSID_S4_R1_16S	11812.0	213616.0
042024-BEL-CBC-T3-950-PSTR_S84_R1_16S	129565.0	3398026.0
042024-BEL-CBC-T3-956-MCAV_S94_R1_16S	10175.0	321148.0
042024-BEL-CBC-T3-959-SSID_S7_R1_16S	8021.0	118368.0
052022-BEL-CBC-T1-53-PAST_S53_R1_16S	49665.0	953691.0
052022-BEL-CBC-T1-54-MCAV_S19_R1_16S	3259.0	43569.0
052022-BEL-CBC-T1-55-PSTR_S67_R1_16S	24130.0	192504.0
052022-BEL-CBC-T1-62-MCAV_S92_R1_16S	16463.0	343462.0
052022-BEL-CBC-T1-63-OFAV_S60_R1_16S	23864.0	1310572.0
052022-BEL-CBC-T2-10-MCAV_S3_R1_16S	17547.0	497971.0
052022-BEL-CBC-T2-11-PAST_S86_R1_16S	41106.0	1214344.0
052022-BEL-CBC-T2-59-OFAV_S61_R1_16S	51132.0	1088918.0
052022-BEL-CBC-T3-16-SSID_S12_R1_16S	19837.0	787619.0
052022-BEL-CBC-T3-25-PAST_S69_R1_16S	69988.0	778272.0
052022-BEL-CBC-T3-6-SSID_S77_R1_16S	77140.0	545526.0
052022-BEL-CBC-T3-65-OFAV_S5_R1_16S	10886.0	629400.0
062019-BEL-CBC-T1-12-PAST_S36_R1_16S	30047.0	669568.0
062019-BEL-CBC-T2-16-MCAV_S33_R1_16S	13926.0	252016.0
062019-BEL-CBC-T2-2-PAST_S76_R1_16S	65868.0	721524.0
062019-BEL-CBC-T3-16-MCAV_S47_R1_16S	19199.0	1173885.0
062019-BEL-CBC-T3-27-SSID_S17_R1_16S	4822.0	114443.0
062024-BEL-CBC-T1-1341-SSID_S56_R1_16S	52329.0	1374286.0
062024-BEL-CBC-T2-1369-SSID_S10_R1_16S	12270.0	808962.0
062024-BEL-CBC-T2-1378-PAST_S54_R1_16S	35789.0	1059233.0
062024-BEL-CBC-T2-1387-OFAV_S44_R1_16S	15622.0	250185.0
062024-BEL-CBC-T3-1412-MCAV_S13_R1_16S	7258.0	393541.0
062024-BEL-CBC-T3-1421-OFAV_S55_R1_16S	27253.0	1730203.0
062024-BEL-CBC-T3-1445-SSID_S58_R1_16S	60698.0	1115977.0
062024-BEL-CBC-T3-1448-PAST_S40_R1_16S	20707.0	512003.0
062024-BEL-CBC-T4-1464-MCAV_S43_R1_16S	10716.0	315151.0
062024-BEL-CBC-T4-1467-MCAV_S57_R1_16S	15916.0	777029.0
062024-BEL-CBC-T4-1470-PSTR_S11_R1_16S	7392.0	361991.0
082024-BEL-CBC-T1-1480-SSID_S70_R1_16S	46950.0	284300.0
082024-BEL-CBC-T1-1483-MCAV_S91_R1_16S	11722.0	243814.0
082024-BEL-CBC-T2-1507-OFAV_S28_R1_16S	11323.0	1170984.0
082024-BEL-CBC-T2-1509-SSID_S48_R1_16S	48477.0	653097.0
082024-BEL-CBC-T2-1516-OFAV_S41_R1_16S	8230.0	372713.0
082024-BEL-CBC-T3-1555-SSID_S65_R1_16S	44398.0	201840.0
082024-BEL-CBC-T3-1563-SSID_S8_R1_16S	15484.0	866298.0
082024-BEL-CBC-T4-1605-MCAV_S42_R1_16S	11369.0	393044.0
082024-BEL-CBC-T4-1610-MCAV_S72_R1_16S	38278.0	1372379.0
092023-BEL-CBC-T1-172-PAST_S83_R1_16S	130914.0	1318598.0
092023-BEL-CBC-T1-178-OANN_S87_R1_16S	103986.0	1074131.0
092023-BEL-CBC-T2-171-OFAV_S66_R1_16S	56383.0	727589.0
092023-BEL-CBC-T2-172-OFAV_S71_R1_16S	86517.0	782157.0
092023-BEL-CBC-T2-176-MCAV_S51_R1_16S	33461.0	758758.0
092023-BEL-CBC-T2-182-PAST_S32_R1_16S	12290.0	724030.0
092023-BEL-CBC-T3-176-MCAV_S34_R1_16S	25806.0	526259.0
092023-BEL-CBC-T3-181-PAST_S37_R1_16S	37045.0	758881.0
092023-BEL-CBC-T4-93-PSTR_S6_R1_16S	5885.0	25162.0
102019-BEL-CBC-T3-35-PSTR_S21_R1_16S	8826.0	1197429.0
112023-BEL-CBC-T1-273-PAST_S29_R1_16S	12059.0	973938.0
112023-BEL-CBC-T1-277-OFAV-OANN_S23_R1_16S	5111.0	274977.0
112023-BEL-CBC-T1-278-PSTR_S14_R1_16S	5049.0	171867.0
112023-BEL-CBC-T2-311-MCAV_S79_R1_16S	13312.0	300591.0
112023-BEL-CBC-T2-312-OFAV_S74_R1_16S	31370.0	627576.0
112023-BEL-CBC-T3-348-SSID_S85_R1_16S	114403.0	1146766.0
112023-BEL-CBC-T3-350-OFAV_S93_R1_16S	46902.0	1336173.0
112023-BEL-CBC-T3-356-MCAV_S49_R1_16S	26678.0	855941.0
112023-BEL-CBC-T3-358-SSID_S46_R1_16S	63754.0	824307.0
112023-BEL-CBC-T4-400-OFAV_S88_R1_16S	31878.0	931004.0
122022-BEL-CBC-T1-123-OANN_S30_R1_16S	11980.0	1249289.0
122022-BEL-CBC-T1-151-MCAV_S62_R1_16S	11458.0	147596.0
122022-BEL-CBC-T2-100-PAST_S15_R1_16S	15453.0	650639.0
122022-BEL-CBC-T2-83-PAST_S75_R1_16S	54212.0	424996.0
122022-BEL-CBC-T2-88-MCAV_S89_R1_16S	46941.0	478239.0
122022-BEL-CBC-T2-90-SSID_S64_R1_16S	87163.0	880693.0
122022-BEL-CBC-T2-93-OFAV_S9_R1_16S	6867.0	355060.0
122022-BEL-CBC-T2-94-PAST_S16_R1_16S	15124.0	761101.0
122022-BEL-CBC-T4-34-PSTR_S25_R1_16S	3230.0	39411.0
