Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
122022-BEL-CBC-T3-128-MCAV_S68_R2_16S	122022-BEL-CBC-T3-128-MCAV_S68_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1040997.0	241.8 Mbp	0.0	189-251	40.0	1.8349716665850142	232.73159336674362	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T3-129-PAST_S16_R2_16S	122022-BEL-CBC-T3-129-PAST_S16_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	530581.0	124.6 Mbp	0.0	198-251	53.0	4.009189925760628	234.51055446764963	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T3-132-MCAV_S55_R2_16S	122022-BEL-CBC-T3-132-MCAV_S55_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	851633.0	196.7 Mbp	0.0	194-251	38.0	2.2281898423381903	230.50049786703897	228	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T3-133-MCAV_S57_R2_16S	122022-BEL-CBC-T3-133-MCAV_S57_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	576807.0	133.4 Mbp	0.0	210-251	41.0	3.1084920952762363	231.43517849124578	229	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T3-145-MCAV_S93_R2_16S	122022-BEL-CBC-T3-145-MCAV_S93_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	550482.0	127.2 Mbp	0.0	205-251	38.0	1.7646353559244443	231.14460236665323	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T3-147-OFAV_S92_R2_16S	122022-BEL-CBC-T3-147-OFAV_S92_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1323323.0	305 Mbp	0.0	201-251	41.0	2.9686629794842228	230.9605239990539	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T4-10-OFAV_S64_R2_16S	122022-BEL-CBC-T4-10-OFAV_S64_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1497401.0	347.7 Mbp	0.0	197-251	42.0	1.8545466444860128	232.6229463583903	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T4-36-PSTR_S86_R2_16S	122022-BEL-CBC-T4-36-PSTR_S86_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	782467.0	180.4 Mbp	0.0	209-251	36.0	1.527987761784203	230.68046959168885	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T4-38-MCAV_S66_R2_16S	122022-BEL-CBC-T4-38-MCAV_S66_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	987657.0	229.2 Mbp	0.0	191-251	39.0	1.5379833282202222	232.47898460700426	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T4-5-MCAV_S21_R2_16S	122022-BEL-CBC-T4-5-MCAV_S21_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	495918.0	115.5 Mbp	0.0	207-251	43.0	2.454639678333918	232.95630325981313	231	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T4-6-MCAV_S87_R2_16S	122022-BEL-CBC-T4-6-MCAV_S87_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	837677.0	193.3 Mbp	0.0	202-251	36.0	1.5765026376515052	231.32470689776608	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122022-BEL-CBC-T4-9-OFAV_S9_R2_16S	122022-BEL-CBC-T4-9-OFAV_S9_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	451973.0	105.2 Mbp	0.0	199-251	40.0	1.7545295847318312	232.2941337203771	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122023-BEL-CBC-T1-511-OANN_S14_R2_16S	122023-BEL-CBC-T1-511-OANN_S14_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	569405.0	132.5 Mbp	0.0	209-251	40.0	2.0797147900000876	232.74767169238064	231	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122023-BEL-CBC-T3-479-PAST_S29_R2_16S	122023-BEL-CBC-T3-479-PAST_S29_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	544120.0	126.7 Mbp	0.0	198-251	48.0	4.908108505476734	232.37270822612658	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
122023-BEL-CBC-T3-530-PSTR_S31_R2_16S	122023-BEL-CBC-T3-530-PSTR_S31_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	452424.0	106 Mbp	0.0	207-251	46.0	2.2885611727052497	234.3695206266688	231	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
Negative_S96_R2_16S	Negative_S96_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	27732.0	6.5 Mbp	0.0	220-251	55.0	9.209577383528055	236.81721476994088	230	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
Undetermined_S0_R2_16S	Undetermined_S0_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2962302.0	717.8 Mbp	0.0	196-251	46.0	17.37783234558431	242.21587704427165	248	pass	pass	warn	pass	fail	fail	warn	warn	fail	fail	fail
