Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
042024_BEL_CBC_T1_929_PAST_S8_R1_16S	(1.0, 2.0211882071644687)	(2.0, 0.5820850203417333)	(3.0, 0.33361028421799777)	(4.0, 0.24915816368871244)	(5.0, 0.18989523055428906)	(6.0, 0.15464989470333873)	(7.0, 0.1407860783852364)	(8.0, 0.10700523017352227)	(9.0, 0.07996102510229446)	('>10', 1.3905798297093774)	('>50', 0.7474744910661372)	('>100', 2.4169903997953623)	('>500', 0.8692222301413035)	('>1k', 2.717503263366623)	('>5k', 2.7792070092331067)	('>10k+', 85.2206836423565)
042024_BEL_CBC_T1_933_SSID_S82_R1_16S	(1.0, 3.2420591456736036)	(2.0, 0.8903649789774936)	(3.0, 0.4328869731123909)	(4.0, 0.30131081510793906)	(5.0, 0.24308377203829984)	(6.0, 0.20012012860827474)	(7.0, 0.16818005158463767)	(8.0, 0.17298519591562733)	(9.0, 0.175529095855563)	('>10', 4.765431226371763)	('>50', 3.271031339433982)	('>100', 11.928770801681802)	('>500', 4.4595979224817155)	('>1k', 17.67883263258312)	('>5k', 6.159488393456524)	('>10k+', 45.91032752711727)
042024_BEL_CBC_T2_1017_MCAV_S94_R1_16S	(1.0, 1.6302350656011113)	(2.0, 0.5641412897311747)	(3.0, 0.3034732850629762)	(4.0, 0.18333582357763303)	(5.0, 0.1312426049839884)	(6.0, 0.10055202658773264)	(7.0, 0.09186982348879189)	(8.0, 0.05330468879349683)	(9.0, 0.05088174839379243)	('>10', 0.9522155770838296)	('>50', 0.6808462523169367)	('>100', 2.0867574192454157)	('>500', 0.40099663615107844)	('>1k', 2.0584897812488645)	('>5k', 0.0)	('>10k+', 90.71165797773317)
042024_BEL_CBC_T2_1028_PAST_S61_R1_16S	(1.0, 1.504228407177979)	(2.0, 0.42683291969685877)	(3.0, 0.24402334107376925)	(4.0, 0.1630149108740926)	(5.0, 0.12891485298716507)	(6.0, 0.10479529984763096)	(7.0, 0.0745211021138709)	(8.0, 0.05988302848436055)	(9.0, 0.08982454272654082)	('>10', 1.482936663716873)	('>50', 0.9444884325949978)	('>100', 1.5686026627986664)	('>500', 0.42350608478106094)	('>1k', 1.0660842487674076)	('>5k', 4.041938080948547)	('>10k+', 87.67640542141018)
042024_BEL_CBC_T2_1040_SSID_S34_R1_16S	(1.0, 1.5214682531865014)	(2.0, 0.38242942416422054)	(3.0, 0.24305076732136877)	(4.0, 0.16203384488091252)	(5.0, 0.11881661117787279)	(6.0, 0.10342585843462501)	(7.0, 0.10170209412738125)	(8.0, 0.07289060499202143)	(9.0, 0.06537991765331652)	('>10', 1.855632276747897)	('>50', 2.4910856760111106)	('>100', 6.768483678414531)	('>500', 2.068147790626662)	('>1k', 7.270099091822462)	('>5k', 5.519493311794488)	('>10k+', 71.25586079864463)
042024_BEL_CBC_T3_947_MCAV_S70_R1_16S	(1.0, 1.757350972058605)	(2.0, 0.7148734471414081)	(3.0, 0.4104417035412044)	(4.0, 0.23144582877171366)	(5.0, 0.1824647870712251)	(6.0, 0.11905307019552176)	(7.0, 0.0767323401143631)	(8.0, 0.06771316812985387)	(9.0, 0.06618684671709078)	('>10', 0.994051509184986)	('>50', 0.5884662828662096)	('>100', 1.6681305476579984)	('>500', 0.6696388307267926)	('>1k', 2.025012245260425)	('>5k', 0.7374907553487159)	('>10k+', 89.69094766521388)
042024_BEL_CBC_T3_949_PSTR_S26_R1_16S	(1.0, 2.2129217944428548)	(2.0, 0.6129145386311508)	(3.0, 0.3080696719163808)	(4.0, 0.1850231984424191)	(5.0, 0.11437980949463272)	(6.0, 0.10641857165315607)	(7.0, 0.1262712786755725)	(8.0, 0.07255811703624278)	(9.0, 0.10974415201731721)	('>10', 2.659557314865949)	('>50', 1.4728290006731781)	('>100', 5.2313394631505545)	('>500', 1.2130306316184087)	('>1k', 4.1867041281537585)	('>5k', 4.0805878819882535)	('>10k+', 77.30765044724018)
042024_BEL_CBC_T3_962_SSID_S51_R1_16S	(1.0, 2.838141065157125)	(2.0, 0.9623682996163914)	(3.0, 0.5093647735158499)	(4.0, 0.2930784865596038)	(5.0, 0.23249014558814723)	(6.0, 0.2282630520319991)	(7.0, 0.15041407903960435)	(8.0, 0.18317405409975235)	(9.0, 0.1743676091911104)	('>10', 2.175544150230905)	('>50', 0.9211541374439469)	('>100', 3.26965686568058)	('>500', 1.4868801583751052)	('>1k', 6.85387994349785)	('>5k', 5.2077792611744975)	('>10k+', 74.51344391879753)
052022_BEL_CBC_T1_11_PSTR_S85_R1_16S	(1.0, 2.105891628912816)	(2.0, 0.729640174322649)	(3.0, 0.3878907111583228)	(4.0, 0.2525092472638493)	(5.0, 0.15591685448520817)	(6.0, 0.13538146389447345)	(7.0, 0.09849381783333883)	(8.0, 0.07402881546289558)	(9.0, 0.05932446170656702)	('>10', 0.7471332848258675)	('>50', 0.9286559967143375)	('>100', 2.44396500363806)	('>500', 1.4022375970043683)	('>1k', 5.820135330759226)	('>5k', 2.5397968263948223)	('>10k+', 82.1189987856232)
052022_BEL_CBC_T1_12_MCAV_S24_R1_16S	(1.0, 3.032353092297943)	(2.0, 0.8455078470664132)	(3.0, 0.37593984962406013)	(4.0, 0.22151049605791243)	(5.0, 0.14843486849241555)	(6.0, 0.12674054155890868)	(7.0, 0.1039044079446909)	(8.0, 0.10047898790255821)	(9.0, 0.13616044667477348)	('>10', 2.662407727747615)	('>50', 0.7259035972619476)	('>100', 6.638749493323286)	('>500', 0.3002951570269638)	('>1k', 2.0110070164020533)	('>5k', 0.0)	('>10k+', 82.57060647061846)
052022_BEL_CBC_T1_13_MCAV_S75_R1_16S	(1.0, 2.672408039270018)	(2.0, 0.9942903141641873)	(3.0, 0.45568268466475065)	(4.0, 0.2669778711750869)	(5.0, 0.17596268781994365)	(6.0, 0.1468378291462978)	(7.0, 0.11043175580424049)	(8.0, 0.07443019438820604)	(9.0, 0.061890324681497424)	('>10', 1.8419450551450882)	('>50', 1.2495373394846112)	('>100', 2.2145005390121413)	('>500', 3.1606539339796083)	('>1k', 3.307491763125906)	('>5k', 1.9606693054327975)	('>10k+', 81.30629036270561)
052022_BEL_CBC_T1_39_MCAV_S77_R1_16S	(1.0, 1.117629146664756)	(2.0, 0.35054094719495593)	(3.0, 0.22139428243891954)	(4.0, 0.1558357813283657)	(5.0, 0.11239879630293043)	(6.0, 0.1047861288242459)	(7.0, 0.08463495020419862)	(8.0, 0.07666403955004657)	(9.0, 0.05884144157053808)	('>10', 0.8751880776671205)	('>50', 0.5297520957225765)	('>100', 1.5740309522103604)	('>500', 0.9749588020348212)	('>1k', 3.154152038403668)	('>5k', 2.0793329512072796)	('>10k+', 88.52985956867522)
052022_BEL_CBC_T1_40_MCAV_S46_R1_16S	(1.0, 2.307373211809465)	(2.0, 0.8187453332227134)	(3.0, 0.4401882118687258)	(4.0, 0.28255484574449174)	(5.0, 0.18133763170682565)	(6.0, 0.13511431382077205)	(7.0, 0.09789861685610327)	(8.0, 0.09292072108375903)	(9.0, 0.08106858829246323)	('>10', 1.439797091486613)	('>50', 0.6869496165835042)	('>100', 2.1284060066608985)	('>500', 0.4928116814620791)	('>1k', 5.099261612127102)	('>5k', 0.0)	('>10k+', 85.71557251727448)
052022_BEL_CBC_T1_41_OANN_S4_R1_16S	(1.0, 2.120500273906463)	(2.0, 0.6878301965627059)	(3.0, 0.32868775591684385)	(4.0, 0.18569929712816038)	(5.0, 0.10584859936305141)	(6.0, 0.08690727105597905)	(7.0, 0.08709297035310722)	(8.0, 0.049024614441834334)	(9.0, 0.038439754505529194)	('>10', 1.2688832972767197)	('>50', 0.4831895711274733)	('>100', 3.473691052079368)	('>500', 0.457377368826659)	('>1k', 2.8675685462530525)	('>5k', 1.0057473932461167)	('>10k+', 86.75351203795694)
052022_BEL_CBC_T1_52_PAST_S30_R1_16S	(1.0, 2.4437278159930775)	(2.0, 0.6747894326270631)	(3.0, 0.3487561739885513)	(4.0, 0.2004485746949905)	(5.0, 0.14506146852926946)	(6.0, 0.11381745992296524)	(7.0, 0.10722375680799848)	(8.0, 0.10468771714839586)	(9.0, 0.08034173641621077)	('>10', 2.414208314355303)	('>50', 1.4012126327236356)	('>100', 4.15058394849202)	('>500', 3.6349563649016168)	('>1k', 4.782362148492223)	('>5k', 2.8589282290632174)	('>10k+', 76.53889422584345)
052022_BEL_CBC_T1_60_MCAV_S92_R1_16S	(1.0, 1.2889779491341993)	(2.0, 0.391893262987013)	(3.0, 0.23779931006493504)	(4.0, 0.1572646103896104)	(5.0, 0.11942809794372294)	(6.0, 0.07990056818181819)	(7.0, 0.06954308712121213)	(8.0, 0.027056277056277056)	(9.0, 0.028535917207792208)	('>10', 0.8869385822510822)	('>50', 0.726080560064935)	('>100', 1.821859780844156)	('>500', 0.556344696969697)	('>1k', 1.8586394074675323)	('>5k', 0.0)	('>10k+', 91.74973789231602)
052022_BEL_CBC_T1_70_MCAV_S36_R1_16S	(1.0, 2.2487299204914915)	(2.0, 0.6209277597153973)	(3.0, 0.33671875341860336)	(4.0, 0.20566317622708716)	(5.0, 0.16846877201580543)	(6.0, 0.09845577585339278)	(7.0, 0.08117131742579715)	(8.0, 0.07351364597053328)	(9.0, 0.05907346551203567)	('>10', 1.3904143456629137)	('>50', 0.7438880842256343)	('>100', 2.15990093161043)	('>500', 1.1379299782522132)	('>1k', 2.770983113740488)	('>5k', 1.906760192360707)	('>10k+', 85.99740076751748)
052022_BEL_CBC_T2_45_PSTR_S31_R1_16S	(1.0, 1.520768276481237)	(2.0, 0.4761236553171912)	(3.0, 0.28253261481945346)	(4.0, 0.19366085335042352)	(5.0, 0.15079576180133913)	(6.0, 0.11204962856071728)	(7.0, 0.09529454391612405)	(8.0, 0.07065060691803483)	(9.0, 0.07539788090066957)	('>10', 0.8890317725273859)	('>50', 0.5136480636358115)	('>100', 1.5487632304082446)	('>500', 1.7486723340740478)	('>1k', 4.493015573153049)	('>5k', 2.349865714977859)	('>10k+', 85.47972948915842)
052022_BEL_CBC_T2_46_PSTR_S68_R1_16S	(1.0, 1.3335610005976266)	(2.0, 0.40700697748422504)	(3.0, 0.23842971678709746)	(4.0, 0.17633864470712418)	(5.0, 0.1404810505809396)	(6.0, 0.12573442096194593)	(7.0, 0.09779343852595794)	(8.0, 0.07450928649596797)	(9.0, 0.11735212623114953)	('>10', 1.646034320840092)	('>50', 1.176625815915494)	('>100', 1.960215145564757)	('>500', 0.9413006527323952)	('>1k', 2.6385601080384657)	('>5k', 1.3925475190736012)	('>10k+', 87.53350977546316)
052022_BEL_CBC_T3_50_MCAV_S47_R1_16S	(1.0, 3.66460616213148)	(2.0, 1.4148951634674622)	(3.0, 0.7932827090673735)	(4.0, 0.5163952015394945)	(5.0, 0.3789897759287845)	(6.0, 0.2803486013719776)	(7.0, 0.20351231803299114)	(8.0, 0.20212788049535174)	(9.0, 0.19001405204100702)	('>10', 2.5158691152751915)	('>50', 1.177118016377896)	('>100', 4.584911015277268)	('>500', 4.148120972152039)	('>1k', 16.067435952458414)	('>5k', 3.725175304403203)	('>10k+', 60.13719775998007)
052022_BEL_CBC_T3_54_PAST_S93_R1_16S	(1.0, 1.9493064079900706)	(2.0, 0.6028112957878432)	(3.0, 0.285164277190619)	(4.0, 0.17711642156443722)	(5.0, 0.13420501054834286)	(6.0, 0.10257707812612193)	(7.0, 0.06582029179759491)	(8.0, 0.061546246875673165)	(9.0, 0.04308237281297121)	('>10', 1.9823020347873064)	('>50', 1.1462988480594125)	('>100', 2.883099742531534)	('>500', 2.4170578842451866)	('>1k', 5.681573395609017)	('>5k', 0.9060975234474103)	('>10k+', 81.56194116862646)
052022_BEL_CBC_T3_60_MCAV_S80_R1_16S	(1.0, 2.0067916032997397)	(2.0, 0.7062762948661491)	(3.0, 0.37331747014353595)	(4.0, 0.22701738049269077)	(5.0, 0.1702630353695181)	(6.0, 0.13305740912210487)	(7.0, 0.09564158159645769)	(8.0, 0.07987648572890972)	(9.0, 0.06810521414780724)	('>10', 0.7390676942706489)	('>50', 0.8319766592500648)	('>100', 2.422359530368304)	('>500', 0.9699737984106681)	('>1k', 5.353406154062823)	('>5k', 0.9177387807695259)	('>10k+', 84.90513090810106)
062019_BEL_CBC_T1_18_PAST_S42_R1_16S	(1.0, 3.0352723605579177)	(2.0, 1.1628776883691283)	(3.0, 0.6562508416349713)	(4.0, 0.3698705153948128)	(5.0, 0.25884951117840865)	(6.0, 0.20109464914669437)	(7.0, 0.13196836350251817)	(8.0, 0.12209317983906444)	(9.0, 0.10234281251215695)	('>10', 2.0836637529887394)	('>50', 1.0195379012541483)	('>100', 1.9475059176289982)	('>500', 1.3065167234739101)	('>1k', 0.766074853892169)	('>5k', 2.074087817315087)	('>10k+', 84.76199311131127)
062019_BEL_CBC_T1_1_PAST_S7_R1_16S	(1.0, 2.3873595020614085)	(2.0, 0.694856796331156)	(3.0, 0.32847775826563747)	(4.0, 0.2055091615815783)	(5.0, 0.1094925860885458)	(6.0, 0.09348982350637373)	(7.0, 0.08843631953305624)	(8.0, 0.08254056489751915)	(9.0, 0.09475319949970311)	('>10', 1.6619711192247926)	('>50', 0.6369520633035598)	('>100', 4.321588147848681)	('>500', 0.1846634576916436)	('>1k', 2.3839904994125303)	('>5k', 1.8150501770832015)	('>10k+', 84.91086882367061)
062019_BEL_CBC_T1_24_MCAV_S69_R1_16S	(1.0, 1.7169436235432247)	(2.0, 0.5596952696076797)	(3.0, 0.30369639033241497)	(4.0, 0.1987952209095215)	(5.0, 0.15343255305097298)	(6.0, 0.10606859102219436)	(7.0, 0.08989146314616785)	(8.0, 0.04269427563157508)	(9.0, 0.04352814820250429)	('>10', 0.809690266372254)	('>50', 0.6761038805093961)	('>100', 2.288313109143913)	('>500', 0.8835713761565812)	('>1k', 2.2524565885939576)	('>5k', 0.9561182898274216)	('>10k+', 88.91900095395022)
062019_BEL_CBC_T1_3_MCAV_S23_R1_16S	(1.0, 2.103317972938202)	(2.0, 0.6911114560761455)	(3.0, 0.34704427578962144)	(4.0, 0.2228568633747079)	(5.0, 0.15204452033675203)	(6.0, 0.11865852076630438)	(7.0, 0.10866398586304934)	(8.0, 0.059541910061944855)	(9.0, 0.06507080171055402)	('>10', 1.354791103588038)	('>50', 0.623914157577665)	('>100', 3.0472698970988206)	('>500', 0.7304516466527877)	('>1k', 2.8794893005314117)	('>5k', 3.045143400310894)	('>10k+', 84.4506301873231)
062019_BEL_CBC_T1_6_MCAV_S9_R1_16S	(1.0, 1.483544910151381)	(2.0, 0.49152601365441806)	(3.0, 0.2704218970945574)	(4.0, 0.18287693738942581)	(5.0, 0.12181963732553688)	(6.0, 0.0941521264753302)	(7.0, 0.06731051147139834)	(8.0, 0.05285733416158889)	(9.0, 0.05096957222724642)	('>10', 0.6254981184322845)	('>50', 0.4932957904678641)	('>100', 1.3583037043198483)	('>500', 0.3085310911440958)	('>1k', 1.9769586857401413)	('>5k', 0.6688576503617129)	('>10k+', 91.75307601958316)
062019_BEL_CBC_T1_8_PAST_S29_R1_16S	(1.0, 3.279081869540966)	(2.0, 0.8968162710765846)	(3.0, 0.380476951697189)	(4.0, 0.20067744217280073)	(5.0, 0.12931853804613713)	(6.0, 0.13835525516261415)	(7.0, 0.10906382726782649)	(8.0, 0.10220838669670596)	(9.0, 0.08974394929466865)	('>10', 2.19810353584928)	('>50', 0.8572416823251161)	('>100', 7.062661842929392)	('>500', 1.311570425629376)	('>1k', 1.6960983194822272)	('>5k', 0.0)	('>10k+', 81.54858170282911)
062019_BEL_CBC_T1_9_MCAV_S76_R1_16S	(1.0, 1.6941931635826575)	(2.0, 0.5714529161992132)	(3.0, 0.30759617705951686)	(4.0, 0.17836601956913814)	(5.0, 0.1384608830254058)	(6.0, 0.11076870642032464)	(7.0, 0.07853217262876862)	(8.0, 0.063621000610648)	(9.0, 0.05240211880653819)	('>10', 0.6930144709374156)	('>50', 0.7556413934135223)	('>100', 2.2336935683144694)	('>500', 1.405626482241504)	('>1k', 2.259965633298777)	('>5k', 0.7607537952483064)	('>10k+', 88.6959114986438)
062019_BEL_CBC_T2_22_PAST_S60_R1_16S	(1.0, 1.5186842538431646)	(2.0, 0.4067586073481273)	(3.0, 0.22297906134978696)	(4.0, 0.12998627168488341)	(5.0, 0.10266539734902672)	(6.0, 0.08756255377206246)	(7.0, 0.060581069179508326)	(8.0, 0.06041137430785704)	(9.0, 0.05879927302716984)	('>10', 1.184979288740915)	('>50', 0.9155886799945019)	('>100', 2.7176633694953103)	('>500', 1.0272479055410466)	('>1k', 4.6108642050728585)	('>5k', 2.8603767565540403)	('>10k+', 84.03485193273974)
062019_BEL_CBC_T2_5_MCAV_S20_R1_16S	(1.0, 2.75371392794126)	(2.0, 0.8074828770372057)	(3.0, 0.33468040298252605)	(4.0, 0.22312026865501738)	(5.0, 0.1555770580757774)	(6.0, 0.13432750868006146)	(7.0, 0.09827916595518621)	(8.0, 0.08499819758286375)	(9.0, 0.07854744151630713)	('>10', 1.9409186635551257)	('>50', 1.3273379247538277)	('>100', 4.230557610943518)	('>500', 0.6405221317851518)	('>1k', 3.123304304931034)	('>5k', 5.307833874058474)	('>10k+', 78.75879864154666)
062019_BEL_CBC_T3_11_MCAV_S13_R1_16S	(1.0, 2.5020291876167806)	(2.0, 0.7495737344133877)	(3.0, 0.3497284429457812)	(4.0, 0.17758796324038112)	(5.0, 0.09396909097842251)	(6.0, 0.15852177086794755)	(7.0, 0.09342434262492443)	(8.0, 0.09151772338768106)	(9.0, 0.08824923326669246)	('>10', 1.6124551263543805)	('>50', 0.7035424985427982)	('>100', 4.061098975328347)	('>500', 0.21517559963175012)	('>1k', 1.4879801275800644)	('>5k', 2.1035457670329194)	('>10k+', 85.51160041618773)
062019_BEL_CBC_T3_14_MCAV_S33_R1_16S	(1.0, 1.5132978900814484)	(2.0, 0.4589389704558038)	(3.0, 0.22413298557143907)	(4.0, 0.1515565902435445)	(5.0, 0.11540180507100879)	(6.0, 0.07924701989847309)	(7.0, 0.08591764446905165)	(8.0, 0.09072049415986819)	(9.0, 0.06723989567143172)	('>10', 1.2144539093195297)	('>50', 0.7180260287770743)	('>100', 1.6922040410643646)	('>500', 0.6098284982422905)	('>1k', 3.0766254644422357)	('>5k', 0.715357778948843)	('>10k+', 89.18705098358359)
062024_BEL_CBC_T1_1356_PAST_S37_R1_16S	(1.0, 1.5263583414457076)	(2.0, 0.4777005956407676)	(3.0, 0.3354068011945815)	(4.0, 0.22122857095715018)	(5.0, 0.18842707938026962)	(6.0, 0.16275347732110154)	(7.0, 0.1339779233421882)	(8.0, 0.12196610952530235)	(9.0, 0.14433976273367763)	('>10', 2.5073671358093947)	('>50', 1.6295147425214909)	('>100', 5.195307472734172)	('>500', 2.957216163149471)	('>1k', 6.12312109162308)	('>5k', 2.705298067879948)	('>10k+', 75.5700166647417)
062024_BEL_CBC_T2_1372_OFAV_S67_R1_16S	(1.0, 1.3598789578566683)	(2.0, 0.48843878831331783)	(3.0, 0.38352856826544923)	(4.0, 0.2736100713811246)	(5.0, 0.23064432799468595)	(6.0, 0.189787332749913)	(7.0, 0.17528968927596134)	(8.0, 0.12757926257077487)	(9.0, 0.12810644960619127)	('>10', 1.776488512594498)	('>50', 0.9422150290480057)	('>100', 1.9001138723996498)	('>500', 0.7132840589184231)	('>1k', 3.9896196872726506)	('>5k', 2.489245384477505)	('>10k+', 84.83217000727518)
062024_BEL_CBC_T2_1384_MCAV_S91_R1_16S	(1.0, 2.5173913841522735)	(2.0, 0.8158807657715533)	(3.0, 0.4735595895816891)	(4.0, 0.3542519410436666)	(5.0, 0.27991409849305265)	(6.0, 0.22026027422404143)	(7.0, 0.25054606192984713)	(8.0, 0.17987922394963382)	(9.0, 0.18584460637653494)	('>10', 2.815201629926029)	('>50', 1.0567904407040987)	('>100', 2.399460362328151)	('>500', 2.063104568565188)	('>1k', 12.607147445898569)	('>5k', 7.855490905086176)	('>10k+', 65.9252767019695)
062024_BEL_CBC_T2_1393_PAST_S55_R1_16S	(1.0, 1.6859470961428453)	(2.0, 0.5060530859204073)	(3.0, 0.3059903982323314)	(4.0, 0.22757906562242358)	(5.0, 0.1665464980236827)	(6.0, 0.15392620438462104)	(7.0, 0.12599604633095995)	(8.0, 0.10427259006700133)	(9.0, 0.10427259006700133)	('>10', 1.9230431045094791)	('>50', 1.0724146242307568)	('>100', 3.503683160287039)	('>500', 1.6901883423658084)	('>1k', 7.2134288199922)	('>5k', 1.3648537235555713)	('>10k+', 79.85180465026787)
062024_BEL_CBC_T2_1399_PAST_S44_R1_16S	(1.0, 1.5376131962845412)	(2.0, 0.5157528462859972)	(3.0, 0.29754971901115224)	(4.0, 0.2176571644876685)	(5.0, 0.19290685146900388)	(6.0, 0.1506857292606936)	(7.0, 0.11720001164720613)	(8.0, 0.12666336662493083)	(9.0, 0.12939318056081298)	('>10', 2.287584078269225)	('>50', 0.9286827009871008)	('>100', 1.8426244067204378)	('>500', 0.66043298488775)	('>1k', 4.1560507235826805)	('>5k', 3.6126357627464114)	('>10k+', 83.2265672771744)
062024_BEL_CBC_T2_1402_MCAV_S95_R1_16S	(1.0, 1.8613586973638625)	(2.0, 0.5264176156431518)	(3.0, 0.26185901906351655)	(4.0, 0.18177155275199433)	(5.0, 0.10573345271465016)	(6.0, 0.08098732548356183)	(7.0, 0.06928915624704733)	(8.0, 0.04679267694605794)	(9.0, 0.056691127838493276)	('>10', 1.3709354486022938)	('>50', 0.723486774319819)	('>100', 1.9913883477235814)	('>500', 2.151113350760606)	('>1k', 2.967285619800501)	('>5k', 6.275617865804002)	('>10k+', 81.32927196893685)
062024_BEL_CBC_T3_1418_SSID_S21_R1_16S	(1.0, 4.104204246726302)	(2.0, 1.1660335773343757)	(3.0, 0.6852140293416897)	(4.0, 0.5097549113161897)	(5.0, 0.4309522197117545)	(6.0, 0.3379896694596475)	(7.0, 0.30166655379822815)	(8.0, 0.23394549070066675)	(9.0, 0.23825501289778428)	('>10', 4.3480000738775235)	('>50', 2.7285431968035656)	('>100', 8.58641515474263)	('>500', 4.994428403445155)	('>1k', 14.408271820034352)	('>5k', 8.446971329364468)	('>10k+', 48.479354310445665)
