Sample	Unique Reads	Duplicate Reads
012024_BEL_CBC_T1_565_PAST_S53_R1_16S	29245.0	1185655.0
012024_BEL_CBC_T2_585_OFAV_S43_R1_16S	9840.0	617161.0
012024_BEL_CBC_T2_593_MCAV_S6_R1_16S	9255.0	409286.0
012024_BEL_CBC_T3_625_SSID_S54_R1_16S	36382.0	2514633.0
012024_BEL_CBC_T3_642_PSTR_S40_R1_16S	15476.0	833866.0
012024_BEL_CBC_T3_644_PSTR_S16_R1_16S	23111.0	1004631.0
022024_BEL_CBC_T1_771_PAST_S10_R1_16S	30905.0	1417668.0
022024_BEL_CBC_T2_808_PAST_S15_R1_16S	15280.0	434416.0
022024_BEL_CBC_T4_872_PSTR_S89_R1_16S	11680.0	401154.0
042024_BEL_CBC_T1_1146_OANN_S52_R1_16S	12554.0	644698.0
042024_BEL_CBC_T1_929_PAST_S8_R1_16S	27495.0	996754.0
042024_BEL_CBC_T1_933_SSID_S82_R1_16S	31069.0	676506.0
042024_BEL_CBC_T2_1017_MCAV_S94_R1_16S	10856.0	484410.0
042024_BEL_CBC_T2_1028_PAST_S61_R1_16S	12043.0	589129.0
042024_BEL_CBC_T2_1040_SSID_S34_R1_16S	16786.0	795390.0
042024_BEL_CBC_T3_947_MCAV_S70_R1_16S	17741.0	702946.0
042024_BEL_CBC_T3_949_PSTR_S26_R1_16S	29001.0	963307.0
042024_BEL_CBC_T3_962_SSID_S51_R1_16S	10964.0	272919.0
052022_BEL_CBC_T1_11_PSTR_S85_R1_16S	22201.0	766681.0
052022_BEL_CBC_T1_12_MCAV_S24_R1_16S	13659.0	336663.0
052022_BEL_CBC_T1_13_MCAV_S75_R1_16S	17758.0	476665.0
052022_BEL_CBC_T1_39_MCAV_S77_R1_16S	17167.0	1099393.0
052022_BEL_CBC_T1_40_MCAV_S46_R1_16S	13161.0	408704.0
052022_BEL_CBC_T1_41_OANN_S4_R1_16S	14892.0	523613.0
052022_BEL_CBC_T1_52_PAST_S30_R1_16S	31433.0	954356.0
052022_BEL_CBC_T1_60_MCAV_S92_R1_16S	8134.0	464954.0
052022_BEL_CBC_T1_70_MCAV_S36_R1_16S	13226.0	443832.0
052022_BEL_CBC_T2_45_PSTR_S31_R1_16S	58649.0	2806153.0
052022_BEL_CBC_T2_46_PSTR_S68_R1_16S	11951.0	632264.0
052022_BEL_CBC_T3_50_MCAV_S47_R1_16S	14869.0	274057.0
052022_BEL_CBC_T3_54_PAST_S93_R1_16S	15101.0	569825.0
052022_BEL_CBC_T3_60_MCAV_S80_R1_16S	25645.0	925824.0
062019_BEL_CBC_T1_18_PAST_S42_R1_16S	13987.0	320184.0
062019_BEL_CBC_T1_1_PAST_S7_R1_16S	14621.0	460297.0
062019_BEL_CBC_T1_24_MCAV_S69_R1_16S	13669.0	585943.0
062019_BEL_CBC_T1_3_MCAV_S23_R1_16S	13140.0	457117.0
062019_BEL_CBC_T1_6_MCAV_S9_R1_16S	33499.0	1661630.0
062019_BEL_CBC_T1_8_PAST_S29_R1_16S	13263.0	307650.0
062019_BEL_CBC_T1_9_MCAV_S76_R1_16S	15894.0	688276.0
062019_BEL_CBC_T2_22_PAST_S60_R1_16S	23246.0	1155340.0
062019_BEL_CBC_T2_5_MCAV_S20_R1_16S	9381.0	254154.0
062019_BEL_CBC_T3_11_MCAV_S13_R1_16S	11864.0	355278.0
062019_BEL_CBC_T3_14_MCAV_S33_R1_16S	14992.0	734563.0
062024_BEL_CBC_T1_1356_PAST_S37_R1_16S	33648.0	1481527.0
062024_BEL_CBC_T2_1372_OFAV_S67_R1_16S	15577.0	743167.0
062024_BEL_CBC_T2_1384_MCAV_S91_R1_16S	7680.0	210244.0
062024_BEL_CBC_T2_1393_PAST_S55_R1_16S	22503.0	944194.0
062024_BEL_CBC_T2_1399_PAST_S44_R1_16S	12049.0	537439.0
062024_BEL_CBC_T2_1402_MCAV_S95_R1_16S	5354.0	216903.0
062024_BEL_CBC_T3_1418_SSID_S21_R1_16S	18179.0	306683.0
062024_BEL_CBC_T4_1458_MCAV_S58_R1_16S	27987.0	2895576.0
082024_BEL_CBC_T2_1517_MCAV_S28_R1_16S	15001.0	790683.0
082024_BEL_CBC_T3_1559_PSTR_S74_R1_16S	13343.0	633773.0
082024_BEL_CBC_T3_1564_PAST_S48_R1_16S	24561.0	622220.0
082024_BEL_CBC_T4_1608_MCAV_S11_R1_16S	17679.0	749490.0
092023_BEL_CBC_T1_188_SSID_S3_R1_16S	27208.0	364723.0
092023_BEL_CBC_T1_194_SSID_S39_R1_16S	12923.0	465360.0
092023_BEL_CBC_T2_173_SSID_S14_R1_16S	57369.0	1115524.0
092023_BEL_CBC_T2_192_OFAV_S64_R1_16S	25108.0	807257.0
092023_BEL_CBC_T2_196_SSID_S63_R1_16S	49658.0	1255626.0
092023_BEL_CBC_T3_172_PSTR_S57_R1_16S	33259.0	684569.0
092023_BEL_CBC_T3_183_SSID_S79_R1_16S	27703.0	575136.0
092023_BEL_CBC_T3_196_SSID_S25_R1_16S	32284.0	502447.0
092023_BEL_CBC_T4_84_OANN_S12_R1_16S	6773.0	176759.0
092023_BEL_CBC_T4_88_OFAV_S71_R1_16S	14929.0	700711.0
092023_BEL_CBC_T4_91_MCAV_S78_R1_16S	23549.0	1068612.0
102019_BEL_CBC_T1_25_PSTR_S65_R1_16S	16205.0	932808.0
102019_BEL_CBC_T1_27_PSTR_S88_R1_16S	10133.0	590391.0
102019_BEL_CBC_T1_28_PSTR_S19_R1_16S	16328.0	504518.0
102019_BEL_CBC_T1_31_PSTR_S22_R1_16S	16521.0	580792.0
102019_BEL_CBC_T2_33_PSTR_S72_R1_16S	31604.0	2735121.0
102019_BEL_CBC_T3_36_PSTR_S83_R1_16S	20837.0	1720230.0
112023_BEL_CBC_T2_308_PAST_S62_R1_16S	16287.0	601176.0
112023_BEL_CBC_T3_347_MCAV_S81_R1_16S	12187.0	512999.0
112023_BEL_CBC_T4_396_MCAV_S1_R1_16S	4480.0	113046.0
122022_BEL_CBC_T1_120_OANN_S35_R1_16S	19400.0	1001002.0
122022_BEL_CBC_T1_136_OANN_S66_R1_16S	17280.0	651538.0
122022_BEL_CBC_T1_139_PAST_S18_R1_16S	13122.0	360527.0
122022_BEL_CBC_T2_101_OFAV_S50_R1_16S	36002.0	2131569.0
122022_BEL_CBC_T2_102_OFAV_S27_R1_16S	19429.0	802746.0
122022_BEL_CBC_T2_116_PSTR_S32_R1_16S	29005.0	1244933.0
122022_BEL_CBC_T2_117_PSTR_S56_R1_16S	21290.0	1120727.0
122022_BEL_CBC_T2_119_OANN_S5_R1_16S	15825.0	560232.0
122022_BEL_CBC_T2_89_PAST_S17_R1_16S	16163.0	641632.0
122022_BEL_CBC_T3_121_OFAV_S73_R1_16S	12818.0	662601.0
122022_BEL_CBC_T4_12_PSTR_S86_R1_16S	17868.0	589588.0
122022_BEL_CBC_T4_13_PSTR_S49_R1_16S	40419.0	2559878.0
122022_BEL_CBC_T4_14_MCAV_S38_R1_16S	18979.0	893698.0
122022_BEL_CBC_T4_15_MCAV_S2_R1_16S	17834.0	337669.0
122022_BEL_CBC_T4_35_PSTR_S87_R1_16S	21214.0	770426.0
122022_BEL_CBC_T4_3_MCAV_S84_R1_16S	19952.0	408392.0
122022_BEL_CBC_T4_4_PSTR_S41_R1_16S	11056.0	605352.0
122023_BEL_CBC_T2_517_SSID_S59_R1_16S	36946.0	2460124.0
122023_BEL_CBC_T2_519_PAST_S90_R1_16S	12296.0	690548.0
122023_BEL_CBC_T4_538_OFAV_S45_R1_16S	7970.0	382053.0
Negative_S96_R1_16S	2291.0	23462.0
Undetermined_S0_R1_16S	539161.0	5757853.0
