Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
012024-BEL-CBC-T1-559-MCAV_S19_R2_16S	97.18664934197632	35.0	251.0	251	36.36363636363637	1.37761
012024-BEL-CBC-T2-591-PAST_S16_R2_16S	89.71396201699572	46.0	251.0	251	36.36363636363637	0.975642
012024-BEL-CBC-T2-595-PAST_S86_R2_16S	94.26531930500663	42.0	251.0	251	36.36363636363637	1.1874069999999999
012024-BEL-CBC-T2-599-MCAV_S81_R2_16S	97.35705945635563	35.0	251.0	251	45.45454545454545	1.198173
012024-BEL-CBC-T4-665-MCAV_S24_R2_16S	96.03085564130008	36.0	251.0	251	36.36363636363637	0.968899
012024-BEL-CBC-T4-669-MCAV_S23_R2_16S	95.89677337789841	36.0	251.0	251	36.36363636363637	1.265565
022024-BEL-CBC-T2-805-SSID_S12_R2_16S	94.11874047362356	50.0	251.0	251	45.45454545454545	0.484182
022024-BEL-CBC-T2-806-SSID_S55_R2_16S	91.17561141677373	45.0	251.0	251	45.45454545454545	0.455295
022024-BEL-CBC-T2-809-MCAV_S69_R2_16S	97.47655170600761	35.0	251.0	251	45.45454545454545	0.6846979999999999
022024-BEL-CBC-T2-810-SSID_S57_R2_16S	90.73810973547121	45.0	251.0	251	45.45454545454545	0.428649
022024-BEL-CBC-T2-811-PAST_S76_R2_16S	96.50858259770982	43.0	251.0	251	45.45454545454545	1.1168529999999999
022024-BEL-CBC-T2-812-PAST_S1_R2_16S	96.90719665379335	45.0	251.0	251	45.45454545454545	0.467634
022024-BEL-CBC-T2-813-MCAV_S79_R2_16S	97.41233383462617	38.0	251.0	251	45.45454545454545	0.984787
022024-BEL-CBC-T2-815-OFAV_S66_R2_16S	97.50722657867641	35.0	251.0	251	45.45454545454545	0.9779869999999999
022024-BEL-CBC-T3-844-OFAV_S48_R2_16S	96.81468172982066	37.0	251.0	251	45.45454545454545	1.547883
022024-BEL-CBC-T3-847-PAST_S17_R2_16S	89.9675966982741	45.0	251.0	251	36.36363636363637	0.58636
022024-BEL-CBC-T3-848-MCAV_S7_R2_16S	98.60905779349424	35.0	251.0	251	45.45454545454545	0.9388599999999999
022024-BEL-CBC-T3-854-PAST_S62_R2_16S	92.1516398592004	46.0	251.0	251	45.45454545454545	0.517331
022024-BEL-CBC-T4-870-MCAV_S5_R2_16S	98.43494864954093	35.0	251.0	251	45.45454545454545	0.784511
022024-BEL-CBC-T4-873-MCAV_S51_R2_16S	97.05058738826709	35.0	251.0	251	45.45454545454545	0.565299
042024-BEL-CBC-T1-928-OANN_S21_R2_16S	95.34817903108569	37.0	251.0	251	36.36363636363637	0.8020729999999999
042024-BEL-CBC-T2-1027-PAST_S73_R2_16S	96.93533928878958	45.0	251.0	251	45.45454545454545	1.132295
042024-BEL-CBC-T2-1034-SSID_S44_R2_16S	84.80908530566279	43.0	251.0	251	36.36363636363637	0.431554
042024-BEL-CBC-T3-944-SSID_S70_R2_16S	92.67793128156912	45.0	251.0	251	45.45454545454545	0.965738
042024-BEL-CBC-T3-946-OFAV_S13_R2_16S	97.46161898115841	38.0	251.0	251	45.45454545454545	0.641984
042024-BEL-CBC-T3-955-OFAV_S30_R2_16S	96.55065265904311	34.0	251.0	251	36.36363636363637	0.778814
042024-BEL-CBC-T4-1041-MCAV_S39_R2_16S	95.07632929406184	35.0	251.0	251	36.36363636363637	0.834804
042024-BEL-CBC-T4-1042-OFAV_S34_R2_16S	93.83904081425331	37.0	251.0	251	36.36363636363637	0.8268679999999999
042024-BEL-CBC-T4-1044-PSTR_S6_R2_16S	97.68587368462639	39.0	251.0	251	45.45454545454545	0.708734
042024-BEL-CBC-T4-1045-MCAV_S54_R2_16S	97.59785177073158	35.0	251.0	251	45.45454545454545	0.828217
052022-BEL-CBC-T1-1-PAST_S74_R2_16S	97.64162312605254	43.0	251.0	251	45.45454545454545	1.273715
052022-BEL-CBC-T2-12-MCAV_S18_R2_16S	93.27123940099553	39.0	251.0	251	36.36363636363637	1.135484
052022-BEL-CBC-T2-3-SSID_S25_R2_16S	86.9557931204983	53.0	251.0	251	27.27272727272727	0.6026889999999999
052022-BEL-CBC-T2-5-PAST_S40_R2_16S	85.50579813831551	54.0	251.0	251	27.27272727272727	1.5784289999999999
052022-BEL-CBC-T3-1-MCAV_S83_R2_16S	96.79269894017895	35.0	251.0	251	36.36363636363637	2.5253319999999997
052022-BEL-CBC-T3-15-PSTR_S94_R2_16S	90.19169487719783	38.0	251.0	251	36.36363636363637	0.926368
062019-BEL-CBC-T1-5-SSID_S91_R2_16S	91.82898824128449	41.0	251.0	251	36.36363636363637	1.225946
062019-BEL-CBC-T2-17-SSID_S4_R2_16S	95.81862012309267	51.0	251.0	251	45.45454545454545	0.7425299999999999
062019-BEL-CBC-T2-21-PAST_S29_R2_16S	94.34535877183023	45.0	251.0	251	36.36363636363637	1.1098139999999999
062019-BEL-CBC-T2-23-MCAV_S64_R2_16S	96.57702872257452	36.0	251.0	251	45.45454545454545	0.88467
062019-BEL-CBC-T3-5-SSID_S37_R2_16S	83.30231409499487	45.0	251.0	251	36.36363636363637	1.064007
062024-BEL-CBC-T1-1350-PSTR_S41_R2_16S	93.96030103140069	37.0	251.0	251	36.36363636363637	0.8284849999999999
062024-BEL-CBC-T3-1424-PAST_S67_R2_16S	92.52593161482547	46.0	251.0	251	45.45454545454545	0.756509
062024-BEL-CBC-T3-1427-MCAV_S84_R2_16S	96.10670482195724	35.0	251.0	251	36.36363636363637	1.456504
062024-BEL-CBC-T3-1436-MCAV_S47_R2_16S	95.9610025543526	36.0	251.0	251	45.45454545454545	0.602501
062024-BEL-CBC-T4-1473-PSTR_S90_R2_16S	94.15828292682927	37.0	251.0	251	36.36363636363637	1.28125
082024-BEL-CBC-T1-1481-PSTR_S15_R2_16S	93.3090695262166	38.0	251.0	251	36.36363636363637	0.547592
082024-BEL-CBC-T2-1508-SSID_S14_R2_16S	93.80843209839492	48.0	251.0	251	45.45454545454545	0.766381
082024-BEL-CBC-T2-1511-SSID_S80_R2_16S	91.7767517552998	45.0	251.0	251	36.36363636363637	0.648892
082024-BEL-CBC-T2-1512-PAST_S63_R2_16S	96.09816975592084	43.0	251.0	251	45.45454545454545	1.501603
082024-BEL-CBC-T3-1553-MCAV_S42_R2_16S	96.79774783173266	34.0	251.0	251	36.36363636363637	1.512498
082024-BEL-CBC-T3-1556-OFAV_S77_R2_16S	97.58245955805114	36.0	251.0	251	45.45454545454545	1.04718
082024-BEL-CBC-T3-1557-PAST_S27_R2_16S	91.86532653831634	44.0	251.0	251	36.36363636363637	1.0595999999999999
092023-BEL-CBC-T1-173-SSID_S75_R2_16S	91.68421975961226	50.0	251.0	251	27.27272727272727	1.454704
092023-BEL-CBC-T1-174-MCAV_S95_R2_16S	94.99903499030245	36.0	251.0	251	36.36363636363637	1.264236
092023-BEL-CBC-T2-175-PAST_S56_R2_16S	94.32883700786003	51.0	251.0	251	36.36363636363637	0.731931
092023-BEL-CBC-T2-179-SSID_S33_R2_16S	63.27751347335619	50.0	251.0	251	36.36363636363637	0.36882899999999996
092023-BEL-CBC-T2-183-MCAV_S11_R2_16S	93.0134012324131	52.0	251.0	251	36.36363636363637	0.535697
092023-BEL-CBC-T3-174-OFAV_S3_R2_16S	97.56346163180119	40.0	251.0	251	45.45454545454545	0.82412
092023-BEL-CBC-T3-175-MCAV_S78_R2_16S	91.57169183282156	45.0	251.0	251	36.36363636363637	0.9382309999999999
092023-BEL-CBC-T3-177-SSID_S89_R2_16S	84.13399373673982	44.0	251.0	251	36.36363636363637	0.783473
092023-BEL-CBC-T3-182-MCAV_S87_R2_16S	86.50072660140813	42.0	251.0	251	36.36363636363637	1.5362149999999999
092023-BEL-CBC-T4-95-OFAV_S58_R2_16S	96.78734623533504	37.0	251.0	251	45.45454545454545	1.011936
092023-BEL-CBC-T4-96-MCAV_S36_R2_16S	80.84608020865224	46.0	251.0	251	36.36363636363637	0.525081
112023-BEL-CBC-T1-274-PAST_S2_R2_16S	94.1716696414084	50.0	251.0	251	45.45454545454545	0.6163
112023-BEL-CBC-T1-275-SSID_S85_R2_16S	82.41508773037637	46.0	251.0	251	36.36363636363637	0.893882
112023-BEL-CBC-T2-305-PAST_S68_R2_16S	94.53423049699403	43.0	251.0	251	45.45454545454545	0.558055
112023-BEL-CBC-T2-306-MCAV_S53_R2_16S	96.93952315176266	35.0	251.0	251	45.45454545454545	0.582785
112023-BEL-CBC-T2-313-SSID_S32_R2_16S	86.13890196335402	44.0	251.0	251	36.36363636363637	0.724476
112023-BEL-CBC-T2-314-SSID_S93_R2_16S	90.02773637684741	44.0	251.0	251	36.36363636363637	1.333502
112023-BEL-CBC-T3-353-MCAV_S35_R2_16S	96.08761739788092	35.0	251.0	251	36.36363636363637	2.66601
112023-BEL-CBC-T3-354-PSTR_S26_R2_16S	96.65373540554342	36.0	251.0	251	36.36363636363637	1.496116
112023-BEL-CBC-T3-357-OFAV_S10_R2_16S	97.22984972111722	37.0	251.0	251	45.45454545454545	0.663899
112023-BEL-CBC-T3-359-PAST_S38_R2_16S	78.31484480528772	48.0	251.0	251	36.36363636363637	0.634691
112023-BEL-CBC-T4-397-PSTR_S20_R2_16S	97.15952803483265	36.0	251.0	251	36.36363636363637	1.691057
112023-BEL-CBC-T4-398-PSTR_S59_R2_16S	97.5676088505689	38.0	251.0	251	45.45454545454545	1.643239
122022-BEL-CBC-T1-150-PAST_S31_R2_16S	80.68832224777887	52.0	251.0	251	36.36363636363637	0.631068
122022-BEL-CBC-T1-156-SSID_S22_R2_16S	85.39178916060571	50.0	251.0	251	36.36363636363637	1.07255
122022-BEL-CBC-T1-158-PAST_S60_R2_16S	92.82593927356143	47.0	251.0	251	36.36363636363637	0.6565179999999999
122022-BEL-CBC-T2-87-OFAV_S88_R2_16S	88.54429321957019	40.0	251.0	251	36.36363636363637	1.030114
122022-BEL-CBC-T2-92-MCAV_S28_R2_16S	96.13949640175463	35.0	251.0	251	36.36363636363637	0.64059
122022-BEL-CBC-T3-116-PAST_S50_R2_16S	95.85080845215387	44.0	251.0	251	45.45454545454545	0.649018
122022-BEL-CBC-T3-151-PSTR_S43_R2_16S	90.20249539783187	43.0	251.0	251	36.36363636363637	0.6111249999999999
122022-BEL-CBC-T4-1-OFAV_S92_R2_16S	94.48953514888001	37.0	251.0	251	36.36363636363637	0.784961
122022-BEL-CBC-T4-11-MCAV_S9_R2_16S	97.02006499508065	53.0	251.0	251	45.45454545454545	0.469574
122023-BEL-CBC-T1-506-PAST_S52_R2_16S	94.41465680771167	44.0	251.0	251	45.45454545454545	0.6199439999999999
122023-BEL-CBC-T1-510-PSTR_S65_R2_16S	96.2999347227001	36.0	251.0	251	45.45454545454545	0.621962
122023-BEL-CBC-T2-512-OFAV_S45_R2_16S	96.42248825213515	38.0	251.0	251	45.45454545454545	0.662248
122023-BEL-CBC-T3-523-MCAV_S49_R2_16S	97.04129593116056	35.0	251.0	251	45.45454545454545	0.543177
122023-BEL-CBC-T3-528-PAST_S82_R2_16S	96.0227314997359	42.0	251.0	251	45.45454545454545	1.0753359999999998
122023-BEL-CBC-T3-529-MCAV_S71_R2_16S	96.92433961856628	35.0	251.0	251	45.45454545454545	0.9259799999999999
122023-BEL-CBC-T3-533-OFAV_S61_R2_16S	96.29726348911586	39.0	251.0	251	45.45454545454545	0.620352
122023-BEL-CBC-T4-535-MCAV_S72_R2_16S	96.0335266592151	36.0	251.0	251	45.45454545454545	1.108491
122023-BEL-CBC-T4-537-PSTR_S46_R2_16S	96.62182485478152	38.0	251.0	251	45.45454545454545	0.7247699999999999
122023-BEL-CBC-T4-540-MCAV_S8_R2_16S	97.87375402846972	37.0	251.0	251	45.45454545454545	1.068644
Negative_S96_R2_16S	52.60075125740116	51.0	251.0	251	36.36363636363637	0.031414
Undetermined_S0_R2_16S	84.8154183350456	43.0	251.0	251	36.36363636363637	4.307328
