Sample	Unique Reads	Duplicate Reads
112023-BEL-CBC-T2-306-MCAV_S53_R2_16S	17836.0	564949.0
112023-BEL-CBC-T2-313-SSID_S32_R2_16S	100421.0	624055.0
112023-BEL-CBC-T2-314-SSID_S93_R2_16S	132981.0	1200521.0
112023-BEL-CBC-T3-353-MCAV_S35_R2_16S	104305.0	2561705.0
112023-BEL-CBC-T3-354-PSTR_S26_R2_16S	50064.0	1446052.0
112023-BEL-CBC-T3-357-OFAV_S10_R2_16S	18391.0	645508.0
112023-BEL-CBC-T3-359-PAST_S38_R2_16S	137634.0	497057.0
112023-BEL-CBC-T4-397-PSTR_S20_R2_16S	48035.0	1643022.0
112023-BEL-CBC-T4-398-PSTR_S59_R2_16S	39971.0	1603268.0
122022-BEL-CBC-T1-150-PAST_S31_R2_16S	121870.0	509198.0
122022-BEL-CBC-T1-156-SSID_S22_R2_16S	156681.0	915869.0
122022-BEL-CBC-T1-158-PAST_S60_R2_16S	47099.0	609419.0
122022-BEL-CBC-T2-87-OFAV_S88_R2_16S	118007.0	912107.0
122022-BEL-CBC-T2-92-MCAV_S28_R2_16S	24730.0	615860.0
122022-BEL-CBC-T3-116-PAST_S50_R2_16S	26929.0	622089.0
122022-BEL-CBC-T3-151-PSTR_S43_R2_16S	59875.0	551250.0
122022-BEL-CBC-T4-1-OFAV_S92_R2_16S	43255.0	741706.0
122022-BEL-CBC-T4-11-MCAV_S9_R2_16S	13993.0	455581.0
122023-BEL-CBC-T1-506-PAST_S52_R2_16S	34626.0	585318.0
122023-BEL-CBC-T1-510-PSTR_S65_R2_16S	23013.0	598949.0
122023-BEL-CBC-T2-512-OFAV_S45_R2_16S	23692.0	638556.0
122023-BEL-CBC-T3-523-MCAV_S49_R2_16S	16071.0	527106.0
122023-BEL-CBC-T3-528-PAST_S82_R2_16S	42769.0	1032567.0
122023-BEL-CBC-T3-529-MCAV_S71_R2_16S	28480.0	897500.0
122023-BEL-CBC-T3-533-OFAV_S61_R2_16S	22970.0	597382.0
122023-BEL-CBC-T4-535-MCAV_S72_R2_16S	43968.0	1064523.0
122023-BEL-CBC-T4-537-PSTR_S46_R2_16S	24484.0	700286.0
122023-BEL-CBC-T4-540-MCAV_S8_R2_16S	22723.0	1045921.0
Negative_S96_R2_16S	14890.0	16524.0
Undetermined_S0_R2_16S	654050.0	3653278.0
