Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
062024-BEL-CBC-T4-1473-PSTR_S90_R2_16S	062024-BEL-CBC-T4-1473-PSTR_S90_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1281250.0	321.5 Mbp	0.0	251.0	37.0	5.841717073170732	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T1-1481-PSTR_S15_R2_16S	082024-BEL-CBC-T1-1481-PSTR_S15_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	547592.0	137.4 Mbp	0.0	251.0	38.0	6.690930473783401	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T2-1508-SSID_S14_R2_16S	082024-BEL-CBC-T2-1508-SSID_S14_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	766381.0	192.3 Mbp	0.0	251.0	48.0	6.191567901605077	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
082024-BEL-CBC-T2-1511-SSID_S80_R2_16S	082024-BEL-CBC-T2-1511-SSID_S80_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	648892.0	162.8 Mbp	0.0	251.0	45.0	8.223248244700198	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T2-1512-PAST_S63_R2_16S	082024-BEL-CBC-T2-1512-PAST_S63_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1501603.0	376.9 Mbp	0.0	251.0	43.0	3.901830244079161	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
082024-BEL-CBC-T3-1553-MCAV_S42_R2_16S	082024-BEL-CBC-T3-1553-MCAV_S42_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1512498.0	379.6 Mbp	0.0	251.0	34.0	3.20225216826733	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
082024-BEL-CBC-T3-1556-OFAV_S77_R2_16S	082024-BEL-CBC-T3-1556-OFAV_S77_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1047180.0	262.8 Mbp	0.0	251.0	36.0	2.4175404419488533	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
082024-BEL-CBC-T3-1557-PAST_S27_R2_16S	082024-BEL-CBC-T3-1557-PAST_S27_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1059600.0	265.9 Mbp	0.0	251.0	44.0	8.134673461683654	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T1-173-SSID_S75_R2_16S	092023-BEL-CBC-T1-173-SSID_S75_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1454704.0	365.1 Mbp	0.0	251.0	50.0	8.315780240387733	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	warn
092023-BEL-CBC-T1-174-MCAV_S95_R2_16S	092023-BEL-CBC-T1-174-MCAV_S95_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1264236.0	317.3 Mbp	0.0	251.0	36.0	5.000965009697556	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T2-175-PAST_S56_R2_16S	092023-BEL-CBC-T2-175-PAST_S56_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	731931.0	183.7 Mbp	0.0	251.0	51.0	5.671162992139969	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T2-179-SSID_S33_R2_16S	092023-BEL-CBC-T2-179-SSID_S33_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	368829.0	92.5 Mbp	0.0	251.0	50.0	36.72248652664381	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T2-183-MCAV_S11_R2_16S	092023-BEL-CBC-T2-183-MCAV_S11_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	535697.0	134.4 Mbp	0.0	251.0	52.0	6.986598767586901	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T3-174-OFAV_S3_R2_16S	092023-BEL-CBC-T3-174-OFAV_S3_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	824120.0	206.8 Mbp	0.0	251.0	40.0	2.436538368198806	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
092023-BEL-CBC-T3-175-MCAV_S78_R2_16S	092023-BEL-CBC-T3-175-MCAV_S78_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	938231.0	235.4 Mbp	0.0	251.0	45.0	8.428308167178447	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T3-177-SSID_S89_R2_16S	092023-BEL-CBC-T3-177-SSID_S89_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	783473.0	196.6 Mbp	0.0	251.0	44.0	15.866006263260177	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T3-182-MCAV_S87_R2_16S	092023-BEL-CBC-T3-182-MCAV_S87_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1536215.0	385.5 Mbp	0.0	251.0	42.0	13.499273398591871	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
092023-BEL-CBC-T4-95-OFAV_S58_R2_16S	092023-BEL-CBC-T4-95-OFAV_S58_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1011936.0	253.9 Mbp	0.0	251.0	37.0	3.2126537646649593	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
092023-BEL-CBC-T4-96-MCAV_S36_R2_16S	092023-BEL-CBC-T4-96-MCAV_S36_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	525081.0	131.7 Mbp	0.0	251.0	46.0	19.153919791347764	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T1-274-PAST_S2_R2_16S	112023-BEL-CBC-T1-274-PAST_S2_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	616300.0	154.6 Mbp	0.0	251.0	50.0	5.828330358591595	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T1-275-SSID_S85_R2_16S	112023-BEL-CBC-T1-275-SSID_S85_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	893882.0	224.3 Mbp	0.0	251.0	46.0	17.584912269623633	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T2-305-PAST_S68_R2_16S	112023-BEL-CBC-T2-305-PAST_S68_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	558055.0	140 Mbp	0.0	251.0	43.0	5.465769503005976	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T2-306-MCAV_S53_R2_16S	112023-BEL-CBC-T2-306-MCAV_S53_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	582785.0	146.2 Mbp	0.0	251.0	35.0	3.060476848237343	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T2-313-SSID_S32_R2_16S	112023-BEL-CBC-T2-313-SSID_S32_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	724476.0	181.8 Mbp	0.0	251.0	44.0	13.861098036645988	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T2-314-SSID_S93_R2_16S	112023-BEL-CBC-T2-314-SSID_S93_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1333502.0	334.7 Mbp	0.0	251.0	44.0	9.972263623152589	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T3-353-MCAV_S35_R2_16S	112023-BEL-CBC-T3-353-MCAV_S35_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2666010.0	669.1 Mbp	0.0	251.0	35.0	3.9123826021190786	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T3-354-PSTR_S26_R2_16S	112023-BEL-CBC-T3-354-PSTR_S26_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1496116.0	375.5 Mbp	0.0	251.0	36.0	3.346264594456579	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T3-357-OFAV_S10_R2_16S	112023-BEL-CBC-T3-357-OFAV_S10_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	663899.0	166.6 Mbp	0.0	251.0	37.0	2.770150278882782	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
112023-BEL-CBC-T3-359-PAST_S38_R2_16S	112023-BEL-CBC-T3-359-PAST_S38_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	634691.0	159.3 Mbp	0.0	251.0	48.0	21.685155194712284	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T4-397-PSTR_S20_R2_16S	112023-BEL-CBC-T4-397-PSTR_S20_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1691057.0	424.4 Mbp	0.0	251.0	36.0	2.8404719651673482	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
112023-BEL-CBC-T4-398-PSTR_S59_R2_16S	112023-BEL-CBC-T4-398-PSTR_S59_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1643239.0	412.4 Mbp	0.0	251.0	38.0	2.4323911494310932	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122022-BEL-CBC-T1-150-PAST_S31_R2_16S	122022-BEL-CBC-T1-150-PAST_S31_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	631068.0	158.3 Mbp	0.0	251.0	52.0	19.311677752221136	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T1-156-SSID_S22_R2_16S	122022-BEL-CBC-T1-156-SSID_S22_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1072550.0	269.2 Mbp	0.0	251.0	50.0	14.608210839394292	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T1-158-PAST_S60_R2_16S	122022-BEL-CBC-T1-158-PAST_S60_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	656518.0	164.7 Mbp	0.0	251.0	47.0	7.174060726438575	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T2-87-OFAV_S88_R2_16S	122022-BEL-CBC-T2-87-OFAV_S88_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1030114.0	258.5 Mbp	0.0	251.0	40.0	11.455706780429802	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T2-92-MCAV_S28_R2_16S	122022-BEL-CBC-T2-92-MCAV_S28_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	640590.0	160.7 Mbp	0.0	251.0	35.0	3.8605035982453675	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T3-116-PAST_S50_R2_16S	122022-BEL-CBC-T3-116-PAST_S50_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	649018.0	162.9 Mbp	0.0	251.0	44.0	4.149191547846131	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	fail	fail
122022-BEL-CBC-T3-151-PSTR_S43_R2_16S	122022-BEL-CBC-T3-151-PSTR_S43_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	611125.0	153.3 Mbp	0.0	251.0	43.0	9.797504602168132	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
122022-BEL-CBC-T4-1-OFAV_S92_R2_16S	122022-BEL-CBC-T4-1-OFAV_S92_R2_16S.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	784961.0	197 Mbp	0.0	251.0	37.0	5.510464851119992	251.0	251	pass	pass	pass	pass	fail	fail	pass	pass	fail	warn	fail
